Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPN_M_R
861,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
862,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
863,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
864,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
865,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
866,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
867,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
868,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
869,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
870,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
871,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
872,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
873,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
874,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
875,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
876,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
877,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
878,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
879,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
880,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
881,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
882,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
883,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
884,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
885,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
886,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
887,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
888,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
889,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
890,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
891,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
892,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
893,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
894,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
895,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
896,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
897,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
898,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
899,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
900,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
901,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
902,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
903,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
905,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
906,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
907,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
908,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
909,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
910,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
911,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
912,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
913,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
914,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
915,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
916,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
917,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
918,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
919,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
920,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
921,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
922,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
923,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
924,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
925,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
926,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
927,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
928,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
929,Cropland,Cropland,Wetland,NULL,Wetland,Forest
930,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
931,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
932,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
933,Cropland,Cropland,Wetland,Water,Wetland,Cropland
934,Cropland,Cropland,Wetland,Water,Wetland,Water
935,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
936,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
937,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
938,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
939,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
940,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
941,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
942,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
943,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
944,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
945,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
946,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
947,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Built-up
948,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
949,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
950,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
951,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
952,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
953,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
954,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
955,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
956,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
957,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
958,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
959,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
960,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
961,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
962,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
963,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
964,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
965,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
966,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
967,Cropland,Cropland,Built-up,Water,Non_Wetland,Built-up
968,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
969,Cropland,Cropland,Water,NULL,Water,NULL
970,Cropland,Cropland,Water,NULL,Water,Cropland
971,Cropland,Cropland,Water,NULL,Water,Bareland
972,Cropland,Cropland,Water,NULL,Water,Water
973,Cropland,Cropland,Water,NULL,Water,Forest
974,Cropland,Cropland,Water,Non_Water,Water,NULL
975,Cropland,Cropland,Water,Non_Water,Water,Wetland
976,Cropland,Cropland,Water,Non_Water,Water,Forest
977,Cropland,Cropland,Water,Water,Water,Cropland
978,Cropland,Cropland,Water,Water,Water,Wetland
979,Cropland,Cropland,Water,Water,Water,Water
980,Cropland,Cropland,Water,Water,Water,Forest
981,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
982,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
983,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
984,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
985,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
986,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
987,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
988,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
989,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
990,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
991,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
992,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
993,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
994,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
995,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
996,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
997,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
998,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
999,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
1000,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1001,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
1002,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1003,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1004,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1005,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1006,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1007,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1008,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1009,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1010,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1011,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1012,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1013,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1014,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1015,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
1016,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
1017,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1018,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1019,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1020,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
1021,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
1022,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1023,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1024,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1025,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1026,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
1027,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
1028,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1029,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1030,Cropland,Bareland,Cropland,Water,Non_Wetland,Forest
1031,Cropland,Bareland,Wetland,Water,Wetland,Water
1032,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
1033,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1034,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1035,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
1036,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
1037,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1038,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
1039,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
1040,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
1041,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1042,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1043,Cropland,Bareland,Water,NULL,Water,Water
1044,Cropland,Bareland,Water,Water,Water,Forest
1045,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
1046,Cropland,Bareland,Forest,Water,Non_Wetland,NULL
1047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
1054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1055,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1056,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1057,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1058,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1059,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1060,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1061,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1062,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1063,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1064,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1065,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1066,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
1067,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1068,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1069,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1070,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1071,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1072,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1073,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1074,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
1075,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1076,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1077,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1078,Cropland,Built-up,Wetland,Water,Wetland,Water
1079,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1080,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1081,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1082,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1083,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1084,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1085,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
1086,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1087,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1088,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1089,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1090,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1091,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
1092,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
1093,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1094,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1095,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1096,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1097,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1098,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1099,Cropland,Built-up,Water,NULL,Water,Forest
1100,Cropland,Built-up,Water,Non_Water,Water,Grassland
1101,Cropland,Built-up,Water,Water,Water,Bareland
1102,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1103,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1104,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1105,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1106,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1107,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1108,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
1109,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1110,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL
1111,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1112,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1113,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1114,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1115,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1116,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1117,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
1118,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1119,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1120,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1121,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1122,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1123,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1124,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1125,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1126,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
1127,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1128,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
1129,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1130,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up
1131,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1132,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
1133,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1134,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1135,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1136,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1137,Cropland,Water,Cropland,NULL,Non_Wetland,Built-up
1138,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1139,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1140,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL
1141,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1142,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1143,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1144,Cropland,Water,Wetland,NULL,Wetland,Forest
1145,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1146,Cropland,Water,Wetland,Water,Wetland,Bareland
1147,Cropland,Water,Wetland,Water,Wetland,Water
1148,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
1149,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1150,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1151,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1152,Cropland,Water,Bareland,NULL,Non_Wetland,Built-up
1153,Cropland,Water,Bareland,NULL,Non_Wetland,Water
1154,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1155,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL
1156,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1157,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1158,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1159,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1160,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1161,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1162,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1163,Cropland,Water,Bareland,Water,Non_Wetland,Water
1164,Cropland,Water,Bareland,Water,Non_Wetland,Forest
1165,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up
1166,Cropland,Water,Water,NULL,Water,Water
1167,Cropland,Water,Water,NULL,Water,Forest
1168,Cropland,Water,Water,Non_Water,Water,Forest
1169,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1170,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1171,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1172,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
1173,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1174,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL
1175,Cropland,Water,Forest,Non_Water,Non_Wetland,Wetland
1176,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1177,Cropland,Water,Forest,Water,Non_Wetland,Water
1178,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1179,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1180,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1181,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1182,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1183,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1184,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1185,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1186,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1187,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1188,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1189,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1190,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1191,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1192,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1193,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1194,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1195,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1196,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1197,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1198,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1199,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1200,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1201,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1202,Cropland,Forest,Cropland,Water,Non_Wetland,Water
1203,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1204,Cropland,Forest,Wetland,NULL,Wetland,Forest
1205,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1206,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1207,Cropland,Forest,Wetland,Water,Wetland,Water
1208,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1209,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1210,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1211,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1212,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1213,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL
1214,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1215,Cropland,Forest,Bareland,Water,Non_Wetland,Bareland
1216,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
1217,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1218,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1219,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1220,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1221,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1222,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1223,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1224,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
1225,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1226,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1227,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1228,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1229,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1230,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1231,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1232,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1233,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1234,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1235,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1236,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1237,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1238,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1239,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1240,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
1241,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1242,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1243,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1244,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1245,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1246,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1247,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1248,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1249,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1250,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1251,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1252,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1253,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1254,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1255,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1256,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1257,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up
1258,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1259,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1260,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1261,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1262,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1263,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1264,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1265,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1266,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1267,Wetland,NULL,Wetland,NULL,Wetland,Forest
1268,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1269,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1270,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1271,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
