Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R
3286,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3287,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3288,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3289,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3290,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3291,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3292,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3293,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3294,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3295,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3296,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3297,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3298,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3299,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3300,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3301,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3302,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3303,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3304,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3305,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3306,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3307,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3308,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3309,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3310,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3311,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3312,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
3313,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3314,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3315,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
3316,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3317,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3318,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3319,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3320,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3321,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3322,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
3323,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3324,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
3325,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3326,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3327,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3328,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3329,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3330,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
3331,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
3332,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3333,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
3334,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
3335,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
3336,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3337,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3338,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3339,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3340,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3341,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3342,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3343,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3344,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3345,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3346,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3347,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3348,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3349,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3350,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3351,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3352,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3353,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3354,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3355,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3356,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3357,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3358,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3359,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3360,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3361,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3362,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3363,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3364,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3365,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3366,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3367,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3368,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3369,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3370,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3371,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3372,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3373,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3374,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3375,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3376,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3377,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3378,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3379,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3380,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3381,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3382,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3383,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3384,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3385,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3386,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3387,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3388,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3389,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3390,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3391,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3392,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3393,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3394,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3395,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3396,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3397,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3398,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3399,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3400,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3401,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3402,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3403,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3404,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3405,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3406,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3407,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3408,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3409,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3410,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
3411,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3412,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3413,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3414,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
3415,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3416,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
3417,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
3418,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
3419,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3420,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3421,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3422,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3423,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3424,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
3425,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3426,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3427,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3428,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3429,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3430,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3431,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3432,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3433,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3434,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3435,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3436,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3437,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3438,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3439,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3440,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3441,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3442,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3443,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3444,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3445,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3446,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3447,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3448,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3449,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3450,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3451,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3452,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
3453,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3454,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3455,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3456,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3457,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3458,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
3459,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3460,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3461,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3462,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3463,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3464,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3465,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3466,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3467,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3468,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3469,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
3470,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3471,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
3472,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3473,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3474,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3475,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
3476,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3477,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3478,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3479,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3480,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
3481,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3482,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3483,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3484,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3485,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3486,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3487,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3488,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3489,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3490,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3491,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3492,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3493,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3494,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3495,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3496,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3497,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3498,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3499,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3500,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
3501,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3502,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3503,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3504,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3505,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3506,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3507,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3508,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3509,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3510,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3511,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3512,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3513,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3514,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3515,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3516,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3517,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3518,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3519,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3520,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3521,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3522,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
3523,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3524,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3525,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3526,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
3527,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3528,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3529,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3530,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3531,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3532,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3533,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3534,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3535,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3536,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
3537,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
3538,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3539,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
3540,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
3541,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3542,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3543,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
3544,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3545,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3546,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3547,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3548,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3549,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3550,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
3551,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3552,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3553,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3554,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3555,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3556,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3557,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3558,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
3559,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3560,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
3561,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3562,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3563,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3564,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3565,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3566,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3567,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3568,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3569,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3570,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3571,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3572,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3573,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3574,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
3575,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3576,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3577,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3578,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
3579,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3580,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
3581,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3582,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Built-up
3583,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3584,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
3585,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
3586,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
3587,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3588,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3589,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3590,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3591,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3592,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3593,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3594,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
3595,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3596,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3597,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3598,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3599,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3600,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3601,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3602,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3603,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3604,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3605,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
3606,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3607,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3608,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3609,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3610,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3611,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3612,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3613,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3614,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3615,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3616,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
3617,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3618,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3619,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3620,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3621,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
