Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWP_M_R
1038,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1040,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1041,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1042,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1043,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1044,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1045,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1046,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1047,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1048,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1049,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1050,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1052,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1054,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1055,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1056,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1058,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1059,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1061,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1062,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1063,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1065,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1067,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1068,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1069,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1071,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1072,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1074,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1075,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1077,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1079,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1080,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1081,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1082,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1084,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1085,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1087,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1089,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1090,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1091,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1095,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1096,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1097,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1099,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1100,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1101,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1102,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1103,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1104,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1105,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1106,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1107,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1108,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1109,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1110,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1111,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1112,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1113,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1115,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1117,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1119,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1122,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1123,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1124,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1125,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1127,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1128,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1129,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1130,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1132,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1134,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1135,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1136,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1138,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1140,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1141,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1142,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1143,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1144,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1145,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1146,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1147,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1148,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1149,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1150,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1151,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1152,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1153,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1154,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1155,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1156,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1157,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1158,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1159,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1161,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1162,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1163,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1164,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1165,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1166,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1167,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1169,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1170,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1171,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1172,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1173,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1174,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1175,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1176,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1177,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1179,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1181,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1182,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1183,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1184,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1185,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1186,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1187,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1188,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1189,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1190,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1191,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1192,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1194,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1195,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1197,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1198,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1199,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1200,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1202,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1203,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1205,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1206,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1207,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1208,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1210,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1211,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1212,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1213,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1215,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1216,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1218,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1219,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1221,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1222,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1223,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1224,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1225,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1226,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1229,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1230,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1231,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1232,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1233,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1234,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1235,Cropland,Built-up,Water,Water,Water,NULL,NULL,Forest
1236,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1238,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1240,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1241,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1243,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1244,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1247,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1248,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1249,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1250,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1251,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1252,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1254,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1256,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1257,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1258,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1260,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1261,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1262,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1263,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1265,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1266,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1268,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1270,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1271,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1272,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1273,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1274,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1275,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1276,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1277,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1278,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1281,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1282,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1284,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1285,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1286,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1287,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1288,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1289,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1290,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1291,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1293,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1294,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1295,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1296,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1297,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1298,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1299,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1300,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1302,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1303,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1304,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1305,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1306,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1307,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1308,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1309,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1311,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1312,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1314,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1315,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1316,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1317,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1318,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1319,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1320,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1321,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1322,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1323,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1324,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1325,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1326,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1327,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1328,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1329,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1330,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1331,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1332,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1333,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1334,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1335,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1336,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1337,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1338,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1339,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1340,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1341,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1342,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1343,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1344,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1345,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1347,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1348,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1349,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1351,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1352,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1353,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1354,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1355,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1356,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1357,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1358,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1359,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1360,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1361,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1362,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1363,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1364,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1365,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1366,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1367,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1368,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1369,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1370,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
