Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTJ_M_R
3372,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3373,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3374,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3375,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3376,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3377,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3378,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3379,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3380,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3381,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3382,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3383,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3384,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3385,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3386,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3387,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3388,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3389,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3390,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3391,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3392,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3393,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3394,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3395,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3396,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3397,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3398,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3399,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3400,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
3401,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
3402,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3403,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3404,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3405,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3406,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3407,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3408,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3409,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3410,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3411,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3412,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3413,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3414,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3415,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3416,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3417,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3418,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
3419,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3420,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3421,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3422,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3423,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3424,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3425,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3426,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3427,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
3428,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3429,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3430,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
3431,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3432,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3433,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3434,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3435,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3436,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3437,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3438,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
3439,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3440,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3441,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
3442,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3443,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3444,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
3445,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
3446,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3447,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3448,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3449,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3450,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3451,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3452,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3453,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3454,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3455,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3456,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3457,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3458,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3459,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3460,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3461,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3462,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3463,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3464,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3465,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3466,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3467,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3468,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3469,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3470,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3471,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3472,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3473,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3474,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3475,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
3476,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
3477,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
3478,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
3479,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3480,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3481,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3482,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3483,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3484,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3485,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3486,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3487,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
3488,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
3489,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3490,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3491,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3492,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3493,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
3494,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
3495,Water,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
3496,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3497,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3498,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3499,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
3500,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
3501,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3502,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
3503,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
3504,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3505,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3506,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3507,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3508,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3509,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3510,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3511,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3512,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3513,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3514,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3515,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3516,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3517,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
3518,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3519,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Bareland
3520,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3521,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3522,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3523,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3524,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3525,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3526,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3527,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3528,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3529,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3530,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3531,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3532,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3533,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3534,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3535,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3536,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3537,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3538,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3539,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3540,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3541,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3542,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3543,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3544,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3545,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3546,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3547,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3548,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3549,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3550,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3551,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3552,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3553,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3554,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3555,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3556,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3557,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3558,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3559,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3560,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3561,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3562,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3563,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3564,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3565,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3566,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3567,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3568,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3569,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3570,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
3571,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3572,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3573,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3574,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3575,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3576,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3577,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3578,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3579,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3580,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3581,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3582,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
3583,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3584,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3585,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
3586,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3587,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3588,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3589,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3590,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3591,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3592,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
3593,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
3594,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3595,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3596,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
3597,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3598,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3599,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
3600,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3601,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3602,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3603,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3604,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
3605,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3606,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3607,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3608,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3609,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3610,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3611,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3612,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3613,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3614,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3615,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3616,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
3617,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3618,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3619,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3620,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3621,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3622,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
3623,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3624,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3625,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3626,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3627,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3628,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3629,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3630,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3631,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3632,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3633,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3634,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3635,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3636,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3637,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3638,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3639,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3640,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3641,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
3642,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3643,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3644,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3645,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
3646,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3647,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3648,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3649,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
3650,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3651,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3652,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3653,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
3654,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
3655,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3656,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3657,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3658,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3659,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
3660,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
3661,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
3662,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3663,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
3664,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3665,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3666,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
3667,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3668,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3669,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
3670,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3671,Water,Water,Water,NULL,Water,NULL,Water,Water
3672,Water,Water,Water,NULL,Water,NULL,Water,Forest
3673,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3674,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
3675,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
3676,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3677,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3678,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
3679,Water,Water,Water,NULL,Water,Grassland,Water,Water
3680,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3681,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
3682,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
3683,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
3684,Water,Water,Water,NULL,Water,Wetland,Water,Water
3685,Water,Water,Water,NULL,Water,Wetland,Water,Forest
3686,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3687,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
3688,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
3689,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3690,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
3691,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
3692,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
3693,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3694,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
3695,Water,Water,Water,NULL,Water,Bareland,Water,Water
3696,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3697,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3698,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
3699,Water,Water,Water,NULL,Water,Water,Grassland,Water
3700,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3701,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
3702,Water,Water,Water,NULL,Water,Water,Wetland,Built-up
3703,Water,Water,Water,NULL,Water,Water,Wetland,Water
3704,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3705,Water,Water,Water,NULL,Water,Water,Built-up,Water
3706,Water,Water,Water,NULL,Water,Water,Water,Grassland
3707,Water,Water,Water,NULL,Water,Water,Water,Wetland
3708,Water,Water,Water,NULL,Water,Water,Water,Bareland
3709,Water,Water,Water,NULL,Water,Water,Water,Built-up
3710,Water,Water,Water,NULL,Water,Water,Water,Water
3711,Water,Water,Water,NULL,Water,Water,Water,Forest
3712,Water,Water,Water,NULL,Water,Water,Forest,Grassland
3713,Water,Water,Water,NULL,Water,Water,Forest,Built-up
3714,Water,Water,Water,NULL,Water,Water,Forest,Water
3715,Water,Water,Water,NULL,Water,Water,Forest,Forest
3716,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
3717,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
3718,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
3719,Water,Water,Water,Non_Water,Water,Grassland,Water,Bareland
3720,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
3721,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
3722,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3723,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
3724,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
3725,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
3726,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
3727,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
3728,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
3729,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3730,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3731,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3732,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
3733,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3734,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
3735,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
3736,Water,Water,Water,Non_Water,Water,Water,Water,Water
3737,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3738,Water,Water,Water,Non_Water,Water,Water,Forest,Water
3739,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
3740,Water,Water,Water,Water,Water,NULL,Grassland,Forest
3741,Water,Water,Water,Water,Water,NULL,Water,Wetland
3742,Water,Water,Water,Water,Water,NULL,Water,Water
3743,Water,Water,Water,Water,Water,NULL,Water,Forest
3744,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
3745,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
