Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHA_M_R
22408,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
22409,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
22410,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
22411,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
22412,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
22413,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
22414,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
22415,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
22416,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
22417,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
22418,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
22419,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
22420,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
22421,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
22422,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
22423,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
22424,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
22425,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
22426,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
22427,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
22428,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
22429,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
22430,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
22431,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
22432,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
22433,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
22434,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
22435,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
22436,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
22437,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
22438,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
22439,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
22440,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
22441,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
22442,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
22443,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
22444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
22445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
22447,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
22448,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
22449,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
22450,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
22451,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
22452,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22453,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
22454,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22455,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
22456,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
22457,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
22458,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
22459,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
22460,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
22461,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
22462,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
22463,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
22464,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
22465,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
22466,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
22467,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
22468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
22469,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
22470,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
22471,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
22472,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
22473,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
22474,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
22475,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
22476,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
22477,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
22478,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
22479,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
22480,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22481,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
22482,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
22483,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
22484,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
22485,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
22486,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
22487,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22488,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
22489,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
22490,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
22491,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
22492,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
22493,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
22494,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
22495,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
22496,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
22497,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
22498,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
22499,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
22500,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
22501,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
22502,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
22503,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
22504,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
22505,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
22506,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
22507,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
22508,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
22509,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
22510,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
22511,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
22512,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
22513,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
22514,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
22515,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
22516,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
22517,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
22518,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
22519,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
22520,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
22521,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
22522,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
22523,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
22524,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
22525,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
22526,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
22527,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
22528,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
22529,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
22530,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
22531,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
22532,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
22533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
22534,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
22535,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
22536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
22537,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
22538,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22539,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
22540,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
22541,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
22542,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
22543,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
22544,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
22545,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
22546,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
22547,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
22548,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
22549,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
22550,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
22551,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
22552,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
22553,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
22554,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
22555,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
22556,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
22557,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
22558,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
22559,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
22560,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
22561,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
22562,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
22563,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
22564,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22565,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
22566,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
22567,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
22568,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
22569,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
22570,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22571,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
22572,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
22573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
22574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
22575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
22576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
22577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
22578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
22579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
22580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
22585,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
22586,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
22587,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
22588,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
22589,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
22590,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
22591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
22594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22595,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
22596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
22597,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
22598,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
22599,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
22600,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
22601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
22602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
22603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
22604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
22606,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
22607,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
22608,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
22609,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
22610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
22611,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
22612,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
22613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
22614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
22615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
22616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
22617,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
22618,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
22619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
22620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
22621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
22622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
22623,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
22624,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
22625,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
22626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
22627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
22628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
22629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
22630,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
22631,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
22632,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
22633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
22634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
22635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
22636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
22637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
22638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
22639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
22640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
22641,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22642,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
22643,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
22644,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
22645,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
22646,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
22647,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
22648,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
22649,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
22650,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Cropland
22651,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
22652,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
22653,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
22654,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
22655,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
22656,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Wetland
22657,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
22658,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland,NULL,Forest
22659,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
22660,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
22661,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
22662,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
22663,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
22664,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
22665,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
22666,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
22667,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
22668,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Wetland
22669,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
22670,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
22671,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
22672,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
22673,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
22674,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Wetland
22675,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
22676,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
22677,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
22678,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
22679,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
22680,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
22681,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
22682,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
22683,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
22684,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
22685,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
22686,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
22687,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
22688,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
22689,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22690,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22691,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
22692,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
22693,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
22694,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22695,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
22696,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
22697,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
22698,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
22699,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
22700,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22701,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
22702,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
22703,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
22704,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
22705,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Water
22706,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
22707,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
22708,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
22709,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
22710,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
22711,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
22712,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
22713,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
22714,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Water
22715,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
22716,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
22717,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
22718,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
22719,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
22720,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
22721,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
22722,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
22723,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
22724,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
22725,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
22726,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
22727,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
