Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZP_M_R
2994,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2995,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2996,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2997,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2998,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2999,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3000,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3001,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
3002,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3003,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3004,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3005,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
3006,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3007,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3008,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3009,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3010,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3011,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3012,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3013,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3014,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3015,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3016,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3017,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3018,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3019,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3020,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3021,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3022,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3023,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3024,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3025,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3026,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3027,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3028,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3029,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3030,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3031,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3032,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
3033,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3034,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3035,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3036,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3037,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3038,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3039,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3040,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3041,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3042,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3043,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3044,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3045,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3046,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3047,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3048,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3049,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3050,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3051,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3052,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3053,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3054,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3055,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3056,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3057,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3058,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3059,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3060,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3061,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3062,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3063,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3064,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3065,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3066,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3067,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3068,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3069,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3070,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3071,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3072,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3073,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3074,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3075,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3076,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3077,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3078,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3079,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3080,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3081,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3082,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3083,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3084,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3085,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3086,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3087,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
3088,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Forest
3089,Forest,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Forest
3090,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3091,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3092,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3093,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3094,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3095,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3096,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3097,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3098,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3099,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3100,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3101,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3102,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3103,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3104,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3105,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3106,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3107,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3108,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3109,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3110,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3111,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
3112,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3113,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3114,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3115,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3116,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3117,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3118,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3119,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3120,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3121,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3122,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3123,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3124,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3125,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3126,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3127,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3128,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3129,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3130,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3131,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3132,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3133,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3134,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3135,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3136,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3137,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3138,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3139,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
3140,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
3141,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
3142,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3143,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3144,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
3145,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3146,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3147,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3148,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3149,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
3150,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
3151,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Water
3152,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
3153,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
3154,Forest,Wetland,Water,Non_Water,Water,Water,Bareland,Grassland
3155,Forest,Wetland,Water,Water,Water,NULL,Water,Water
3156,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
3157,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
3158,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
3159,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
3160,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
3161,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
3162,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
3163,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
3164,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
3165,Forest,Wetland,Water,Water,Water,Water,Water,Water
3166,Forest,Wetland,Water,Water,Water,Water,Water,Forest
3167,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3168,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3169,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3170,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3171,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3172,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3173,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3174,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
3175,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3176,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3177,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
3178,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3179,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3180,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
3181,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3182,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3184,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3185,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3190,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3191,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3192,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3193,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3194,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3195,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3196,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3197,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3198,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3199,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3200,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3201,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3202,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3203,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3204,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3205,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3206,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3207,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3208,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3209,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3210,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3211,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3212,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3213,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3214,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3215,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3216,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3217,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3218,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3219,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3220,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3221,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3222,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3223,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3224,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3225,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3226,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3227,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3228,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3229,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3230,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3231,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3232,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3233,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3234,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3235,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3236,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3237,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3238,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3239,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3240,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
3241,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3242,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3243,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3244,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3245,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3246,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3247,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3248,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3249,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3250,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3251,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3252,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3253,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3254,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3255,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3256,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3257,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3258,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3259,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3260,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3261,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3262,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3263,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3264,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3265,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3266,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3267,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3268,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3269,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3270,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
3271,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3272,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3273,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3274,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3275,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3276,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3277,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3278,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3279,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3280,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3281,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3282,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3283,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3284,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3285,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3286,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3287,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3288,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3289,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3290,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3291,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3292,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3293,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3294,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3295,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3296,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3297,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3298,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3299,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3300,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3301,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3302,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3303,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3304,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3305,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3306,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3307,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3308,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
3309,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3310,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3311,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3312,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3313,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3314,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3315,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3316,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3317,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
3318,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3319,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3320,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3321,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
3322,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3323,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3324,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3325,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3326,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3327,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3328,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3329,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3330,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3331,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3332,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3333,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
