Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNU_M_R
7449,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7450,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7451,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7452,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
7453,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7454,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
7455,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7456,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
7457,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7458,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
7459,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
7460,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
7461,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7462,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7463,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
7464,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
7465,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
7466,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7467,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
7468,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
7469,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
7470,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
7471,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
7472,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
7473,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
7474,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
7475,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7476,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7477,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
7478,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7479,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7480,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7481,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7482,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
7483,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
7484,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
7485,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
7486,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
7487,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
7488,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
7489,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
7490,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
7491,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
7492,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7493,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
7494,Water,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Water
7495,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
7496,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
7497,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
7498,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7499,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
7500,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7501,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7502,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Wetland
7503,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7504,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7505,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7506,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7507,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
7508,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
7509,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
7510,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7511,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7512,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Bareland
7513,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
7514,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7515,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
7516,Water,Bareland,Water,NULL,Water,Bareland,Wetland,Bareland
7517,Water,Bareland,Water,NULL,Water,Bareland,Wetland,Water
7518,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Wetland
7519,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
7520,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
7521,Water,Bareland,Water,NULL,Water,Bareland,Water,Bareland
7522,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
7523,Water,Bareland,Water,NULL,Water,Bareland,Forest,Bareland
7524,Water,Bareland,Water,NULL,Water,Water,Bareland,Bareland
7525,Water,Bareland,Water,NULL,Water,Water,Bareland,Water
7526,Water,Bareland,Water,NULL,Water,Water,Water,Wetland
7527,Water,Bareland,Water,Non_Water,Water,Grassland,Water,Wetland
7528,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
7529,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Wetland
7530,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
7531,Water,Bareland,Water,Non_Water,Water,Built-up,Water,Wetland
7532,Water,Bareland,Water,Non_Water,Water,Forest,Water,Wetland
7533,Water,Bareland,Water,Water,NULL,Bareland,Wetland,Bareland
7534,Water,Bareland,Water,Water,NULL,Bareland,Wetland,Water
7535,Water,Bareland,Water,Water,NULL,Bareland,Bareland,Wetland
7536,Water,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
7537,Water,Bareland,Water,Water,NULL,Bareland,Bareland,Water
7538,Water,Bareland,Water,Water,NULL,Bareland,Water,Wetland
7539,Water,Bareland,Water,Water,NULL,Bareland,Water,Bareland
7540,Water,Bareland,Water,Water,NULL,Bareland,Water,Water
7541,Water,Bareland,Water,Water,NULL,Bareland,Forest,Water
7542,Water,Bareland,Water,Water,NULL,Water,Bareland,Wetland
7543,Water,Bareland,Water,Water,NULL,Water,Bareland,Water
7544,Water,Bareland,Water,Water,NULL,Water,Water,Wetland
7545,Water,Bareland,Water,Water,NULL,Water,Water,Water
7546,Water,Bareland,Water,Water,NULL,Water,Forest,Water
7547,Water,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
7548,Water,Bareland,Water,Water,Water,Bareland,Wetland,Water
7549,Water,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
7550,Water,Bareland,Water,Water,Water,Bareland,Bareland,Wetland
7551,Water,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
7552,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
7553,Water,Bareland,Water,Water,Water,Bareland,Bareland,Forest
7554,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
7555,Water,Bareland,Water,Water,Water,Bareland,Water,Bareland
7556,Water,Bareland,Water,Water,Water,Bareland,Water,Water
7557,Water,Bareland,Water,Water,Water,Bareland,Forest,Water
7558,Water,Bareland,Water,Water,Water,Water,Bareland,Wetland
7559,Water,Bareland,Water,Water,Water,Water,Bareland,Bareland
7560,Water,Bareland,Water,Water,Water,Water,Bareland,Water
7561,Water,Bareland,Water,Water,Water,Water,Water,Wetland
7562,Water,Bareland,Water,Water,Water,Water,Water,Water
7563,Water,Bareland,Water,Water,Water,Water,Forest,Wetland
7564,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7565,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7566,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7567,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
7568,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7569,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7570,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7571,Water,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7572,Water,Bareland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
7573,Water,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7574,Water,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
7575,Water,Bareland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
7576,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
7577,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7578,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7579,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7580,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7581,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
7582,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
7583,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
7584,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
7585,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
7586,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
7587,Water,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Bareland
7588,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7589,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
7590,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7591,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
7592,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
7593,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7594,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7595,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7596,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7597,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
7598,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
7599,Water,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
7600,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Wetland
7601,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7602,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7603,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7604,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7605,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7606,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7607,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
7608,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7609,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7610,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7611,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7612,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7613,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7614,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7615,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7616,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7617,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7618,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7619,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7620,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7621,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7622,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7623,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7624,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7625,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7626,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
7627,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7628,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
7629,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7630,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7631,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7632,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
7633,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7634,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
7635,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
7636,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7637,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7638,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7639,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
7640,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
7641,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
7642,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7643,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7644,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7645,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7646,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7647,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7648,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7649,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7650,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7651,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7652,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7653,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7654,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7655,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7656,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
7657,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7658,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7659,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7660,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7661,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
7662,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Water
7663,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7664,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
7665,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Wetland
7666,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
7667,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7668,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7669,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7670,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
7671,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
7672,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
7673,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7674,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
7675,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
7676,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
7677,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
7678,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
7679,Water,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7680,Water,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Wetland
7681,Water,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Bareland
7682,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
7683,Water,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
7684,Water,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
7685,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
7686,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Wetland
7687,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
7688,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
7689,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
7690,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
7691,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
7692,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
7693,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Wetland
7694,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Water
7695,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
7696,Water,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
7697,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Wetland
7698,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Bareland
7699,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
7700,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Wetland
7701,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Bareland
7702,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
7703,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
7704,Water,Built-up,Wetland,NULL,Wetland,Water,Forest,Bareland
7705,Water,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Wetland
7706,Water,Built-up,Wetland,NULL,Wetland,Forest,Forest,Wetland
7707,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
7708,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7709,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Wetland
7710,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Bareland
7711,Water,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
7712,Water,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Bareland
7713,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7714,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Wetland
7715,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
7716,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
7717,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Bareland
7718,Water,Built-up,Wetland,Water,Wetland,Water,Bareland,Bareland
7719,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
7720,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
7721,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7722,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
7723,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7724,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7725,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7726,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7727,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7728,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
7729,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7730,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
7731,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7732,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7733,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7734,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7735,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7736,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7737,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
7738,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7739,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
7740,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Water
7741,Water,Built-up,Water,NULL,Water,Water,Water,Bareland
7742,Water,Built-up,Water,Water,Water,Bareland,Water,Wetland
7743,Water,Built-up,Water,Water,Water,Bareland,Water,Bareland
7744,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7745,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7746,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7747,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
7748,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7749,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7750,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7751,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7752,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7753,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
7754,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7755,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7756,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
7757,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
7758,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
7759,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7760,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
7761,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
7762,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
7763,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
7764,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
7765,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7766,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
7767,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
7768,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
7769,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7770,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
7771,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7772,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
7773,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
7774,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
7775,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7776,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
7777,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7778,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
7779,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7780,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
7781,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
7782,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7783,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7784,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7785,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
7786,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
7787,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
7788,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7789,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
7790,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
7791,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
