Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMF_M_R
2916,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
2917,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2918,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2919,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
2920,Bareland,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
2921,Bareland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2922,Bareland,Wetland,Water,NULL,Water,Water,Wetland,Bareland
2923,Bareland,Wetland,Water,NULL,Water,Water,Water,Grassland
2924,Bareland,Wetland,Water,NULL,Water,Water,Water,Bareland
2925,Bareland,Wetland,Water,NULL,Water,Water,Water,Water
2926,Bareland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2927,Bareland,Wetland,Water,Non_Water,Water,Water,Wetland,Bareland
2928,Bareland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2929,Bareland,Wetland,Water,Non_Water,Water,Water,Water,Bareland
2930,Bareland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
2931,Bareland,Wetland,Water,Water,Water,Grassland,Water,Grassland
2932,Bareland,Wetland,Water,Water,Water,Grassland,Water,Water
2933,Bareland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2934,Bareland,Wetland,Water,Water,Water,Wetland,Wetland,Water
2935,Bareland,Wetland,Water,Water,Water,Wetland,Water,Grassland
2936,Bareland,Wetland,Water,Water,Water,Wetland,Water,Wetland
2937,Bareland,Wetland,Water,Water,Water,Wetland,Water,Bareland
2938,Bareland,Wetland,Water,Water,Water,Wetland,Water,Water
2939,Bareland,Wetland,Water,Water,Water,Water,Wetland,Grassland
2940,Bareland,Wetland,Water,Water,Water,Water,Wetland,Wetland
2941,Bareland,Wetland,Water,Water,Water,Water,Wetland,Bareland
2942,Bareland,Wetland,Water,Water,Water,Water,Wetland,Forest
2943,Bareland,Wetland,Water,Water,Water,Water,Water,Grassland
2944,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
2945,Bareland,Wetland,Water,Water,Water,Water,Water,Bareland
2946,Bareland,Wetland,Water,Water,Water,Water,Water,Water
2947,Bareland,Wetland,Water,Water,Water,Water,Water,Forest
2948,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2949,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2950,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2951,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2952,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2953,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Water
2954,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2955,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2956,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2957,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2958,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2959,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
2960,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2961,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2962,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2963,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2964,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2965,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2966,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2967,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2968,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2969,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
2970,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2971,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2972,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
2973,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2974,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
2975,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
2976,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2977,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2978,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
2979,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2980,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
2981,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Bareland
2982,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
2983,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
2984,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2985,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
2986,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
2987,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2988,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2989,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2990,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Bareland
2991,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
2992,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
2993,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
2994,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
2995,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
2996,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
2997,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
2998,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2999,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3000,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Water
3001,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3002,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3003,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3004,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3005,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
3006,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3007,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3008,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3009,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3010,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
3011,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3012,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
3013,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3014,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
3015,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
3016,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
3017,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3018,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3019,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
3020,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
3021,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
3022,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
3023,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
3024,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
3025,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3026,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
3027,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
3028,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3029,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3030,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3031,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
3032,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,Water
3033,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3034,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3035,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
3036,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Water
3037,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3038,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3039,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Water
3040,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
3041,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3042,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
3043,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
3044,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
3045,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3046,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Water
3047,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3048,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Water
3049,Bareland,Bareland,Water,NULL,Water,Grassland,Water,Grassland
3050,Bareland,Bareland,Water,NULL,Water,Grassland,Water,Water
3051,Bareland,Bareland,Water,NULL,Water,Wetland,Water,Water
3052,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Wetland
3053,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
3054,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Forest
3055,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
3056,Bareland,Bareland,Water,NULL,Water,Water,Water,Wetland
3057,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
3058,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
3059,Bareland,Bareland,Water,Non_Water,Water,Grassland,Water,Water
3060,Bareland,Bareland,Water,Non_Water,Water,Wetland,Water,Water
3061,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Grassland
3062,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Wetland
3063,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
3064,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
3065,Bareland,Bareland,Water,Water,Water,Grassland,Water,Wetland
3066,Bareland,Bareland,Water,Water,Water,Grassland,Water,Bareland
3067,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
3068,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Wetland
3069,Bareland,Bareland,Water,Water,Water,Wetland,Water,Grassland
3070,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
3071,Bareland,Bareland,Water,Water,Water,Wetland,Water,Forest
3072,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
3073,Bareland,Bareland,Water,Water,Water,Water,Wetland,Wetland
3074,Bareland,Bareland,Water,Water,Water,Water,Wetland,Bareland
3075,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
3076,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
3077,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
3078,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
3079,Bareland,Bareland,Water,Water,Water,Water,Water,Water
3080,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
3081,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3082,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3083,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3084,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3085,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3086,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3087,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3088,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3089,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3090,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3091,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3092,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Forest
3093,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3094,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3095,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
3096,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3097,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3098,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3099,Bareland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
3100,Bareland,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
3101,Bareland,Built-up,Wetland,NULL,Wetland,Water,Wetland,Bareland
3102,Bareland,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
3103,Bareland,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
3104,Bareland,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
3105,Bareland,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3106,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
3107,Bareland,Built-up,Wetland,Water,Wetland,Water,Wetland,Bareland
3108,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
3109,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
3110,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
3111,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Water
3112,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3113,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
3114,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3115,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3116,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
3117,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3118,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3119,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3120,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
3121,Bareland,Built-up,Water,NULL,Water,Water,Water,Bareland
3122,Bareland,Built-up,Water,Water,Water,Water,Water,Bareland
3123,Bareland,Built-up,Water,Water,Water,Water,Water,Water
3124,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3125,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3126,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3127,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3128,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3129,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3130,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3131,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3132,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3133,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3134,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3135,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3136,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3137,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3138,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3139,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3140,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3141,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3142,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3143,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
3144,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3145,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3146,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3147,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3148,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3149,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3150,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3151,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3152,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3153,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3154,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3155,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
3156,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3157,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3158,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3159,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
3160,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
3161,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3162,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3163,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3164,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3165,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3166,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3167,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3168,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
3169,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3170,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3171,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3172,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3173,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3174,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3175,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3176,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
3177,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3178,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3179,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3180,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3181,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3182,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3183,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3184,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3185,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
3186,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3187,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3188,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3189,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
3190,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3191,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
3192,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Grassland
3193,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Forest
3194,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3195,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3196,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3197,Bareland,Water,Water,NULL,Water,Wetland,Wetland,Forest
3198,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
3199,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
3200,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
3201,Bareland,Water,Water,NULL,Water,Water,Water,Wetland
3202,Bareland,Water,Water,NULL,Water,Water,Water,Bareland
3203,Bareland,Water,Water,NULL,Water,Water,Water,Water
3204,Bareland,Water,Water,NULL,Water,Water,Water,Forest
3205,Bareland,Water,Water,NULL,Water,Water,Forest,Grassland
3206,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Water
3207,Bareland,Water,Water,Non_Water,Water,Water,Wetland,NULL
3208,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3209,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
3210,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
3211,Bareland,Water,Water,Non_Water,Water,Water,Water,Wetland
3212,Bareland,Water,Water,Non_Water,Water,Water,Water,Bareland
3213,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
3214,Bareland,Water,Water,Non_Water,Water,Water,Water,Forest
3215,Bareland,Water,Water,Water,Water,Grassland,Water,Wetland
3216,Bareland,Water,Water,Water,Water,Grassland,Water,Water
3217,Bareland,Water,Water,Water,Water,Grassland,Water,Forest
3218,Bareland,Water,Water,Water,Water,Wetland,Wetland,Wetland
3219,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
3220,Bareland,Water,Water,Water,Water,Wetland,Water,Wetland
3221,Bareland,Water,Water,Water,Water,Wetland,Water,Water
3222,Bareland,Water,Water,Water,Water,Wetland,Water,Forest
3223,Bareland,Water,Water,Water,Water,Water,Wetland,Grassland
3224,Bareland,Water,Water,Water,Water,Water,Wetland,Wetland
3225,Bareland,Water,Water,Water,Water,Water,Wetland,Water
3226,Bareland,Water,Water,Water,Water,Water,Wetland,Forest
3227,Bareland,Water,Water,Water,Water,Water,Water,Grassland
3228,Bareland,Water,Water,Water,Water,Water,Water,Wetland
3229,Bareland,Water,Water,Water,Water,Water,Water,Bareland
3230,Bareland,Water,Water,Water,Water,Water,Water,Water
3231,Bareland,Water,Water,Water,Water,Water,Water,Forest
3232,Bareland,Water,Water,Water,Water,Water,Forest,Grassland
3233,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3234,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3235,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3236,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3237,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3238,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3239,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3240,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3241,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3242,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3243,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3244,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
3245,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
3246,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
3247,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water,Wetland,Bareland
3248,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water,Wetland,Bareland
3249,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water,Water,Bareland
3250,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Bareland
3251,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3252,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3253,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3254,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3255,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3256,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3257,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3258,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3259,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3260,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3261,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3262,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3263,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3264,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3265,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3266,Bareland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3267,Bareland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3268,Bareland,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
