Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQP_M_R
2095,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2096,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2097,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2098,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2099,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2100,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2101,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2102,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2103,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2104,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2105,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2106,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2107,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2108,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2109,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2110,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2111,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2112,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2113,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2114,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2115,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2116,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2117,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2118,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2119,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2120,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2121,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2122,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
2123,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
2124,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2125,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2126,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2127,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2128,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2129,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2130,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2131,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2132,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
2133,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2134,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2135,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2136,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2137,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2138,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
2139,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2140,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2141,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2142,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2143,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2144,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2145,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2146,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2147,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
2148,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2149,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2150,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2151,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2152,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2153,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2154,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2155,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2156,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2157,Water,Forest,Water,NULL,Water,Water,Water,Water
2158,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2159,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2160,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2161,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2162,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2163,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2164,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2165,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2166,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2167,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2168,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2169,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
2170,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2171,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2172,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2173,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2174,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2175,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2176,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2177,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2178,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2179,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2180,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2181,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2182,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2183,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2184,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2185,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2186,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2187,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2188,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2189,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2190,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2191,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2192,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2193,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2194,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2195,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2196,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2197,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2198,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2199,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2200,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2201,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2202,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2203,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2204,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2205,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2206,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2207,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2208,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2209,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2210,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2211,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2212,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2213,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2214,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2215,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2216,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2217,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2218,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2219,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2220,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2221,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2222,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2223,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2224,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2225,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2226,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2227,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2228,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2229,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2230,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2231,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2232,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2233,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2234,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2235,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2236,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2237,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2238,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2239,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2240,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2241,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2242,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2243,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2244,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2245,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2246,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2247,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2248,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2249,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2250,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2251,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2252,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2253,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2254,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
2255,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2256,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2257,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2258,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2259,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2260,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2261,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2262,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2263,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2264,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2265,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2266,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2267,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2268,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2269,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2270,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2271,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2272,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2273,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2274,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2275,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2276,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2277,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2278,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2279,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2280,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
2281,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2282,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2283,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2284,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2285,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2286,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2287,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2288,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2289,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2290,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
2291,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2292,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2293,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2294,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2295,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2296,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2297,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2298,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2299,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2300,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2301,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2302,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2303,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2304,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2305,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2306,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2307,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2308,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2309,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2310,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2311,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2312,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2313,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2314,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2315,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2316,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2317,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2318,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2319,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2320,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2321,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2322,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2323,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2324,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2325,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2326,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2327,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2328,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2329,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2330,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2331,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2332,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2333,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2334,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2335,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2336,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2337,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2338,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2339,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2340,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2341,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2342,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2343,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2344,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2345,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2346,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2347,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2348,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2349,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2350,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2351,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2352,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2353,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2354,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2355,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2356,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2357,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2358,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2359,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2360,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2361,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2362,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2363,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2364,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2365,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2366,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
2367,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Water
2368,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2369,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2370,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2371,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2372,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2373,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2374,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2375,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2376,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
2377,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2378,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2379,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2380,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2381,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2382,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2383,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2384,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2385,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2386,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2387,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2388,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2389,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2390,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2391,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2392,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2393,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2394,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2395,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2396,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2397,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2398,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2399,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
2400,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
2401,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
2402,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
2403,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
2404,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2405,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2406,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
2407,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
2408,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
2409,Forest,NULL,Water,Water,Water,Grassland,Water,Water
2410,Forest,NULL,Water,Water,Water,Water,Grassland,Water
2411,Forest,NULL,Water,Water,Water,Water,Water,Water
2412,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2413,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2414,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2415,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2416,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2417,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2418,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2419,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2420,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2421,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2422,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2423,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2424,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2425,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2426,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2427,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2428,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2429,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2430,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
