Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R
12956,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12957,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12958,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12959,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
12960,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
12961,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
12962,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12963,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
12964,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12965,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
12966,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12967,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
12968,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
12969,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
12970,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
12971,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12972,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12973,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12974,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12975,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
12976,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12977,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12978,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12979,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
12980,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12981,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12982,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12983,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12984,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
12985,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12986,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12987,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12988,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
12989,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
12990,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12991,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12992,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12993,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
12994,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12995,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12996,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12997,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
12998,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
12999,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
13000,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Water
13001,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
13002,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13003,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
13004,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13005,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
13006,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
13007,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
13008,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
13009,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
13010,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
13011,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
13012,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
13013,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13014,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
13015,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
13016,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
13017,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13018,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13019,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
13020,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13021,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
13022,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13023,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13024,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13025,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
13026,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13027,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
13028,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
13029,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13030,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
13031,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
13032,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
13033,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
13034,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13035,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13036,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
13037,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13038,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
13039,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13040,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13041,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
13042,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
13043,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
13044,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
13045,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
13046,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
13047,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13048,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13049,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
13050,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13051,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13052,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13053,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13054,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13055,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13056,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13057,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
13058,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
13059,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13060,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13061,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
13062,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13063,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
13064,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
13065,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
13066,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
13067,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13068,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
13069,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
13070,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
13071,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
13072,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
13073,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
13074,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
13075,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
13076,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
13077,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
13078,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
13079,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
13080,Forest,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
13081,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
13082,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13083,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13084,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13085,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13086,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13087,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
13088,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13089,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13090,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13091,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13092,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
13093,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
13094,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13095,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13096,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
13097,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
13098,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13099,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13100,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
13101,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
13102,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13103,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13104,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
13105,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13106,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13107,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
13108,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
13109,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13110,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13111,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
13112,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
13113,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
13114,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13115,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13116,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13117,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13118,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13119,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13120,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13121,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13122,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13123,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13124,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13125,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13126,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13127,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13128,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13129,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13130,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13131,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13132,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13133,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13134,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13135,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13136,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13137,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13138,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13139,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13140,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
13141,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
13142,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
13143,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13144,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13145,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
13146,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
13147,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
13148,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
13149,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
13150,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
13151,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
13152,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
13153,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13154,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13155,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
13156,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13157,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
13158,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
13159,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13160,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13161,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13162,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
13163,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
13164,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13165,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13166,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13167,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13168,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13169,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13170,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13171,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13172,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
13173,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13174,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13175,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13176,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13177,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13178,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13179,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
13180,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13181,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13182,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13183,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13184,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13185,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
13186,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13187,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13188,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13189,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13190,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
13191,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13192,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
13193,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
13194,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
13195,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
13196,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
13197,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13198,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
13199,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
13200,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
13201,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13202,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13203,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13204,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13205,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13206,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13207,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13208,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13209,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13210,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
13211,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
13212,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13213,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13214,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
13215,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13216,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13217,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
13218,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
13219,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13220,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
13221,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13222,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
13223,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13224,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13225,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13226,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
13227,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13228,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13231,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
13232,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13233,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13234,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13235,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13236,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
13237,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13238,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13239,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13240,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
13241,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13242,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13243,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13244,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
13245,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
13246,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
13247,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13248,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13249,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13250,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13251,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13252,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13253,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13254,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
13255,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
13256,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13257,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13258,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
13259,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13260,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13261,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13262,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13263,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
13264,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13265,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13266,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
13267,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Bareland
13268,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
13269,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Cropland
13270,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
13271,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13272,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
13273,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13274,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13275,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13276,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13277,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13278,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
13279,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13280,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
