Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHB_M_R
14861,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
14862,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14863,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14864,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
14865,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
14866,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
14867,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14868,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
14869,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
14870,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
14871,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
14872,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
14873,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
14874,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
14875,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
14876,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
14877,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
14878,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
14879,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
14880,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14881,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
14882,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
14883,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
14884,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
14885,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14886,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
14887,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14888,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14889,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14890,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
14891,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14892,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14893,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
14894,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14895,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
14896,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
14897,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
14898,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
14899,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14900,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
14901,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14902,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
14903,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
14904,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14905,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14906,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14907,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14908,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14909,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
14910,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
14911,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
14912,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
14913,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
14914,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
14915,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,NULL
14916,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
14917,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
14918,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
14919,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
14920,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14921,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
14922,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
14923,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
14924,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14925,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
14926,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
14927,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14928,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
14929,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
14930,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14931,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14932,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14933,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
14934,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14935,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14936,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14937,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
14938,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
14939,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
14940,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14941,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
14942,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
14943,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
14944,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14945,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
14946,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
14947,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
14948,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,NULL
14949,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
14950,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
14951,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
14952,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
14953,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14954,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
14955,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
14956,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
14957,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
14958,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
14959,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
14960,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
14961,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
14962,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
14963,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
14964,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
14965,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
14966,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
14967,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14968,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
14969,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
14970,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Built-up
14971,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
14972,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
14973,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
14974,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
14975,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
14976,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
14977,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
14978,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
14979,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Built-up
14980,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
14981,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
14982,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
14983,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
14984,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
14985,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
14986,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
14987,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
14988,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
14989,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
14990,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
14991,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
14992,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
14993,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
14994,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
14995,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
14996,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
14997,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
14998,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
14999,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
15000,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
15001,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
15002,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
15003,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
15004,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
15005,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
15006,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
15007,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15008,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
15009,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
15010,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
15011,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
15012,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
15013,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
15014,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
15015,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
15016,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
15017,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
15018,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
15019,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
15020,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
15021,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
15022,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
15023,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
15024,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
15025,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
15026,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
15027,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
15028,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
15029,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
15030,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
15031,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
15032,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
15033,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
15034,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
15035,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
15036,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
15037,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
15038,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15039,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
15040,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
15041,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
15042,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
15043,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
15044,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
15045,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
15046,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
15047,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
15048,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
15049,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15050,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Water
15051,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
15052,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
15053,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
15054,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
15055,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15056,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
15057,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
15058,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
15059,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
15060,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
15061,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
15062,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
15063,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
15064,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
15065,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
15066,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
15067,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
15068,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
15069,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
15070,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
15071,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
15072,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
15073,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
15074,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
15075,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
15076,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
15077,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
15078,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
15079,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
15080,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
15081,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
15082,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
15083,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
15084,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
15085,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
15086,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15087,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15088,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
15089,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15090,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
15091,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
15092,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
15093,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
15094,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
15095,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15096,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
15097,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,NULL
15098,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
15099,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
15100,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
15101,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15102,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
15103,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
15104,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
15105,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
15106,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
15107,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
15108,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
15109,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
15110,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
15111,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15112,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
15113,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
15114,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
15115,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15116,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
15117,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
15118,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
15119,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
15120,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
15121,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
15122,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
15123,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
15124,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
15125,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
15126,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
15127,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
15128,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
15129,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
15130,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
15131,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
15132,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
15133,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15134,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15135,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15136,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
15137,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
15138,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
15139,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
15140,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
15141,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
15142,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
15143,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
15144,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
15145,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
15146,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
15147,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
15148,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
15149,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15150,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
15151,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
15152,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
15153,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15154,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15155,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
15156,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
15157,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
15158,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
15159,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
15160,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
15161,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
15162,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
15163,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15164,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
15165,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15166,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
15167,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
15168,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
15169,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
15170,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
15171,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
15172,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
15173,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
15174,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
15175,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
15176,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
15177,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
15178,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
15179,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
15180,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
15181,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Wetland
15182,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
15183,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
15184,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Water
15185,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15186,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
15187,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
15188,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
15189,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
15190,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
15191,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15192,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
15193,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
15194,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,NULL
15195,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
