Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGQ_M_R
11992,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11993,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11994,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11995,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11996,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11997,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
11998,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11999,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12000,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
12001,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12002,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12003,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
12004,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12005,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
12006,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12007,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
12008,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12009,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12010,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12011,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
12012,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12013,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
12014,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
12015,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
12016,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
12017,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12018,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
12019,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12020,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
12021,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12022,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12023,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12024,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12025,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
12026,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12027,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Built-up
12028,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12029,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
12030,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
12031,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
12032,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
12033,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
12034,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12035,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
12036,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12037,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12038,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
12039,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12040,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12041,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12042,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12043,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
12044,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12045,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12046,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12047,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
12048,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12049,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12050,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
12051,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
12052,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
12053,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
12054,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12055,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12056,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12057,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12058,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12059,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12060,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12061,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12062,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12063,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12064,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12065,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12066,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12067,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12068,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12069,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12070,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12071,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12072,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12073,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12074,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12075,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12076,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12077,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12078,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12079,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12080,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12081,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12082,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12083,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12084,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12085,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12086,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12087,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12088,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12089,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12090,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12091,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12092,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12093,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12094,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12095,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12096,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12097,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12098,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12099,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12100,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12101,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
12102,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12103,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12104,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12105,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12106,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12107,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12108,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12109,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12110,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12111,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12112,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12113,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12114,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12115,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12116,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12117,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12118,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12119,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
12120,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12121,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12122,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12123,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12124,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12125,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12126,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12127,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12128,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12129,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12130,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12131,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12132,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12133,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12134,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12135,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12136,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12137,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12138,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12139,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12140,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12141,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
12142,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12143,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12144,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12145,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12146,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12147,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12148,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12149,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12150,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12151,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12152,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12153,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12154,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12155,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12156,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12157,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12158,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
12159,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12160,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
12161,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12162,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12163,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
12164,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
12165,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
12166,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12167,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
12168,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
12169,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12170,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
12171,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
12172,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12173,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12174,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12175,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12176,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12177,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
12178,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12179,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12180,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12181,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
12182,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
12183,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
12184,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
12185,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
12186,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
12187,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12188,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
12189,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12190,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12191,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12192,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
12193,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12194,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
12195,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12196,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12197,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
12198,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
12199,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
12200,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
12201,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
12202,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Bareland
12203,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
12204,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12205,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12206,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
12207,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12208,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12209,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12210,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Forest
12211,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
12212,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
12213,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
12214,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
12215,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
12216,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12217,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
12218,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
12219,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
12220,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
12221,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
12222,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
12223,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
12224,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
12225,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
12226,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
12227,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
12228,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
12229,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
12230,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
12231,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
12232,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
12233,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
12234,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
12235,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12236,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
12237,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
12238,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
12239,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
12240,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
12241,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
12242,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
12243,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12244,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12245,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
12246,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
12247,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
12248,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12249,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12250,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12251,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
12252,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
12253,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
12254,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12255,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12256,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12257,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
12258,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
12259,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12260,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12261,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
12262,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
12263,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12264,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12265,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
12266,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
12267,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
12268,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
12269,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12270,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12271,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
12272,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
12273,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
12274,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
12275,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
12276,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
12277,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
12278,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
12279,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
12280,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
12281,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
12282,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
12283,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
12284,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
12285,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
12286,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12287,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
12288,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12289,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
12290,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
12291,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
12292,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
12293,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
12294,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
12295,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
12296,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
12297,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
12298,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
12299,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12300,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
12301,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
12302,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
12303,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
12304,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
12305,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
12306,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
12307,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
12308,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
12309,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
12310,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
12311,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
12312,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
12313,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
12314,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
12315,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
12316,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12317,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12318,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
12319,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12320,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12321,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12322,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12323,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12324,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12325,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
