Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNB_M_R
2164,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2165,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2166,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2167,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2168,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2169,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2170,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2171,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2172,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2173,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2174,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2175,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2176,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2177,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2178,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2179,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2180,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2181,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2182,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2183,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2184,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2185,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2186,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2187,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2188,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2189,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2190,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2191,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2192,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2193,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2194,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2195,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2196,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2197,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2198,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2199,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2200,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2201,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2202,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2203,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2204,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2205,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2206,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2207,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2208,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2209,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2210,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2211,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2212,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2213,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2214,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2215,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2216,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2217,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2218,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2219,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2220,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2221,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2222,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
2223,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2224,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2225,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2226,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2227,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2228,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2229,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2230,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2231,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2232,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2233,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2234,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2235,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2236,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2237,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2238,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
2239,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2240,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2241,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2242,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2243,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2244,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2245,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2246,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2247,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2248,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2249,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2250,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2251,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2252,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2253,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2254,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2255,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2256,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
2257,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2258,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2259,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2260,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2261,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2262,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2263,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2264,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2265,Water,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2266,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2267,Water,Forest,Water,NULL,Water,Wetland,Water,Grassland
2268,Water,Forest,Water,NULL,Water,Wetland,Water,Water
2269,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
2270,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
2271,Water,Forest,Water,NULL,Water,Water,Wetland,Wetland
2272,Water,Forest,Water,NULL,Water,Water,Wetland,Water
2273,Water,Forest,Water,NULL,Water,Water,Water,Grassland
2274,Water,Forest,Water,NULL,Water,Water,Water,Forest
2275,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2276,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2277,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2278,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2279,Water,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2280,Water,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
2281,Water,Forest,Water,Non_Water,Water,Water,Wetland,Water
2282,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2283,Water,Forest,Water,Non_Water,Water,Water,Forest,Water
2284,Water,Forest,Water,Water,Water,NULL,Wetland,Wetland
2285,Water,Forest,Water,Water,Water,Grassland,Wetland,Forest
2286,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2287,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2288,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
2289,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
2290,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
2291,Water,Forest,Water,Water,Water,Wetland,Water,Water
2292,Water,Forest,Water,Water,Water,Wetland,Water,Forest
2293,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
2294,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
2295,Water,Forest,Water,Water,Water,Water,Wetland,Water
2296,Water,Forest,Water,Water,Water,Water,Wetland,Forest
2297,Water,Forest,Water,Water,Water,Water,Water,Grassland
2298,Water,Forest,Water,Water,Water,Water,Water,Wetland
2299,Water,Forest,Water,Water,Water,Water,Water,Water
2300,Water,Forest,Water,Water,Water,Water,Water,Forest
2301,Water,Forest,Water,Water,Water,Forest,Wetland,Wetland
2302,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2303,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2304,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2305,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2306,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2307,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2308,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2309,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2310,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2311,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2312,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2313,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2314,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2315,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2316,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2317,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2318,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2319,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2320,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2321,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2322,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2323,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2324,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2325,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2326,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2327,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2328,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2329,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2330,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2331,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2332,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2333,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2334,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2335,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2336,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2337,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2338,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2339,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2340,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2341,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2342,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2343,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2344,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2345,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2346,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2347,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2348,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2349,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2350,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2351,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2352,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2353,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2354,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2355,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2356,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2357,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2358,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2359,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
2360,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2361,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2362,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2363,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2364,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2365,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
2366,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
2367,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2368,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2369,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2370,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
2371,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2372,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2373,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2374,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2375,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2376,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2377,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2378,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2379,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2380,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2381,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2382,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2383,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2384,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2385,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2386,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2387,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2388,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2389,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2390,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2391,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2392,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2393,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2394,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2395,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2396,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2397,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2398,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2399,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2400,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2401,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2402,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2403,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2404,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2405,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2406,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2407,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2408,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2409,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2410,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2411,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2412,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2413,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2414,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2415,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2416,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2417,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2418,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2419,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2420,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2421,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2422,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
2423,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2424,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2425,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2426,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2427,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2428,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2429,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2430,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2431,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2432,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2433,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2434,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2435,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2436,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2437,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
2438,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2439,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2440,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2441,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2442,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2443,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2444,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
2445,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2446,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2447,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2448,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
2449,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
2450,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2451,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2452,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2453,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2454,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2455,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2456,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2457,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2458,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2459,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
2460,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2461,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2462,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2463,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2464,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2465,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2466,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2467,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2468,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2469,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2470,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2471,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2472,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2473,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2474,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2475,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2476,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2477,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2478,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2479,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2480,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2481,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2482,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2483,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2484,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2485,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2486,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2487,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2488,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2489,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2490,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2491,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2492,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2493,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2494,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2495,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2496,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2497,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2498,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2499,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2500,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2501,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2502,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2503,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2504,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2505,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2506,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2507,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2508,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2509,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2510,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2511,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2512,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2513,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2514,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2515,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
