Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEA_M_R
998,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
999,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1000,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1001,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1002,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1003,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1004,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1005,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1006,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1007,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1008,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1009,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1010,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1012,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1014,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1015,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1016,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1017,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1018,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1020,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1021,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1022,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1023,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1024,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1025,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1026,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1029,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1031,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1032,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1033,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1034,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1035,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1036,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1037,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1038,Water,NULL,Water,Water,Water,NULL,NULL,Water
1039,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1043,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1044,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1046,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1047,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1049,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1050,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1051,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1052,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1053,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1055,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1056,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1057,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1058,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1059,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1060,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1061,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1062,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1063,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1065,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1067,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1068,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1069,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1071,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1073,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1074,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1075,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1076,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1077,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1078,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1079,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1080,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1082,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1083,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1085,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1087,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1088,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1089,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1090,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1091,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1092,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1093,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1094,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1095,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1097,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1098,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1099,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1100,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1101,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1102,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1105,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1106,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1108,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1110,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1111,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1112,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1113,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1114,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1115,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1116,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1117,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1119,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1120,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1121,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1122,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1123,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1124,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1125,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1126,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1127,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1128,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1129,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1130,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1134,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1135,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1136,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1137,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1138,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1139,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1140,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1141,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1142,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1143,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1144,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1145,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1146,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1147,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1148,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1149,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1150,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1151,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1153,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1154,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1155,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1157,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1159,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1161,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1162,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1163,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1164,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1165,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1166,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1167,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1168,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1169,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1171,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1172,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1174,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1175,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1176,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1177,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1178,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1179,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1180,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1181,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1182,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1183,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1184,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1186,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1187,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1188,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1189,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1190,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1191,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1192,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1193,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1194,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1195,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1196,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1197,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1198,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1199,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1200,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1201,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1202,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1203,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1204,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1205,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1206,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1207,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1208,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
1209,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1210,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1211,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1212,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1213,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1214,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1216,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1217,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1218,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1219,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1221,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1222,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1223,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1224,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1225,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1226,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1227,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1228,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1229,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1232,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1233,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1234,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1235,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1236,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1237,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1238,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1239,Water,Water,Water,NULL,Water,NULL,NULL,Water
1240,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1241,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1242,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1243,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1244,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1245,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1246,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1247,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1248,Water,Water,Water,Water,Water,NULL,NULL,Water
1249,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1251,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1252,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1253,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1254,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
1255,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1256,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1258,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
1259,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1260,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
1261,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1262,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1264,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1265,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1271,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1272,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1273,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1274,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1278,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1279,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1280,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1282,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1284,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1285,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1287,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1288,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1289,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1292,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1293,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1294,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1295,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1296,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1297,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1298,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1299,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1302,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1303,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1304,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1305,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1306,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1307,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1308,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
1309,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1310,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
1311,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1312,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1313,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1314,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1316,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1318,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
1319,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1320,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1321,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1322,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1323,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1324,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1325,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1326,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1327,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1328,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
