Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXS_M_R
700,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
701,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
702,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
703,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
704,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
705,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
706,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
707,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
708,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
709,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
710,Water,Water,Wetland,Water,Wetland,Water,Water,Water
711,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
712,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
713,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
714,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
715,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Water
716,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Water,Water
717,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Water
718,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
719,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Water
720,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
721,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
722,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
723,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
724,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
725,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
726,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
727,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
728,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
729,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
730,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
731,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
732,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
733,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
734,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
735,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
736,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
737,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
738,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
739,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
740,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
741,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
742,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
743,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
744,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
745,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
746,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
747,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
748,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
749,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
750,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
751,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
752,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
753,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
754,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
755,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
756,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Water
757,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
758,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
759,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
760,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
761,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
762,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
763,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
764,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
765,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
766,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
767,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
768,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
769,Water,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
770,Water,Water,Water,NULL,Water,NULL,NULL,Forest
771,Water,Water,Water,NULL,Water,NULL,Wetland,Water
772,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
773,Water,Water,Water,NULL,Water,NULL,Water,Water
774,Water,Water,Water,NULL,Water,NULL,Water,Forest
775,Water,Water,Water,NULL,Water,NULL,Forest,Water
776,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
777,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
778,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
779,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
780,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
781,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
782,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
783,Water,Water,Water,NULL,Water,Grassland,Water,Water
784,Water,Water,Water,NULL,Water,Grassland,Water,Forest
785,Water,Water,Water,NULL,Water,Grassland,Forest,Bareland
786,Water,Water,Water,NULL,Water,Grassland,Forest,Water
787,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
788,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
789,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
790,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
791,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
792,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
793,Water,Water,Water,NULL,Water,Bareland,Water,Water
794,Water,Water,Water,NULL,Water,Bareland,Water,Forest
795,Water,Water,Water,NULL,Water,Bareland,Forest,Water
796,Water,Water,Water,NULL,Water,Water,Grassland,Forest
797,Water,Water,Water,NULL,Water,Water,Wetland,Water
798,Water,Water,Water,NULL,Water,Water,Wetland,Forest
799,Water,Water,Water,NULL,Water,Water,Water,Bareland
800,Water,Water,Water,NULL,Water,Water,Water,Water
801,Water,Water,Water,NULL,Water,Water,Water,Forest
802,Water,Water,Water,NULL,Water,Water,Forest,Bareland
803,Water,Water,Water,NULL,Water,Water,Forest,Water
804,Water,Water,Water,NULL,Water,Water,Forest,Forest
805,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
806,Water,Water,Water,NULL,Water,Forest,Water,Water
807,Water,Water,Water,NULL,Water,Forest,Water,Forest
808,Water,Water,Water,NULL,Water,Forest,Forest,Water
809,Water,Water,Water,NULL,Water,Forest,Forest,Forest
810,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
811,Water,Water,Water,Non_Water,Water,NULL,Water,Water
812,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
813,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
814,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
815,Water,Water,Water,Non_Water,Water,Grassland,Water,Bareland
816,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
817,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
818,Water,Water,Water,Non_Water,Water,Grassland,Forest,Water
819,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
820,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
821,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
822,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
823,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
824,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
825,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
826,Water,Water,Water,Non_Water,Water,Water,Water,Water
827,Water,Water,Water,Non_Water,Water,Water,Water,Forest
828,Water,Water,Water,Non_Water,Water,Water,Forest,Water
829,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
830,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
831,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
832,Water,Water,Water,Non_Water,Water,Forest,Water,Water
833,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
834,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
835,Water,Water,Water,Water,Water,NULL,Wetland,Forest
836,Water,Water,Water,Water,Water,NULL,Water,Water
837,Water,Water,Water,Water,Water,NULL,Water,Forest
838,Water,Water,Water,Water,Water,NULL,Forest,Water
839,Water,Water,Water,Water,Water,Grassland,Grassland,Water
840,Water,Water,Water,Water,Water,Grassland,Wetland,Water
841,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
842,Water,Water,Water,Water,Water,Grassland,Water,Bareland
843,Water,Water,Water,Water,Water,Grassland,Water,Water
844,Water,Water,Water,Water,Water,Grassland,Water,Forest
845,Water,Water,Water,Water,Water,Grassland,Forest,Grassland
846,Water,Water,Water,Water,Water,Grassland,Forest,Water
847,Water,Water,Water,Water,Water,Grassland,Forest,Forest
848,Water,Water,Water,Water,Water,Bareland,Wetland,Water
849,Water,Water,Water,Water,Water,Bareland,Water,Water
850,Water,Water,Water,Water,Water,Bareland,Water,Forest
851,Water,Water,Water,Water,Water,Bareland,Forest,Water
852,Water,Water,Water,Water,Water,Water,Grassland,Forest
853,Water,Water,Water,Water,Water,Water,Wetland,Water
854,Water,Water,Water,Water,Water,Water,Wetland,Forest
855,Water,Water,Water,Water,Water,Water,Water,Grassland
856,Water,Water,Water,Water,Water,Water,Water,Bareland
857,Water,Water,Water,Water,Water,Water,Water,Water
858,Water,Water,Water,Water,Water,Water,Water,Forest
859,Water,Water,Water,Water,Water,Water,Forest,Water
860,Water,Water,Water,Water,Water,Water,Forest,Forest
861,Water,Water,Water,Water,Water,Forest,Wetland,Water
862,Water,Water,Water,Water,Water,Forest,Water,Water
863,Water,Water,Water,Water,Water,Forest,Water,Forest
864,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
865,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
866,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
867,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
868,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
869,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
870,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
871,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
872,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
873,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
874,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
875,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
876,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
877,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
878,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
879,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
880,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
881,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
882,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
883,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
884,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
885,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
886,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
887,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
888,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
889,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
890,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
891,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
892,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
893,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
894,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
895,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
896,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
897,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
898,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
899,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
900,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
901,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
902,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
903,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
904,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
905,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
906,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
907,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
908,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
909,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
910,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
911,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
912,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
913,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
914,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
915,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
916,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
917,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
918,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
919,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
920,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
921,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
922,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
923,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
924,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
925,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
926,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
927,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
928,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
929,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
930,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
931,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
932,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
933,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
934,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
935,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
936,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Bareland
937,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
938,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
939,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
940,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
941,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
942,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
943,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
944,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
945,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
946,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
947,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
948,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
949,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
950,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
951,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
952,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
953,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
954,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
955,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
956,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
957,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
958,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
959,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
960,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
961,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
962,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
963,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
964,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
965,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
966,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
967,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
968,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
969,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
970,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
971,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
972,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
973,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
974,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
975,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
976,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
977,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
978,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
979,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
980,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
981,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
982,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
983,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
984,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
985,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
986,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
987,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
988,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
989,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
990,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
991,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
992,Water,Forest,Water,NULL,Water,Grassland,Water,Water
993,Water,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
994,Water,Forest,Water,Water,Water,Water,Water,Water
995,Water,Forest,Water,Water,Water,Water,Water,Forest
996,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
997,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
998,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
999,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1000,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1001,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1002,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1003,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1004,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1005,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1006,Water,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1007,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1009,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1010,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1011,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1012,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1013,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1014,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1015,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1016,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1017,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1018,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1019,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1020,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1021,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1022,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1023,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1024,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1025,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1026,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1027,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1028,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1029,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1030,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1031,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1032,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1033,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1034,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1037,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1038,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1039,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1040,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1041,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1042,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1043,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1044,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1045,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1046,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1047,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1048,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1050,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1051,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1052,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1053,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1054,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1055,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1056,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1057,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1058,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1059,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1060,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
1061,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1062,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1064,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1065,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
1066,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1068,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1069,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1071,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1072,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1073,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1074,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1075,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1076,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1077,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1078,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1079,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1080,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1081,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1082,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
