Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEA_M_R
670,Bareland,Water,Water,Water,Water,Bareland,Water,Water
671,Bareland,Water,Water,Water,Water,Water,Water,Water
672,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
673,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
674,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
675,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
676,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
677,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
678,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
679,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
680,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
681,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
682,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
683,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
684,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
685,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
686,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
687,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
688,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
689,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
690,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
691,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
692,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
693,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
694,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
695,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
696,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
697,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
698,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
699,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
700,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
701,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
702,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
703,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
704,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
705,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
706,Water,Wetland,Water,NULL,Water,Water,Water,Water
707,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
708,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
709,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
710,Water,Wetland,Water,Water,Water,Wetland,Water,Water
711,Water,Wetland,Water,Water,Water,Water,Wetland,Water
712,Water,Wetland,Water,Water,Water,Water,Water,Wetland
713,Water,Wetland,Water,Water,Water,Water,Water,Water
714,Water,Wetland,Water,Water,Water,Water,Water,Forest
715,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
716,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Forest
717,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
718,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
719,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
720,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
721,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
722,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
723,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
724,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
725,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
726,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
727,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
728,Water,Bareland,Water,NULL,Water,Water,Water,Water
729,Water,Bareland,Water,NULL,Water,Water,Water,Forest
730,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
731,Water,Bareland,Water,Water,Water,Wetland,Water,Water
732,Water,Bareland,Water,Water,Water,Bareland,Water,Water
733,Water,Bareland,Water,Water,Water,Water,Water,Water
734,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
735,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
736,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
737,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Water
738,Water,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
739,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
740,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
741,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
742,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
743,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
744,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
745,Water,Built-up,Water,NULL,Water,Water,Wetland,Water
746,Water,Built-up,Water,NULL,Water,Water,Built-up,Water
747,Water,Built-up,Water,NULL,Water,Water,Water,Water
748,Water,Built-up,Water,Water,Water,Water,Water,Water
749,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
750,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
751,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
752,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
753,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
754,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
755,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
756,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
757,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
758,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
759,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
760,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
761,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
762,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
763,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
764,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
765,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
766,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
767,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
768,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
769,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
770,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
771,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
772,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
773,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
774,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
775,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
776,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
777,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
778,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
779,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
780,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
781,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
782,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
783,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
784,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
785,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
786,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Built-up,Water
787,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
788,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
789,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
790,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
791,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
792,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
793,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
794,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
795,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
796,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
797,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
798,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
799,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
800,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
801,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
802,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
803,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
804,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
805,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
806,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
807,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
808,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
809,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
810,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
811,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
812,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
813,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
814,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
815,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
816,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
817,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
818,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
819,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
820,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
821,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
822,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
823,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
824,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
825,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
826,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
827,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
828,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
829,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
830,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
831,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
832,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
833,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
834,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
835,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
836,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
837,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
838,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
839,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
840,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
841,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
842,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
843,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
844,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
845,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
846,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
847,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
848,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
849,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
850,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
851,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
852,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
853,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
854,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
855,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
856,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
857,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
858,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
859,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
860,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
861,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
862,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
863,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
864,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
865,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
866,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
867,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
868,Water,Water,Wetland,Water,Wetland,Water,Water,Water
869,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
870,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
871,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
872,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
873,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
874,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
875,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
876,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
877,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
878,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
879,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
880,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
881,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
882,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
883,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
884,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
885,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
886,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
887,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
888,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
889,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
890,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
891,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
892,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
893,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
894,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
895,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
896,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
897,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
898,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
899,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
900,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
901,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
902,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
903,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
904,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
905,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
906,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
907,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
908,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
909,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
910,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
911,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
912,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
913,Water,Water,Water,NULL,Water,NULL,Water,Water
914,Water,Water,Water,NULL,Water,NULL,Water,Forest
915,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
916,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
917,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
918,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
919,Water,Water,Water,NULL,Water,Wetland,Water,Water
920,Water,Water,Water,NULL,Water,Wetland,Water,Forest
921,Water,Water,Water,NULL,Water,Bareland,Water,Water
922,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
923,Water,Water,Water,NULL,Water,Water,Wetland,Water
924,Water,Water,Water,NULL,Water,Water,Wetland,Forest
925,Water,Water,Water,NULL,Water,Water,Water,Grassland
926,Water,Water,Water,NULL,Water,Water,Water,Wetland
927,Water,Water,Water,NULL,Water,Water,Water,Water
928,Water,Water,Water,NULL,Water,Water,Water,Forest
929,Water,Water,Water,NULL,Water,Water,Forest,Water
930,Water,Water,Water,NULL,Water,Water,Forest,Forest
931,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
932,Water,Water,Water,NULL,Water,Forest,Water,Forest
933,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
934,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
935,Water,Water,Water,Non_Water,Water,NULL,Water,Water
936,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
937,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
938,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
939,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
940,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
941,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
942,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
943,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
944,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
945,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
946,Water,Water,Water,Non_Water,Water,Water,Water,Water
947,Water,Water,Water,Non_Water,Water,Water,Water,Forest
948,Water,Water,Water,Non_Water,Water,Water,Forest,Water
949,Water,Water,Water,Water,Water,NULL,Wetland,Forest
950,Water,Water,Water,Water,Water,NULL,Water,Water
951,Water,Water,Water,Water,Water,NULL,Water,Forest
952,Water,Water,Water,Water,Water,Grassland,Water,Water
953,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
954,Water,Water,Water,Water,Water,Wetland,Wetland,Water
955,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
956,Water,Water,Water,Water,Water,Wetland,Water,Grassland
957,Water,Water,Water,Water,Water,Wetland,Water,Wetland
958,Water,Water,Water,Water,Water,Wetland,Water,Water
959,Water,Water,Water,Water,Water,Wetland,Water,Forest
960,Water,Water,Water,Water,Water,Bareland,Water,Water
961,Water,Water,Water,Water,Water,Water,Wetland,Grassland
962,Water,Water,Water,Water,Water,Water,Wetland,Water
963,Water,Water,Water,Water,Water,Water,Wetland,Forest
964,Water,Water,Water,Water,Water,Water,Water,Grassland
965,Water,Water,Water,Water,Water,Water,Water,Wetland
966,Water,Water,Water,Water,Water,Water,Water,Water
967,Water,Water,Water,Water,Water,Water,Water,Forest
968,Water,Water,Water,Water,Water,Water,Forest,Water
969,Water,Water,Water,Water,Water,Forest,Water,Water
970,Water,Water,Water,Water,Water,Forest,Water,Forest
971,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
972,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
973,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
974,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
975,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
976,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
977,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
978,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
979,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
980,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
981,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
982,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
983,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
984,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
985,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
986,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
987,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
988,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
989,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
990,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
991,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
992,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
993,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
994,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
995,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
996,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
997,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
998,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
999,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1000,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1001,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1002,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1003,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1004,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1005,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1006,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1007,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1008,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1009,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1010,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1011,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1012,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1013,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1014,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1015,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1016,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1017,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1018,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1019,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1020,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1021,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1022,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1023,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1024,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1025,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1026,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Water,Water,Bareland
1027,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
1028,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1029,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1030,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1031,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
1032,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1033,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1034,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1035,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1036,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1037,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1038,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1039,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1040,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1041,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1042,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Bareland
1043,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1044,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1045,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1046,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1047,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1048,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1050,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1051,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1052,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1053,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1054,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
