Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDC_M_R
702,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
703,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
704,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
705,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
706,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
707,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
708,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
709,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
710,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
711,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
712,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
714,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
715,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
716,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
717,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
719,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
720,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
721,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
722,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
723,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
724,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
725,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
726,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
727,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
728,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
729,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
730,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
731,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
732,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
733,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
734,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
735,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
736,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
737,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
738,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
739,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
740,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
741,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
742,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
743,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
744,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
745,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
747,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
748,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
749,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
750,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
751,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
752,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
753,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
754,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
755,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
756,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
757,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
758,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
759,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
760,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
761,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
762,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
763,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
764,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
765,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
766,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
767,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
768,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
769,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
770,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
771,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
772,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
773,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
774,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
775,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
776,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
777,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
778,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
779,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
780,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
781,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
782,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
783,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
784,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
785,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
786,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
787,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
788,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
789,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
790,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
791,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
792,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
793,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
794,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
795,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
796,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
797,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
799,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
800,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
801,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
802,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
803,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
804,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
805,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
806,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
808,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
809,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
810,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
811,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
812,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
813,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
814,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
815,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
816,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
817,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
818,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
819,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
820,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
821,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
822,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
823,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
824,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
825,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
826,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
827,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
828,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
829,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
830,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
831,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
832,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
833,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
834,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
835,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
836,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
837,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
839,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
841,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
842,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
844,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
850,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
855,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
856,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
858,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
859,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
860,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
861,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
862,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
863,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
864,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
865,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
866,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
867,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
868,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
869,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
870,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
872,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
873,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
874,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
875,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
876,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
877,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
878,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
879,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
880,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
881,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
882,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
883,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
884,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
885,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
886,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
887,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
888,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
889,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
890,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
891,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
892,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
893,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
894,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
895,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
896,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
897,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
898,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
899,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
900,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
901,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
902,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
903,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
904,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
906,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
907,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
908,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
909,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
910,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
911,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
912,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
913,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
914,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
915,Forest,Water,Grassland,Water,Non_Wetland,Forest,NULL,Grassland
916,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
917,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
918,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
919,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
920,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
921,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
922,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
923,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
924,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
925,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
926,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
927,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
928,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
929,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
930,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
931,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
932,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
933,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
934,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
935,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
936,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
937,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
938,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
939,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
940,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
941,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
942,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
943,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
944,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
945,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
946,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
947,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
948,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
949,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
950,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
951,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
952,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
953,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
954,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
955,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
956,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
957,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
958,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
959,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
960,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
961,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
962,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
963,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
964,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
965,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
966,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
967,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
968,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
969,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Water
970,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
971,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
972,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
973,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
974,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
975,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
976,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
977,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
978,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
979,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
980,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
981,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
982,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
983,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
984,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
985,Forest,Water,Water,NULL,Water,NULL,NULL,Water
986,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
987,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
988,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
989,Forest,Water,Water,NULL,Water,NULL,Water,Water
990,Forest,Water,Water,NULL,Water,NULL,Water,Forest
991,Forest,Water,Water,NULL,Water,Water,NULL,Water
992,Forest,Water,Water,NULL,Water,Water,NULL,Forest
993,Forest,Water,Water,NULL,Water,Water,Wetland,Water
994,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
995,Forest,Water,Water,NULL,Water,Water,Water,Water
996,Forest,Water,Water,NULL,Water,Water,Water,Forest
997,Forest,Water,Water,NULL,Water,Water,Forest,Water
998,Forest,Water,Water,NULL,Water,Forest,NULL,Water
999,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
1000,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1001,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1002,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1003,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1004,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1005,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1006,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1007,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1008,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1009,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1010,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1011,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1012,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
1013,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
1014,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1015,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1016,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1017,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1018,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1019,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
1020,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
1021,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1022,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1023,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1024,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1025,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1026,Forest,Water,Water,Water,Water,NULL,NULL,Water
1027,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1028,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
1029,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1030,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1031,Forest,Water,Water,Water,Water,NULL,Water,Water
1032,Forest,Water,Water,Water,Water,NULL,Water,Forest
1033,Forest,Water,Water,Water,Water,NULL,Forest,Water
1034,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1035,Forest,Water,Water,Water,Water,Grassland,NULL,Water
1036,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1037,Forest,Water,Water,Water,Water,Wetland,Water,Water
1038,Forest,Water,Water,Water,Water,Water,NULL,Water
1039,Forest,Water,Water,Water,Water,Water,NULL,Forest
1040,Forest,Water,Water,Water,Water,Water,Wetland,Water
1041,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1042,Forest,Water,Water,Water,Water,Water,Water,Water
1043,Forest,Water,Water,Water,Water,Water,Water,Forest
1044,Forest,Water,Water,Water,Water,Water,Forest,Water
1045,Forest,Water,Water,Water,Water,Water,Forest,Forest
1046,Forest,Water,Water,Water,Water,Forest,NULL,Water
1047,Forest,Water,Water,Water,Water,Forest,NULL,Forest
1048,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1049,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1050,Forest,Water,Water,Water,Water,Forest,Water,Water
1051,Forest,Water,Water,Water,Water,Forest,Water,Forest
1052,Forest,Water,Water,Water,Water,Forest,Forest,Water
1053,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1054,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1056,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1057,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1058,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1059,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1060,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1061,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1062,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1063,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1064,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1065,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1066,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1067,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1068,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1069,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1070,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1071,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1072,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1073,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1074,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
