Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGB_M_R
1009,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1010,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1011,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1013,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1017,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1018,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1020,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1022,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1025,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1026,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1027,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1029,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1030,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1031,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1032,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1033,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1034,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1035,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1036,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1037,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1038,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1039,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1040,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1042,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1043,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1044,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1045,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1046,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1048,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1049,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1050,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1051,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1052,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1053,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1054,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1057,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1059,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1060,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1061,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1062,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1063,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1064,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1065,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1066,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1067,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1068,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1069,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1070,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1071,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1073,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1074,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1075,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1077,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1078,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1079,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1080,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1081,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1082,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1084,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1085,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1086,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1087,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1088,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1089,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1092,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1093,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1095,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1096,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1097,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1098,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1099,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1101,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1102,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1103,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1104,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1107,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1109,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1110,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1111,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1112,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1113,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1114,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1115,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1118,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1120,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1121,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1123,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1124,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1127,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1128,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1129,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1130,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1132,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1133,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1134,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1135,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1136,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1137,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1138,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1139,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1140,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1141,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1142,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1143,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1144,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1145,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1146,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1148,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1150,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1151,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1152,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1154,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1155,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1156,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1157,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1158,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1159,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1160,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1161,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1162,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1163,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1164,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1165,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1166,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1167,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1168,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1169,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1171,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1172,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1173,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1174,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1175,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1176,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1178,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1179,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1180,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1181,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1183,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1184,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1185,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1186,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1187,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1188,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1189,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1190,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1191,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1192,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1193,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1194,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1195,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1196,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1197,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1198,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1199,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1200,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1202,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1203,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1205,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1206,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1207,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1208,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1209,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1211,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1212,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1213,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1214,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1217,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1218,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1219,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1220,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1221,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1222,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1223,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1224,Water,NULL,Water,Water,Water,NULL,NULL,Water
1225,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1226,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1228,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1229,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1230,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1231,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1232,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1233,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1234,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1235,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1236,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1238,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1242,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1243,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1244,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1245,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1246,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1247,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1248,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1250,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1251,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1253,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1254,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1256,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1258,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1259,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1260,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1262,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1263,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1264,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1265,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1266,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1268,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1269,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1271,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1272,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1273,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1275,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1276,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1277,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1278,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1279,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1280,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1284,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1285,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1286,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1287,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1288,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1289,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1290,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1291,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1292,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1293,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1294,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1296,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1297,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1298,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1299,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1300,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1301,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1302,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1303,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1304,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1305,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1306,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1307,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1308,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1309,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1310,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1311,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1312,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1314,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1315,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1316,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1317,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1318,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1319,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1320,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1322,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1323,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1324,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1325,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1326,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1327,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1328,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1329,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1330,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1332,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1333,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1334,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1335,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1336,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1337,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1338,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1339,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1340,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1342,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1343,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1344,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1345,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1347,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1348,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1349,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1351,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
