Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRM_M_R
6714,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6715,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6716,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6717,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6718,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6719,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6720,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6721,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6722,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6723,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6724,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6725,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6726,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6727,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6728,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6729,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6730,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6731,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6732,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6733,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6734,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6735,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6736,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6737,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6738,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6739,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6740,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6741,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6742,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6743,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6744,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6745,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6746,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6747,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6748,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6749,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6750,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6751,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6752,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6753,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6754,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6755,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6756,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
6757,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6758,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6759,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6760,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6761,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6762,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6763,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6764,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6765,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6766,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6767,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6768,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6769,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6770,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6771,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6772,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6773,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6774,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6775,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6776,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6777,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6778,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6779,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6780,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6781,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6782,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6783,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6784,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6785,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6786,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6787,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6788,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6789,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6790,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6795,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6796,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6797,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6798,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6799,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6800,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6801,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6802,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6803,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6804,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6805,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6806,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6807,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6808,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6809,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6810,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6811,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6812,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6813,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6814,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6815,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6816,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6817,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6827,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6828,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6829,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6830,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6831,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6832,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6833,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6834,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6835,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6836,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6837,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6838,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6839,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6840,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6841,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6842,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6843,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6844,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6845,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6846,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6847,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6848,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6849,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6850,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
6851,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6852,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6853,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6854,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6855,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6857,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
6858,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6859,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6860,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6861,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6862,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6863,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6864,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6865,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6866,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6867,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6868,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6869,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6870,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6871,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6872,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
6873,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6874,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6875,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6876,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6877,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6878,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6879,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6880,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6881,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6882,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6883,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6884,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6885,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6886,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6887,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6888,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6889,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6890,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6891,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6892,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6893,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6894,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6895,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6896,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6897,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
6898,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6899,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6900,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6901,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6902,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6903,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
6904,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6905,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6906,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6907,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6908,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6909,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6910,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6911,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
6912,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6913,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
6914,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6915,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6916,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6917,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6918,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
6919,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6920,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
6921,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
6922,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6923,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6924,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6925,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6926,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6927,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
6928,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6929,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6930,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6931,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6932,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6933,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6934,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6935,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6936,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
6937,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
6938,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6939,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6940,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6941,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6942,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6943,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6944,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6945,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6946,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6947,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6948,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6949,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6950,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6951,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6952,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6953,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6954,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6955,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6956,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6957,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6958,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6959,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6960,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6961,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6962,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6963,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6964,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6965,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6966,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6967,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6968,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6969,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6970,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6971,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6972,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6973,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6974,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6975,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6976,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6977,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6978,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6979,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6980,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6981,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6982,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6983,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6984,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6985,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6986,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6987,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6988,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6989,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6990,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6991,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6992,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6993,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6994,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6995,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6996,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6997,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6998,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6999,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7000,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7001,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7002,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7003,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7004,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7005,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
7006,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7007,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7008,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7009,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7010,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7011,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7012,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7013,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7014,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7015,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7016,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7017,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7018,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7019,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7020,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7021,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7022,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7023,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7024,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7025,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7026,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
7027,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7028,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7029,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
