Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFG_M_R
21452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
21453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
21454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
21455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
21456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
21457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
21458,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
21459,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
21460,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
21461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
21462,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
21463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
21464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
21465,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
21466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
21467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
21468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
21469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
21470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
21471,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
21472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
21473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
21474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
21475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
21476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
21477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
21478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
21479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
21480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
21481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
21482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
21483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
21484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
21485,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
21486,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
21487,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
21488,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
21489,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
21490,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
21491,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21492,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
21493,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
21494,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
21495,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
21496,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
21497,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
21498,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
21499,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Grassland
21500,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
21501,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
21502,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
21503,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
21504,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
21505,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
21506,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
21507,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
21508,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
21509,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
21510,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
21511,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up,Forest,Forest
21512,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
21513,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest,Water,Forest
21514,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
21515,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
21516,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
21517,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
21518,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
21519,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
21520,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
21521,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
21522,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
21523,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
21524,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
21525,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
21526,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
21527,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
21528,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
21529,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
21530,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
21531,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
21532,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
21533,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
21534,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
21535,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
21536,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
21537,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
21538,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
21539,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
21540,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
21541,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
21542,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
21543,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
21544,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
21545,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
21546,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
21547,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
21548,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
21549,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
21550,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
21551,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
21552,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
21553,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
21554,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
21555,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Water
21556,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
21557,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
21558,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21559,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
21560,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
21561,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
21562,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21563,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21564,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
21565,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
21566,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21567,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
21568,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21569,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
21570,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
21571,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
21572,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
21573,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
21574,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
21575,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
21576,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
21577,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
21578,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
21579,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
21580,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
21581,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
21582,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
21583,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
21584,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
21585,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
21586,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
21587,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21588,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
21589,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
21590,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
21591,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21592,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
21593,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
21594,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
21595,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
21596,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
21597,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
21598,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
21599,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
21600,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
21601,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
21602,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
21603,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
21604,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
21605,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
21606,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
21607,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
21608,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
21609,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
21610,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
21611,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
21612,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
21613,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
21614,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
21615,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
21616,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
21617,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
21618,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
21619,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
21620,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
21621,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
21622,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
21623,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
21624,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
21625,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
21626,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
21627,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
21628,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
21629,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
21630,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
21631,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
21632,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
21633,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
21634,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
21635,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
21636,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
21637,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
21638,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
21639,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
21640,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
21641,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
21642,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
21643,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
21644,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
21645,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
21646,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
21647,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
21648,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
21649,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
21650,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
21651,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
21652,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21653,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
21654,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
21655,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
21656,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
21657,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
21658,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
21659,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
21660,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
21661,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
21662,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
21663,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
21664,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
21665,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
21666,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
21667,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
21668,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
21669,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
21670,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
21671,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
21672,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
21673,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
21674,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
21675,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
21676,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
21677,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
21678,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
21679,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
21680,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
21681,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
21682,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
21683,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
21684,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
21685,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
21686,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
21687,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
21688,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
21689,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
21690,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
21691,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
21692,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
21693,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
21694,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
21695,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
21696,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
21697,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
21698,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
21699,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
21700,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
21701,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
21702,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
21703,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Water
21704,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
21705,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
21706,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
21707,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
21708,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
21709,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
21710,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
21711,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
21712,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
21713,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
21714,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
21715,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
21716,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
21717,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
21718,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
21719,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
21720,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
21721,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
21722,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
21723,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
21724,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
21725,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
21726,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
21727,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
21728,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Water
21729,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
21730,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
21731,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
21732,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
21733,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
21734,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
21735,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
21736,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
21737,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
21738,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
21739,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
21740,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
21741,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
21742,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
21743,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Water
21744,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
21745,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
21746,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
21747,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
21748,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
21749,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
21750,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
21751,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
21752,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
21753,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
21754,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
21755,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
21756,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
21757,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21758,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
21759,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
21760,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
21761,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
21762,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21763,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
21764,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
21765,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
21766,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
21767,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
