Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVP_M_R
3491,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3492,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3493,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3494,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
3495,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
3496,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
3497,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3498,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3499,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3500,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3501,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3502,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
3503,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3504,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3505,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3506,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3507,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3508,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3509,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3510,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3511,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3512,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3513,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3514,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3515,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3516,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3517,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3518,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3519,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3520,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3521,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3522,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3523,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3524,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3525,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3526,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3527,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3528,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
3529,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3530,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3531,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3532,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3533,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3534,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3535,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3536,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3537,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3538,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3539,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
3540,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
3541,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3542,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3543,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3544,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
3545,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
3546,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3547,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3548,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3549,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3550,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3551,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3552,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3553,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3554,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
3555,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
3556,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3557,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3558,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3559,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3560,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3561,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
3562,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3563,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3564,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
3565,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3566,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3567,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3568,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3569,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3570,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
3571,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
3572,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3573,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3574,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3575,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3576,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3577,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3578,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3579,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3580,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3581,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3582,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
3583,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3584,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3585,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3586,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3587,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3588,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3589,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3590,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3591,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3592,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3593,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3594,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3595,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3596,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3597,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3598,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3599,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3600,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3601,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3602,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
3603,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
3604,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
3605,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3606,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3607,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3608,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3609,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3610,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3611,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
3612,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3613,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
3614,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3615,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3616,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3617,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3618,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3619,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
3620,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
3621,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3622,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
3623,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
3624,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3625,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3626,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3627,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
3628,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
3629,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3630,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3631,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
3632,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3633,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3634,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
3635,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
3636,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3637,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3638,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3639,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3640,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3641,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
3642,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3643,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3644,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3645,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
3646,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3647,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
3648,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3649,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3650,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3651,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3652,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3653,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3654,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3655,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3656,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
3657,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3658,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3659,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
3660,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3661,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3662,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3663,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3664,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3665,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3666,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3667,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3668,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3669,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3670,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Forest
3671,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3672,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3673,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3674,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3675,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3676,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Wetland
3677,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
3678,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3679,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Grassland
3680,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
3681,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
3682,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3683,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3684,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3685,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3686,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3687,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3688,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
3689,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
3690,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3691,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3692,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Forest
3693,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3694,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3695,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3696,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3697,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3698,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3699,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3700,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3701,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3702,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3703,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3704,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3705,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
3706,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
3707,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3708,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3709,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3710,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3711,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3712,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3713,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3714,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3715,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
3716,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3717,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3718,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3719,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
3720,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
3721,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3722,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3723,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3724,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3725,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3726,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3727,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3728,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3729,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3730,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
3731,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3732,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
3733,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3734,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3735,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3736,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3737,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3738,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3739,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3740,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3741,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3742,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3743,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
3744,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
3745,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3746,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3747,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3748,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3749,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
3750,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
3751,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3752,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3753,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3754,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3755,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3756,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3757,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
3758,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3759,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3760,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3761,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3762,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
3763,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3764,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3765,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3766,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
3767,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3768,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3769,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3770,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3771,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
3772,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3773,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3774,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3775,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3776,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3777,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3778,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
3779,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3780,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3781,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
3782,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3783,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
3784,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3785,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3786,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
3787,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
3788,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3789,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
3790,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3791,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3792,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Built-up
3793,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3794,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
3795,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3796,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
3797,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3798,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3799,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3800,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Bareland
3801,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
3802,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
3803,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
3804,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
3805,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3806,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3807,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3808,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3809,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3810,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
3811,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
3812,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
3813,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
3814,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3815,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3816,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3817,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3818,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3819,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
3820,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
3821,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3822,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3823,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
3824,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3825,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Water
3826,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
3827,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3828,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
3829,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3830,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3831,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
3832,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3833,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3834,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3835,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3836,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3837,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3838,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3839,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
3840,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3841,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3842,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3843,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3844,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3845,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3846,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3847,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3848,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3849,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3850,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3851,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3852,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
3853,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3854,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3855,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3856,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
3857,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
