Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRJ_M_R
9731,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9732,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9733,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
9734,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9735,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
9736,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9737,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9738,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9739,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9740,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9741,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9742,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9743,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9744,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9745,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9746,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
9747,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9748,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9749,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9750,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9751,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9752,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9753,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9754,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9755,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9756,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9757,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9758,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9759,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9760,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9761,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9762,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9763,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
9764,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9765,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9766,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9767,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9768,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9769,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9770,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9771,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9772,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9773,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9774,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9775,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9776,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9777,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9778,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9779,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9780,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9781,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9782,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9783,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9784,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9785,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9786,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9787,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9788,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9789,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9790,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9791,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
9792,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9793,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9794,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9795,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9796,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9797,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9798,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9799,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
9800,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9801,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9802,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9803,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9804,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9805,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9806,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9807,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9808,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9809,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9810,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9811,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9812,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9813,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9814,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9815,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9816,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
9817,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9818,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9819,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9820,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
9821,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9822,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9823,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9824,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
9825,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9826,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9827,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9828,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
9829,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
9830,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9831,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9832,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9833,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9834,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
9835,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9836,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9837,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9838,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9839,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9840,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9841,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9842,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
9843,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
9844,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9845,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
9846,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9847,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9848,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9849,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9850,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9851,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9852,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9853,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9854,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9855,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9856,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
9857,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9858,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9859,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9860,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9861,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9862,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9863,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9864,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9865,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9866,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9867,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9868,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9869,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
9870,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9871,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
9872,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
9873,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9874,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
9875,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
9876,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9877,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
9878,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
9879,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9880,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
9881,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
9882,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9883,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
9884,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
9885,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
9886,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9887,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9888,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9889,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
9890,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9891,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
9892,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
9893,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
9894,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
9895,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9896,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9897,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Water
9898,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
9899,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
9900,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9901,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
9902,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
9903,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
9904,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
9905,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9906,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9907,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9908,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
9909,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
9910,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
9911,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
9912,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9913,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
9914,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
9915,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Grassland
9916,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
9917,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Wetland
9918,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
9919,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Wetland
9920,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
9921,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9922,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
9923,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
9924,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
9925,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9926,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
9927,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
9928,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9929,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9930,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9931,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9932,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9933,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9934,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9935,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
9936,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
9937,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9938,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9939,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
9940,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
9941,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
9942,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9943,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
9944,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9945,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
9946,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
9947,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
9948,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
9949,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9950,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
9951,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
9952,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9953,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9954,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9955,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9956,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
9957,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9958,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
9959,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9960,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
9961,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
9962,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
9963,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9964,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
9965,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9966,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
9967,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9968,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9969,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9970,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
9971,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9972,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9973,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9974,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9975,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
9976,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
9977,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9978,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
9979,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9980,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
9981,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9982,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9983,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
9984,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
9985,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
9986,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9987,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9988,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9989,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
9990,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9991,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9992,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
9993,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9994,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Cropland
9995,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9996,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
9997,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
9998,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
9999,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
10000,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
10001,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
10002,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
10003,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10004,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
10005,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
10006,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
10007,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
10008,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
10009,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
10010,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10011,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
10012,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
10013,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
10014,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
10015,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
10016,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
10017,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Water
10018,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10019,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
10020,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
10021,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
10022,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
10023,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10024,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10025,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
10026,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
10027,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
10028,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
10029,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
10030,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
10031,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
10032,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
10033,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
10034,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
10035,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
10036,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
10037,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
10038,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
10039,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
10040,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
10041,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
10042,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
10043,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
10044,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
10045,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
10046,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
10047,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
10048,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
10049,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
10050,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
10051,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
10052,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
10053,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,NULL
10054,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
10055,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
10056,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Water
10057,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,NULL
10058,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
10059,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10060,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
10061,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
10062,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10063,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
10064,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
