Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKR_M_R
9104,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9105,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9106,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9107,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9108,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9109,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
9110,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9111,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9112,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
9113,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9114,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9115,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9116,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9117,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9118,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
9119,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9120,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
9121,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9122,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
9123,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
9124,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
9125,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
9126,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9127,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9128,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9129,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
9130,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9131,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
9132,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9133,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
9134,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
9135,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
9136,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9137,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
9138,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9139,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9140,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9141,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
9142,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
9143,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9144,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9145,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
9146,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
9147,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
9148,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
9149,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Water
9150,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9151,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9152,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
9153,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
9154,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
9155,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
9156,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
9157,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9158,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
9159,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
9160,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9161,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9162,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
9163,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
9164,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
9165,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9166,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
9167,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
9168,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
9169,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
9170,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
9171,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9172,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9173,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
9174,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9175,Forest,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Forest
9176,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
9177,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
9178,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
9179,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
9180,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
9181,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9182,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
9183,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
9184,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
9185,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9186,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9187,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9188,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
9189,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
9190,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
9191,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
9192,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9193,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9194,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9195,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9196,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9197,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
9198,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9199,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
9200,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9201,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
9202,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
9203,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
9204,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Water
9205,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9206,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9207,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Water
9208,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9209,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
9210,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
9211,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
9212,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
9213,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
9214,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
9215,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
9216,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
9217,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9218,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9219,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9220,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
9221,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
9222,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
9223,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
9224,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9225,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
9226,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9227,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
9228,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
9229,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
9230,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
9231,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9232,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9233,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9234,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
9235,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9236,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9237,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9238,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
9239,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9240,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9241,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
9242,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
9243,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9244,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
9245,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
9246,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
9247,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9248,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
9249,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
9250,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
9251,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Bareland
9252,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
9253,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
9254,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9255,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9256,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9257,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
9258,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9259,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9260,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9261,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9262,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9263,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9264,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
9265,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
9266,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9267,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9268,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
9269,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
9270,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9271,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9272,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9273,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
9274,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9275,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
9276,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9277,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
9278,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9279,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Forest
9280,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
9281,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9282,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
9283,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
9284,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9285,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
9286,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9287,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9288,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
9289,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
9290,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
9291,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9292,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
9293,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
9294,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
9295,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9296,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9297,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
9298,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9299,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9300,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9301,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9302,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
9303,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
9304,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9305,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,NULL
9306,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9307,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
9308,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
9309,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
9310,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
9311,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
9312,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
9313,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
9314,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
9315,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
9316,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
9317,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
9318,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
9319,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9320,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9321,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9322,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
9323,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
9324,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9325,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
9326,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
9327,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
9328,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
9329,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
9330,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
9331,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9332,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9333,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
9334,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
9335,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
9336,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
9337,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
9338,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
9339,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
9340,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Water
9341,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9342,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
9343,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
9344,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Cropland
9345,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
9346,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
9347,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9348,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
9349,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
9350,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
9351,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
9352,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Water
9353,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9354,Forest,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Water
9355,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
9356,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
9357,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
9358,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest,Water
9359,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
9360,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
9361,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
9362,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
9363,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
9364,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
9365,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9366,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
9367,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
9368,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Water
9369,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
9370,Forest,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Forest
9371,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
9372,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
9373,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
9374,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Water
9375,Forest,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
9376,Forest,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
9377,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
9378,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
9379,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
9380,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
9381,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Wetland
9382,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
9383,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
9384,Forest,NULL,NULL,Water,Non_Wetland,Forest,NULL,Water
9385,Forest,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
9386,Forest,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Water
9387,Forest,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Forest
9388,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
9389,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
9390,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Water
9391,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
9392,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9393,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9394,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9395,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9396,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9397,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9398,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
9399,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9400,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9401,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9402,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9403,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9404,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9405,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9406,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9407,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9408,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9409,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9410,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
9411,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9412,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
9413,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
9414,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9415,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9416,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9417,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
9418,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9419,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
9420,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
9421,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9422,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
9423,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9424,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
9425,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9426,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
9427,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9428,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9429,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
9430,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
9431,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
9432,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
9433,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9434,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9435,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
9436,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9437,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9438,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
