Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTA_M_R
915,Forest,NULL,Wetland,Water,Wetland,Bareland
916,Forest,NULL,Wetland,Water,Wetland,Water
917,Forest,NULL,Wetland,Water,Wetland,Forest
918,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
919,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
920,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
921,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
922,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
923,Forest,NULL,Bareland,Water,Non_Wetland,Water
924,Forest,NULL,Built-up,Water,Non_Wetland,Water
925,Forest,NULL,Water,NULL,Water,Wetland
926,Forest,NULL,Water,NULL,Water,Water
927,Forest,NULL,Water,NULL,Water,Forest
928,Forest,NULL,Water,Non_Water,Water,Grassland
929,Forest,NULL,Water,Non_Water,Water,Bareland
930,Forest,NULL,Water,Non_Water,Water,Water
931,Forest,NULL,Water,Non_Water,Water,Forest
932,Forest,NULL,Water,Water,Water,Grassland
933,Forest,NULL,Water,Water,Water,Wetland
934,Forest,NULL,Water,Water,Water,Bareland
935,Forest,NULL,Water,Water,Water,Water
936,Forest,NULL,Water,Water,Water,Forest
937,Forest,NULL,Forest,NULL,Non_Wetland,NULL
938,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
939,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
940,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
941,Forest,NULL,Forest,NULL,Non_Wetland,Water
942,Forest,NULL,Forest,NULL,Non_Wetland,Forest
943,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
944,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
945,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
946,Forest,NULL,Forest,Water,Non_Wetland,Grassland
947,Forest,NULL,Forest,Water,Non_Wetland,Wetland
948,Forest,NULL,Forest,Water,Non_Wetland,Bareland
949,Forest,NULL,Forest,Water,Non_Wetland,Water
950,Forest,NULL,Forest,Water,Non_Wetland,Forest
951,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
952,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
953,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
954,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
955,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
956,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
957,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
958,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
959,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
960,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
961,Forest,Wetland,Wetland,NULL,Wetland,NULL
962,Forest,Wetland,Wetland,NULL,Wetland,Grassland
963,Forest,Wetland,Wetland,NULL,Wetland,Wetland
964,Forest,Wetland,Wetland,NULL,Wetland,Water
965,Forest,Wetland,Wetland,NULL,Wetland,Forest
966,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
967,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
968,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
969,Forest,Wetland,Wetland,Non_Water,Wetland,Water
970,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
971,Forest,Wetland,Wetland,Water,Wetland,Grassland
972,Forest,Wetland,Wetland,Water,Wetland,Wetland
973,Forest,Wetland,Wetland,Water,Wetland,Water
974,Forest,Wetland,Wetland,Water,Wetland,Forest
975,Forest,Wetland,Water,NULL,Water,Grassland
976,Forest,Wetland,Water,NULL,Water,Wetland
977,Forest,Wetland,Water,NULL,Water,Water
978,Forest,Wetland,Water,NULL,Water,Forest
979,Forest,Wetland,Water,Non_Water,Water,Grassland
980,Forest,Wetland,Water,Non_Water,Water,Wetland
981,Forest,Wetland,Water,Non_Water,Water,Water
982,Forest,Wetland,Water,Non_Water,Water,Forest
983,Forest,Wetland,Water,Water,Water,Grassland
984,Forest,Wetland,Water,Water,Water,Wetland
985,Forest,Wetland,Water,Water,Water,Water
986,Forest,Wetland,Water,Water,Water,Forest
987,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
988,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
989,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
990,Forest,Wetland,Forest,NULL,Non_Wetland,Water
991,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
992,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
993,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
994,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
995,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
996,Forest,Wetland,Forest,Water,Non_Wetland,Water
997,Forest,Wetland,Forest,Water,Non_Wetland,Forest
998,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
999,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1000,Forest,Bareland,Grassland,Water,Non_Wetland,Water
1001,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1002,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1003,Forest,Bareland,Wetland,Water,Wetland,Bareland
1004,Forest,Bareland,Wetland,Water,Wetland,Water
1005,Forest,Bareland,Wetland,Water,Wetland,Forest
1006,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1007,Forest,Bareland,Built-up,Water,Non_Wetland,Water
1008,Forest,Bareland,Water,Water,Water,Water
1009,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1010,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1011,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1012,Forest,Bareland,Forest,Water,Non_Wetland,Water
1013,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1014,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1015,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1016,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1017,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1018,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
1019,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1020,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1021,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1022,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1023,Forest,Built-up,Wetland,NULL,Wetland,Forest
1024,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1025,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1026,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1027,Forest,Built-up,Water,Water,Water,Water
1028,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1029,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1030,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1031,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1032,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1033,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
1034,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1035,Forest,Water,NULL,NULL,Non_Wetland,Water
1036,Forest,Water,NULL,NULL,Non_Wetland,Forest
1037,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1038,Forest,Water,NULL,Water,Non_Wetland,Water
1039,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1040,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1041,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1042,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1043,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1044,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1045,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1046,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1047,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1048,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1049,Forest,Water,Shrubland,Water,Non_Wetland,Water
1050,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1051,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1052,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1053,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1054,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1055,Forest,Water,Grassland,Water,Non_Wetland,Water
1056,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1057,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1058,Forest,Water,Cropland,NULL,Non_Wetland,Water
1059,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1060,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1061,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1062,Forest,Water,Cropland,Water,Non_Wetland,Water
1063,Forest,Water,Cropland,Water,Non_Wetland,Forest
1064,Forest,Water,Wetland,NULL,Wetland,Grassland
1065,Forest,Water,Wetland,NULL,Wetland,Wetland
1066,Forest,Water,Wetland,NULL,Wetland,Bareland
1067,Forest,Water,Wetland,NULL,Wetland,Water
1068,Forest,Water,Wetland,NULL,Wetland,Forest
1069,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1070,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1071,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1072,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1073,Forest,Water,Wetland,Non_Water,Wetland,Water
1074,Forest,Water,Wetland,Non_Water,Wetland,Forest
1075,Forest,Water,Wetland,Water,Wetland,Grassland
1076,Forest,Water,Wetland,Water,Wetland,Wetland
1077,Forest,Water,Wetland,Water,Wetland,Bareland
1078,Forest,Water,Wetland,Water,Wetland,Water
1079,Forest,Water,Wetland,Water,Wetland,Forest
1080,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1081,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1082,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1083,Forest,Water,Bareland,Water,Non_Wetland,Water
1084,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1085,Forest,Water,Built-up,Water,Non_Wetland,Water
1086,Forest,Water,Built-up,Water,Non_Wetland,Forest
1087,Forest,Water,Water,NULL,Water,Grassland
1088,Forest,Water,Water,NULL,Water,Wetland
1089,Forest,Water,Water,NULL,Water,Water
1090,Forest,Water,Water,NULL,Water,Forest
1091,Forest,Water,Water,Non_Water,Water,Grassland
1092,Forest,Water,Water,Non_Water,Water,Water
1093,Forest,Water,Water,Non_Water,Water,Forest
1094,Forest,Water,Water,Water,Water,Grassland
1095,Forest,Water,Water,Water,Water,Wetland
1096,Forest,Water,Water,Water,Water,Water
1097,Forest,Water,Water,Water,Water,Forest
1098,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1099,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1100,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1101,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1102,Forest,Water,Forest,NULL,Non_Wetland,Water
1103,Forest,Water,Forest,NULL,Non_Wetland,Forest
1104,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1105,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1106,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1107,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1108,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1109,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1110,Forest,Water,Forest,Water,Non_Wetland,Grassland
1111,Forest,Water,Forest,Water,Non_Wetland,Water
1112,Forest,Water,Forest,Water,Non_Wetland,Forest
1113,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1114,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1115,Forest,Forest,NULL,NULL,Non_Wetland,Water
1116,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1117,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1118,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1119,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1120,Forest,Forest,NULL,Water,Non_Wetland,Forest
1121,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1122,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1123,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1124,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1125,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1126,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1127,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1128,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1129,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1130,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1131,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1132,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1133,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1134,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1135,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1136,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1137,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1138,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1139,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1140,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1141,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1142,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1143,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1144,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1145,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1146,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1147,Forest,Forest,Grassland,Water,Non_Wetland,Water
1148,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1149,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1150,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1151,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1152,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1153,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1154,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1155,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1156,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1157,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1158,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1159,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1160,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1161,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1162,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1163,Forest,Forest,Cropland,Water,Non_Wetland,Water
1164,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1165,Forest,Forest,Wetland,NULL,Wetland,NULL
1166,Forest,Forest,Wetland,NULL,Wetland,Grassland
1167,Forest,Forest,Wetland,NULL,Wetland,Wetland
1168,Forest,Forest,Wetland,NULL,Wetland,Bareland
1169,Forest,Forest,Wetland,NULL,Wetland,Water
1170,Forest,Forest,Wetland,NULL,Wetland,Forest
1171,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1172,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1173,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1174,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1175,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1176,Forest,Forest,Wetland,Non_Water,Wetland,Built-up
1177,Forest,Forest,Wetland,Non_Water,Wetland,Water
1178,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1179,Forest,Forest,Wetland,Water,Wetland,NULL
1180,Forest,Forest,Wetland,Water,Wetland,Grassland
1181,Forest,Forest,Wetland,Water,Wetland,Cropland
1182,Forest,Forest,Wetland,Water,Wetland,Wetland
1183,Forest,Forest,Wetland,Water,Wetland,Bareland
1184,Forest,Forest,Wetland,Water,Wetland,Water
1185,Forest,Forest,Wetland,Water,Wetland,Forest
1186,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1187,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1188,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1189,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1190,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1191,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1192,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1193,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1194,Forest,Forest,Bareland,Water,Non_Wetland,Water
1195,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1196,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1197,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1198,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1199,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1200,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1201,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1202,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
1203,Forest,Forest,Built-up,Water,Non_Wetland,Water
1204,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1205,Forest,Forest,Water,NULL,Water,Grassland
1206,Forest,Forest,Water,NULL,Water,Wetland
1207,Forest,Forest,Water,NULL,Water,Bareland
1208,Forest,Forest,Water,NULL,Water,Water
1209,Forest,Forest,Water,NULL,Water,Forest
1210,Forest,Forest,Water,Non_Water,Water,NULL
1211,Forest,Forest,Water,Non_Water,Water,Grassland
1212,Forest,Forest,Water,Non_Water,Water,Wetland
1213,Forest,Forest,Water,Non_Water,Water,Bareland
1214,Forest,Forest,Water,Non_Water,Water,Water
1215,Forest,Forest,Water,Non_Water,Water,Forest
1216,Forest,Forest,Water,Water,Water,NULL
1217,Forest,Forest,Water,Water,Water,Grassland
1218,Forest,Forest,Water,Water,Water,Cropland
1219,Forest,Forest,Water,Water,Water,Wetland
1220,Forest,Forest,Water,Water,Water,Bareland
1221,Forest,Forest,Water,Water,Water,Water
1222,Forest,Forest,Water,Water,Water,Forest
1223,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1224,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1225,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1226,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1227,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1228,Forest,Forest,Forest,NULL,Non_Wetland,Water
1229,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1230,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1231,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1232,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1233,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1234,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1235,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1236,Forest,Forest,Forest,Water,Non_Wetland,NULL
1237,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1238,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1239,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1240,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1241,Forest,Forest,Forest,Water,Non_Wetland,Water
1242,Forest,Forest,Forest,Water,Non_Wetland,Forest
