Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTU_M_R
2766,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2767,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2768,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
2769,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2770,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2771,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2772,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2773,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2774,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2775,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2776,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2777,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2778,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2779,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2780,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2781,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2782,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2783,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2784,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2785,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2786,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2787,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2788,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2789,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2790,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2791,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2792,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2793,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
2794,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2795,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2796,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2797,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2798,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2799,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2800,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2801,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2802,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2803,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
2804,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2805,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
2806,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
2807,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2808,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2809,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2810,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2811,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2812,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2813,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
2814,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
2815,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2816,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2817,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2818,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2819,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
2820,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
2821,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
2822,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
2823,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2824,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2825,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2826,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2827,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2828,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2829,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2830,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2831,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2832,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2833,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2834,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2835,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2836,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2837,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2838,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2839,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2840,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2841,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2842,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2843,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2844,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2845,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2846,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2847,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2848,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2849,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2850,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2851,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2852,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2853,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2854,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2855,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2856,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2857,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2858,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2859,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2860,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2861,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2862,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2863,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2864,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2865,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2866,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2867,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2868,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2869,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2870,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2871,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2872,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2873,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2874,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2875,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2876,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2877,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2878,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2879,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2880,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2881,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2882,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2883,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2884,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2885,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2886,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2887,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2888,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2889,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2890,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2891,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2892,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2893,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2894,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2895,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
2896,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2897,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2898,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2899,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2900,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2901,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2902,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2903,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2904,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2905,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2906,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2907,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2908,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2909,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2910,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2911,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2912,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2913,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2914,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2915,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2916,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2917,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2918,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2919,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2920,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2921,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2922,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2923,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2924,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2925,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2926,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2927,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2928,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2929,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2930,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2931,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2932,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2933,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2934,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
2935,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2936,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
2937,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
2938,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2939,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2940,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2941,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2942,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2943,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
2944,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2945,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2946,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2947,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2948,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2949,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2950,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2951,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2952,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2953,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2954,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2955,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2956,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2957,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2958,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2959,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2960,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2961,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2962,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2963,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2964,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2965,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2966,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2967,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2968,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2969,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2970,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2971,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2972,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2973,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2974,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2975,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2976,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2977,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2978,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2979,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2980,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2981,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2982,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2983,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2984,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2985,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2986,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
2987,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2988,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2989,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2990,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
2991,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2992,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2993,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2994,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
2995,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2996,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2997,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2998,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2999,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3000,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3001,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
3002,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3003,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3004,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3005,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3006,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
3007,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3008,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3009,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3010,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3011,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3012,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3013,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3014,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
3015,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3016,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3017,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3018,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3019,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3020,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3021,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3022,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3023,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3024,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3025,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3026,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3027,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3028,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3029,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3030,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3031,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3032,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3033,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3034,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
3035,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3036,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3037,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
3038,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3039,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
3040,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
3041,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3042,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3043,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3044,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3045,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3046,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3047,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3048,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3049,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3050,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3051,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3052,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3053,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
3054,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3055,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3056,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3057,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3058,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3059,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3060,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3061,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3062,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
3063,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
3064,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
3065,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
3066,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3067,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3068,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3069,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3070,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3071,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3072,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3073,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3074,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3075,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3076,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3077,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3078,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3079,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3080,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3081,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3082,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3083,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3084,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
3085,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3086,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3087,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3088,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3089,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3090,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3091,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3092,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3093,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3094,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
3095,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3096,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3097,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3098,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3099,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3100,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3101,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
3102,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
