Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFQ_M_R
669,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
670,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
671,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
672,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
673,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
674,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
675,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
676,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
677,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
678,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
679,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
680,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
681,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
683,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
684,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
686,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
687,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
688,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
689,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
690,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
691,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
692,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
693,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
694,Water,NULL,Water,NULL,Water,NULL,NULL,Water
695,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
696,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
697,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
698,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
699,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
700,Water,NULL,Water,Water,Water,NULL,NULL,Water
701,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
702,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
703,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
704,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
705,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
706,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
707,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
708,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
709,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
710,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
711,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
712,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
713,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
714,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
715,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
716,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
717,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
718,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
719,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
720,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
721,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
722,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
724,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
725,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
726,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
727,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
728,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
729,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
731,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
732,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
733,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
734,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
735,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
736,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
737,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
738,Water,Wetland,Water,Water,Water,NULL,NULL,Water
739,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
740,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
741,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
742,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
743,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
744,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
745,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
746,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
747,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
748,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
750,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
751,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
752,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
753,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
754,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
756,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
757,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
758,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
759,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
760,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
764,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
765,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
766,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
767,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
768,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
769,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
770,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
771,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
772,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
773,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
774,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
775,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
776,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
777,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
778,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
779,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
781,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
782,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
783,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
784,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
787,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
788,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
789,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
790,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
791,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
792,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
793,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
794,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
795,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
796,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
797,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
798,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
799,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
800,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
801,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
802,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
803,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
804,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
805,Water,Bareland,Water,Water,Water,NULL,NULL,Water
806,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
807,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
808,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
809,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
810,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
811,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
812,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
813,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
814,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
815,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
816,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
817,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
818,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
819,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
821,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
822,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
823,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
824,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
825,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
826,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
827,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
828,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
829,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
830,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
831,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
832,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
833,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
834,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
835,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
836,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
837,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
838,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
839,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
841,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
842,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
844,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
845,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
846,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
847,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
848,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
849,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
850,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
851,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
852,Water,Water,Water,NULL,Water,NULL,NULL,Water
853,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
854,Water,Water,Water,Water,Water,NULL,NULL,Grassland
855,Water,Water,Water,Water,Water,NULL,NULL,Bareland
856,Water,Water,Water,Water,Water,NULL,NULL,Water
857,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
858,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
859,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
861,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
862,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
863,Water,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Water
864,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
865,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
866,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
867,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
869,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
870,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
871,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
872,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
873,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
874,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
875,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
876,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
877,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
878,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
879,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
881,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
883,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
884,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
885,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
886,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
887,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
888,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
889,Water,Forest,Water,Water,Water,NULL,NULL,Water
890,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
891,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
892,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
893,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
894,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
895,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
896,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
897,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
898,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
899,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
900,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
901,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
902,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
903,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
904,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
905,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
906,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
907,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
908,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
909,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
910,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
911,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
912,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
913,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
914,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
917,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
918,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
919,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
920,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
921,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
922,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
923,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
924,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
925,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
926,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
927,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
928,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
929,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
930,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
932,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
933,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
934,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
935,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
936,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
937,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
938,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
939,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
940,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
941,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
942,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
943,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
944,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
946,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
947,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
948,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
949,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
950,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
951,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
952,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
953,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
954,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
955,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
956,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
957,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
958,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
959,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
960,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
961,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
962,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
963,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
964,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
965,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
966,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
967,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
968,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
969,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
970,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
971,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
972,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
973,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Water
974,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
975,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
976,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
978,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
979,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
980,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Water
981,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
982,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Water
983,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
984,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
985,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
986,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
987,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
988,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
989,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
990,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
991,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
992,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
993,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
994,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
995,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
996,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
997,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
