Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDJ_M_R
18536,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
18537,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
18538,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
18539,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
18540,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
18541,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
18542,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
18543,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Forest
18544,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
18545,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
18546,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
18547,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
18548,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
18549,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
18550,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
18551,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Wetland
18552,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
18553,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Water
18554,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
18555,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
18556,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
18557,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
18558,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
18559,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
18560,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
18561,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
18562,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
18563,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
18564,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
18565,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
18566,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
18567,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
18568,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
18569,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
18570,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
18571,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
18572,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
18573,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
18574,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
18575,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
18576,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
18577,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
18578,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
18579,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
18580,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
18581,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
18582,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
18583,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
18584,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
18585,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
18586,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
18587,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
18588,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
18589,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
18590,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
18591,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
18592,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
18593,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
18594,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
18595,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18596,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
18597,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
18598,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
18599,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
18600,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
18601,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
18602,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
18603,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
18604,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
18605,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
18606,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
18607,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
18608,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
18609,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
18610,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
18611,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
18612,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
18613,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
18614,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
18615,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18616,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
18617,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
18618,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
18619,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
18620,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
18621,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
18622,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
18623,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
18624,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
18625,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
18626,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
18627,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
18628,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
18629,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
18630,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
18631,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
18632,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
18633,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
18634,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
18635,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
18636,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
18637,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
18638,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
18639,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
18640,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
18641,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
18642,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
18643,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
18644,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
18645,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
18646,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Water
18647,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
18648,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
18649,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
18650,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
18651,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
18652,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
18653,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
18654,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
18655,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
18656,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
18657,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
18658,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Water
18659,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,NULL
18660,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
18661,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
18662,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
18663,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
18664,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Water
18665,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Forest
18666,Forest,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
18667,Forest,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
18668,Forest,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Forest
18669,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
18670,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
18671,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
18672,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
18673,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Water
18674,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Forest
18675,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
18676,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
18677,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
18678,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
18679,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
18680,Forest,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
18681,Forest,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Water
18682,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
18683,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
18684,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
18685,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
18686,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
18687,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
18688,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
18689,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
18690,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
18691,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
18692,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Water
18693,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Forest
18694,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
18695,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
18696,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
18697,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
18698,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18699,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18700,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
18701,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18702,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
18703,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
18704,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
18705,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18706,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
18707,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
18708,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
18709,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Water
18710,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
18711,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
18712,Forest,Wetland,Built-up,Water,Non_Wetland,Shrubland,Water,Forest
18713,Forest,Wetland,Water,NULL,Water,NULL,Shrubland,Water
18714,Forest,Wetland,Water,NULL,Water,NULL,Forest,Grassland
18715,Forest,Wetland,Water,NULL,Water,NULL,Forest,Forest
18716,Forest,Wetland,Water,NULL,Water,Shrubland,NULL,Wetland
18717,Forest,Wetland,Water,NULL,Water,Shrubland,NULL,Water
18718,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
18719,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Water
18720,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
18721,Forest,Wetland,Water,NULL,Water,Shrubland,Grassland,Forest
18722,Forest,Wetland,Water,NULL,Water,Shrubland,Wetland,Grassland
18723,Forest,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
18724,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
18725,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Water
18726,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Forest
18727,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Wetland
18728,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Forest
18729,Forest,Wetland,Water,NULL,Water,Grassland,Shrubland,Grassland
18730,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Water
18731,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
18732,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
18733,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
18734,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
18735,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
18736,Forest,Wetland,Water,NULL,Water,Bareland,Shrubland,Forest
18737,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
18738,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Water
18739,Forest,Wetland,Water,NULL,Water,Bareland,Water,Grassland
18740,Forest,Wetland,Water,NULL,Water,Bareland,Water,Wetland
18741,Forest,Wetland,Water,NULL,Water,Bareland,Water,Forest
18742,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Water
18743,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
18744,Forest,Wetland,Water,NULL,Water,Water,Water,Water
18745,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
18746,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
18747,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
18748,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
18749,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
18750,Forest,Wetland,Water,NULL,Water,Forest,Forest,Grassland
18751,Forest,Wetland,Water,NULL,Water,Forest,Forest,Water
18752,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
18753,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
18754,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Water
18755,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
18756,Forest,Wetland,Water,Non_Water,Water,Shrubland,NULL,Wetland
18757,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
18758,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Water
18759,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
18760,Forest,Wetland,Water,Non_Water,Water,Shrubland,Wetland,Wetland
18761,Forest,Wetland,Water,Non_Water,Water,Shrubland,Wetland,Water
18762,Forest,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
18763,Forest,Wetland,Water,Non_Water,Water,Shrubland,Water,Water
18764,Forest,Wetland,Water,Non_Water,Water,Shrubland,Water,Forest
18765,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Wetland
18766,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Water
18767,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Forest
18768,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
18769,Forest,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Grassland
18770,Forest,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
18771,Forest,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Forest
18772,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
18773,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
18774,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
18775,Forest,Wetland,Water,Non_Water,Water,Bareland,NULL,Forest
18776,Forest,Wetland,Water,Non_Water,Water,Bareland,Shrubland,Forest
18777,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Grassland
18778,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Wetland
18779,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
18780,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Water
18781,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
18782,Forest,Wetland,Water,Non_Water,Water,Bareland,Forest,Forest
18783,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Water
18784,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
18785,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
18786,Forest,Wetland,Water,Non_Water,Water,Water,Water,Bareland
18787,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
18788,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
18789,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Water
18790,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
18791,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Wetland
18792,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
18793,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
18794,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
18795,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Water
18796,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
18797,Forest,Wetland,Water,Water,Water,Shrubland,NULL,Wetland
18798,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
18799,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Forest
18800,Forest,Wetland,Water,Water,Water,Shrubland,Grassland,Forest
18801,Forest,Wetland,Water,Water,Water,Shrubland,Wetland,Grassland
18802,Forest,Wetland,Water,Water,Water,Shrubland,Wetland,Wetland
18803,Forest,Wetland,Water,Water,Water,Shrubland,Water,Grassland
18804,Forest,Wetland,Water,Water,Water,Shrubland,Water,Wetland
18805,Forest,Wetland,Water,Water,Water,Shrubland,Water,Water
18806,Forest,Wetland,Water,Water,Water,Shrubland,Water,Forest
18807,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
18808,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Water
18809,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Forest
18810,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
18811,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
18812,Forest,Wetland,Water,Water,Water,Wetland,Shrubland,Forest
18813,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
18814,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
18815,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
18816,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
18817,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
18818,Forest,Wetland,Water,Water,Water,Bareland,Shrubland,Water
18819,Forest,Wetland,Water,Water,Water,Bareland,Grassland,Grassland
18820,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
18821,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Water
18822,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
18823,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
18824,Forest,Wetland,Water,Water,Water,Water,Shrubland,Water
18825,Forest,Wetland,Water,Water,Water,Water,Shrubland,Forest
18826,Forest,Wetland,Water,Water,Water,Water,Water,NULL
18827,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
18828,Forest,Wetland,Water,Water,Water,Water,Water,Water
18829,Forest,Wetland,Water,Water,Water,Water,Water,Forest
18830,Forest,Wetland,Water,Water,Water,Water,Forest,Water
18831,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Water
18832,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Forest
18833,Forest,Wetland,Water,Water,Water,Forest,Water,Water
18834,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
18835,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
18836,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
18837,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
18838,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
18839,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
18840,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
18841,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
18842,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
18843,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
18844,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
18845,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18846,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18847,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18848,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
18849,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18850,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
18851,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
18852,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
18853,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18854,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
18855,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
18856,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
18857,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
18858,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Water
18859,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
18860,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
18861,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
18862,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
18863,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
18864,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
18865,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18866,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
18867,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
18868,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
18869,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
18870,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
18871,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
18872,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18873,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
18874,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
18875,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
18876,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
18877,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
18878,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
18879,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
18880,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
18881,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
18882,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
18883,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
18884,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
18885,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18886,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
