Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEF_M_R
1048,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1049,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1050,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1051,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1053,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1054,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1055,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1056,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1057,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1058,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1059,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1060,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1061,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1063,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1066,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1068,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1069,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1070,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1073,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1075,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1076,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1079,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1080,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1082,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1083,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1084,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1085,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1086,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1087,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1088,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1089,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1090,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1091,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1092,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1093,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1094,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1096,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1097,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1098,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1100,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1101,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1102,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1103,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1104,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1105,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1106,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1107,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1109,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1110,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1111,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1112,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1113,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1114,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1115,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1116,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1117,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1119,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1120,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1121,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1122,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1123,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1124,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1125,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1126,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1127,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1128,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1129,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1130,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1131,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1132,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1133,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1134,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1135,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1136,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1138,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1139,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1141,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1142,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1143,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1144,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1146,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1147,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1148,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1149,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1150,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1151,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1152,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1153,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1154,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1155,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1156,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1157,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1158,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1159,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1161,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1163,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1164,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1165,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1166,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1167,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1168,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1171,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1172,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1173,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1174,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1175,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1176,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1177,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1178,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1179,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1180,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1181,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1182,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1185,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1186,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1187,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1188,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1189,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1190,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1191,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1192,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1193,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1194,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1195,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1196,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1197,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1198,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1199,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1201,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1202,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1203,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1204,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1205,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1206,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1207,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1208,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1209,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1210,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1211,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1212,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1213,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1214,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1215,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1216,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1217,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1218,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1219,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1220,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1221,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1222,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1223,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1224,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1225,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1226,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1227,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1228,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1229,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1230,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1232,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1233,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1234,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1235,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1236,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1237,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1240,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1243,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1244,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1245,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1246,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1247,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1248,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1249,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1250,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1252,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1253,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1254,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1255,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1256,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1257,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1258,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1259,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1260,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1261,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1262,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1263,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1264,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1265,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1266,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1267,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1268,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1269,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1270,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1271,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1272,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1273,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1274,Forest,Water,Water,Water,Water,NULL,NULL,Water
1275,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1276,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1277,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1278,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1280,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1281,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1282,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1283,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1284,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1285,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1286,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1287,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1288,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1289,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1290,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1291,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1292,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1293,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1295,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1296,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1297,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1298,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1299,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1300,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1301,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1302,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1303,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1304,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1305,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1306,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1307,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1308,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1309,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1310,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1311,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1312,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1313,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1315,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1316,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1317,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1318,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1319,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1321,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1322,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1323,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1324,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1325,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1326,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1327,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1328,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1329,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1330,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1331,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1332,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1333,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1334,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1335,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1336,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1337,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1338,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1339,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1340,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1341,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1342,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1343,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1344,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1345,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1346,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1347,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1348,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1349,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1350,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1351,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1352,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1354,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1355,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1356,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1357,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1358,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1359,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1360,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1361,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1362,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1363,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1364,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1365,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1366,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1367,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1368,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1369,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1370,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1371,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1372,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1373,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1374,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1375,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1376,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1377,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1378,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1379,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1380,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1381,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1382,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1383,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1384,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1385,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1386,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1387,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1388,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1389,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1390,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
