Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUU_M_R
2614,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2615,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2616,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2617,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2618,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2619,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2620,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2621,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2622,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2623,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2624,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2625,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2626,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2627,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2628,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2629,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
2630,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2631,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2632,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2633,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2634,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2635,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2636,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2637,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2638,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2639,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2640,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2641,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
2642,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2643,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2644,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2645,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2646,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2647,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
2648,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2649,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2650,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2651,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2652,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2653,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2654,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2655,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2656,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2657,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2658,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2659,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
2660,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2661,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
2662,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2663,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2664,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2665,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2666,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2667,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2668,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2669,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
2670,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2671,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
2672,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
2673,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2674,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2675,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2676,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2677,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2678,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2679,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2680,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2681,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2682,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2683,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2684,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2685,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2686,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2687,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2688,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2689,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2690,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2691,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2692,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2693,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2694,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2695,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2696,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2697,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2698,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2699,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2700,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2701,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2702,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2703,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2704,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2705,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2706,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2707,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2708,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2709,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2710,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2711,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2712,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2713,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2714,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2715,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2716,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2717,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2718,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2719,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2720,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2721,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2722,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2723,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2724,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2725,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2726,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2727,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2728,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2729,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2730,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
2731,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2732,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2733,Forest,Cropland,Water,Water,Water,Grassland,Grassland,Wetland
2734,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2735,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2736,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2737,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2738,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2739,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2740,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2741,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2742,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2743,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2744,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2745,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2746,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2747,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2748,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2749,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2750,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2751,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2752,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2753,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2754,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2755,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2756,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2757,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2758,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2759,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2760,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2761,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2762,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2763,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2764,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2765,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2766,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2767,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2768,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2769,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2770,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2771,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2772,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2773,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2774,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2775,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2776,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2777,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2778,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2779,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2780,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
2781,Forest,Water,Water,Water,Water,NULL,NULL,Water
2782,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2783,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2784,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2785,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2786,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2787,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2788,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2789,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2790,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2791,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
2792,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2793,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2794,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2795,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2796,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2797,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2798,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
2799,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2800,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2801,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2802,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2803,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2804,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2805,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2806,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2807,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2808,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2809,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2810,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2811,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2812,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
2813,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2814,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2815,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2816,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2817,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2818,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2819,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2820,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2821,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2822,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2823,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2824,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2825,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Wetland
2826,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
2827,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2828,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
2829,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2830,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
2831,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2832,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
2833,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2834,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2835,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2836,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2837,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2838,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2839,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2840,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2841,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2842,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2843,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2844,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2845,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2846,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2847,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
2848,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2849,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2850,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2851,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2852,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2853,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2854,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2855,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2856,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2857,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2858,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2859,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2860,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2861,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2862,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2863,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2864,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2865,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2866,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2867,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2868,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2869,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2870,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2871,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2872,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2873,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2874,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2875,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2876,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2877,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2878,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
2879,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2880,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2881,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2882,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2883,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2884,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2885,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2886,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2887,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2888,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2889,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2890,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2891,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2892,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2893,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2894,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2895,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2896,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2897,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2898,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2899,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2900,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2901,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2902,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2903,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2904,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2905,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2906,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2907,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2908,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
2909,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2910,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
2911,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2912,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
2913,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2914,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2915,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2916,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2917,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2918,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2919,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2920,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2921,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2922,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2923,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2924,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2925,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2926,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2927,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2928,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2929,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2931,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2933,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2934,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2935,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2936,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2937,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
