Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEV_M_R
666,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
667,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
668,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
669,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
670,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
671,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
672,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
673,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
674,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
675,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
676,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
677,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
678,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
679,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
680,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
681,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
682,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
683,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
686,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
688,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
689,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
690,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
691,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
692,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
694,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
695,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
696,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
697,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
698,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
699,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
700,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
701,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
702,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
703,Bareland,Water,Water,Water,Water,NULL,NULL,Water
704,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
705,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
706,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
707,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
708,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
709,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
710,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
712,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
713,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
714,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
715,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
716,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
717,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
718,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
719,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
720,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
721,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
722,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
723,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
724,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
725,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
726,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
727,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
729,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
730,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
731,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
732,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
734,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
735,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
736,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
738,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
739,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
740,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
741,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
742,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
743,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
744,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
746,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
747,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
748,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
749,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
750,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
751,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
752,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
753,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
754,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
755,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
756,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
757,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
758,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
759,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
760,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
761,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
762,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
763,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
764,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
765,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
766,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
767,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
769,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
770,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
771,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
773,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
774,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
775,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
776,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
777,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
778,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
779,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
780,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
781,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
782,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
783,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
784,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
785,Water,NULL,Water,NULL,Water,NULL,NULL,Water
786,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
787,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
788,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
789,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
790,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
791,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
792,Water,NULL,Water,Water,Water,NULL,NULL,Water
793,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
794,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
795,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
796,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
797,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
798,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
799,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
800,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
801,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
802,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
803,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
804,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
805,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
806,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
807,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
808,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
810,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
811,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
812,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
813,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
814,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
815,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
816,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
818,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
819,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
820,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
821,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
822,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
823,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
824,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
825,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
826,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
827,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
828,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
829,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
832,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
833,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
834,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
835,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
836,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
837,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
838,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
839,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
840,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
841,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
842,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
843,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
844,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
845,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
846,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
847,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
848,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
849,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
850,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
851,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
852,Water,Bareland,Water,Water,Water,NULL,NULL,Water
853,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
854,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
855,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
856,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
857,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Grassland
858,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
859,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
860,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
861,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
862,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
864,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
865,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
866,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
867,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
869,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
870,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
871,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
872,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
873,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
874,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
875,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
876,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
877,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
878,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
879,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
880,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
881,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
882,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
883,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
884,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
885,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
886,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
887,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
888,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
889,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
890,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
891,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
893,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
894,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
895,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
896,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
897,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
898,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
899,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
900,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
901,Water,Water,Water,NULL,Water,NULL,NULL,Water
902,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
903,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
904,Water,Water,Water,Water,Water,NULL,NULL,Grassland
905,Water,Water,Water,Water,Water,NULL,NULL,Bareland
906,Water,Water,Water,Water,Water,NULL,NULL,Water
907,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
908,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
909,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
910,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
911,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
912,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
913,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
914,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
915,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
916,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
917,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
918,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
919,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
920,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
921,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
922,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
923,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
925,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
926,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
927,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
928,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
929,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
930,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
931,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
932,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
933,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
934,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
935,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
936,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
937,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
938,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
939,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
940,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
941,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
942,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
943,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
944,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
945,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
946,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
947,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
949,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
950,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
952,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
953,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
954,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
955,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
956,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
957,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
958,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
959,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
960,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
961,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
962,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
963,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
964,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
965,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
966,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
967,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
968,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
969,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
970,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
971,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
972,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
973,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
974,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
975,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
976,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
977,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
978,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
979,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
980,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
981,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
982,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
983,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
984,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
985,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
986,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
987,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
989,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
990,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
991,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
992,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
993,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
994,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
995,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
996,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
998,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
999,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1001,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
