Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKB_M_R
20955,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
20956,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
20957,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
20958,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
20959,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
20960,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
20961,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
20962,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
20963,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
20964,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
20965,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
20966,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
20967,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
20968,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
20969,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
20970,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
20971,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
20972,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
20973,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
20974,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
20975,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
20976,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
20977,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
20978,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
20979,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
20980,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
20981,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
20982,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
20983,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
20984,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
20985,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
20986,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
20987,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
20988,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
20989,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
20990,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
20991,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
20992,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
20993,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
20994,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
20995,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
20996,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
20997,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
20998,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
20999,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
21000,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
21001,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
21002,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
21003,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
21004,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
21005,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
21006,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
21007,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
21008,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
21009,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
21010,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
21011,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
21012,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
21013,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
21014,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
21015,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
21016,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
21017,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
21018,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
21019,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
21020,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
21021,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
21022,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
21023,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
21024,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
21025,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
21026,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
21027,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
21028,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
21029,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
21030,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
21031,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21032,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
21033,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
21034,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
21035,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
21036,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
21037,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
21038,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
21039,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
21040,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
21041,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
21042,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
21043,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
21044,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
21045,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
21046,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
21047,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
21048,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
21049,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
21050,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
21051,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
21052,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
21053,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
21054,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
21055,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
21056,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
21057,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
21058,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
21059,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
21060,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
21061,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
21062,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Forest,Forest
21063,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
21064,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
21065,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
21066,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
21067,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
21068,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
21069,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
21070,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
21071,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
21072,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
21073,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
21074,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
21075,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
21076,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
21077,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
21078,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
21079,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
21080,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
21081,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
21082,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
21083,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
21084,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
21085,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
21086,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
21087,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
21088,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
21089,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
21090,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21091,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
21092,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
21093,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
21094,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
21095,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
21096,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
21097,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
21098,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
21099,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
21100,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
21101,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
21102,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21103,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
21104,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
21105,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
21106,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
21107,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
21108,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
21109,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
21110,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
21111,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
21112,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
21113,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
21114,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
21115,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
21116,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
21117,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
21118,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
21119,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
21120,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
21121,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
21122,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
21123,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
21124,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
21125,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
21126,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
21127,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
21128,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
21129,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Forest
21130,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,NULL
21131,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
21132,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
21133,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
21134,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
21135,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,NULL
21136,Forest,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Forest
21137,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Cropland
21138,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
21139,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
21140,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
21141,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
21142,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
21143,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Water
21144,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
21145,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
21146,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
21147,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
21148,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
21149,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
21150,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
21151,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
21152,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,NULL
21153,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
21154,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
21155,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
21156,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
21157,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
21158,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Water,Forest
21159,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
21160,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
21161,Forest,Cropland,Wetland,Water,Wetland,Forest,Water,Forest
21162,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Cropland
21163,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
21164,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
21165,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
21166,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
21167,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
21168,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
21169,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
21170,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
21171,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
21172,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
21173,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
21174,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21175,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21176,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
21177,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21178,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
21179,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
21180,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
21181,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
21182,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
21183,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
21184,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
21185,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
21186,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21187,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
21188,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
21189,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
21190,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
21191,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
21192,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
21193,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
21194,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
21195,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
21196,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
21197,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
21198,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Cropland
21199,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
21200,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
21201,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
21202,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
21203,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21204,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
21205,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
21206,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
21207,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
21208,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
21209,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
21210,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
21211,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
21212,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
21213,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
21214,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
21215,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
21216,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
21217,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,Wetland,NULL
21218,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
21219,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
21220,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
21221,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,NULL
21222,Forest,Cropland,Water,NULL,Water,Shrubland,Grassland,Forest
21223,Forest,Cropland,Water,NULL,Water,Shrubland,Water,Water
21224,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
21225,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
21226,Forest,Cropland,Water,NULL,Water,Grassland,Water,Forest
21227,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
21228,Forest,Cropland,Water,NULL,Water,Bareland,Water,Grassland
21229,Forest,Cropland,Water,NULL,Water,Bareland,Water,Forest
21230,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Forest
21231,Forest,Cropland,Water,NULL,Water,Water,Shrubland,Water
21232,Forest,Cropland,Water,NULL,Water,Water,Shrubland,Forest
21233,Forest,Cropland,Water,NULL,Water,Water,Water,NULL
21234,Forest,Cropland,Water,NULL,Water,Water,Water,Water
21235,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
21236,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
21237,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
21238,Forest,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
21239,Forest,Cropland,Water,Non_Water,Water,NULL,Forest,Water
21240,Forest,Cropland,Water,Non_Water,Water,Shrubland,NULL,Wetland
21241,Forest,Cropland,Water,Non_Water,Water,Grassland,Forest,Grassland
21242,Forest,Cropland,Water,Non_Water,Water,Wetland,Forest,Water
21243,Forest,Cropland,Water,Non_Water,Water,Wetland,Forest,Forest
21244,Forest,Cropland,Water,Non_Water,Water,Water,Forest,Water
21245,Forest,Cropland,Water,Non_Water,Water,Forest,NULL,Forest
21246,Forest,Cropland,Water,Non_Water,Water,Forest,Water,Forest
21247,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
21248,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
21249,Forest,Cropland,Water,Water,Water,Shrubland,NULL,Grassland
21250,Forest,Cropland,Water,Water,Water,Shrubland,Shrubland,NULL
21251,Forest,Cropland,Water,Water,Water,Shrubland,Wetland,Grassland
21252,Forest,Cropland,Water,Water,Water,Wetland,Water,Water
21253,Forest,Cropland,Water,Water,Water,Bareland,Shrubland,Water
21254,Forest,Cropland,Water,Water,Water,Water,Shrubland,Water
21255,Forest,Cropland,Water,Water,Water,Water,Water,Water
21256,Forest,Cropland,Water,Water,Water,Forest,Water,Grassland
21257,Forest,Cropland,Water,Water,Water,Forest,Water,Forest
21258,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
21259,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
21260,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
21261,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
21262,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
21263,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
21264,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
21265,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
21266,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
21267,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
21268,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
21269,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
21270,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
21271,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
21272,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
21273,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
21274,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
21275,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
21276,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
21277,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
21278,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
21279,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
21280,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
21281,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
21282,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
