Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVA_M_R
746,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
747,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
748,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
749,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
750,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
751,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
752,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
753,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
754,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
755,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
756,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
757,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
758,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
759,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
760,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
761,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
762,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
763,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
764,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
765,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
766,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
767,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
768,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
769,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
770,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
771,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
772,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
773,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
774,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
775,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
776,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
777,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
778,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
779,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
780,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
781,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
782,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
783,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
784,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
785,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
786,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
787,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
788,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
789,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
790,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
791,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
792,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
793,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
794,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
795,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
796,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
797,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
798,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
799,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
800,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
801,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
802,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
803,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
804,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
805,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
806,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
807,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
808,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
809,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
810,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
811,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
812,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
813,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
814,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
815,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
816,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
817,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
818,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
819,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
820,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
821,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
822,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
823,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
824,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
825,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
826,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
827,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
828,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
829,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
830,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
831,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
832,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
833,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
834,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
835,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
836,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
837,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
838,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
839,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
840,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
841,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
842,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
843,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
844,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
845,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
846,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
847,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
848,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
849,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
850,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
851,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
852,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
853,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
854,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
855,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
856,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
857,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
858,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
859,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
860,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
861,Forest,Water,Water,NULL,Water,NULL,Water,Water
862,Forest,Water,Water,NULL,Water,NULL,Water,Forest
863,Forest,Water,Water,NULL,Water,NULL,Forest,Water
864,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
865,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
866,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
867,Forest,Water,Water,NULL,Water,Wetland,Water,Water
868,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
869,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
870,Forest,Water,Water,NULL,Water,Water,Wetland,Water
871,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
872,Forest,Water,Water,NULL,Water,Water,Water,Grassland
873,Forest,Water,Water,NULL,Water,Water,Water,Wetland
874,Forest,Water,Water,NULL,Water,Water,Water,Bareland
875,Forest,Water,Water,NULL,Water,Water,Water,Water
876,Forest,Water,Water,NULL,Water,Water,Water,Forest
877,Forest,Water,Water,NULL,Water,Water,Forest,Water
878,Forest,Water,Water,NULL,Water,Water,Forest,Forest
879,Forest,Water,Water,NULL,Water,Forest,Water,Water
880,Forest,Water,Water,NULL,Water,Forest,Water,Forest
881,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
882,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
883,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
884,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
885,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
886,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
887,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
888,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
889,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
890,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
891,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
892,Forest,Water,Water,Non_Water,Water,Water,Water,Water
893,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
894,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
895,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
896,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
897,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
898,Forest,Water,Water,Water,Water,NULL,Wetland,Water
899,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
900,Forest,Water,Water,Water,Water,NULL,Water,Water
901,Forest,Water,Water,Water,Water,NULL,Water,Forest
902,Forest,Water,Water,Water,Water,NULL,Forest,Water
903,Forest,Water,Water,Water,Water,NULL,Forest,Forest
904,Forest,Water,Water,Water,Water,Grassland,Water,Water
905,Forest,Water,Water,Water,Water,Wetland,Water,Water
906,Forest,Water,Water,Water,Water,Wetland,Water,Forest
907,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
908,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
909,Forest,Water,Water,Water,Water,Water,Wetland,Water
910,Forest,Water,Water,Water,Water,Water,Wetland,Forest
911,Forest,Water,Water,Water,Water,Water,Water,Grassland
912,Forest,Water,Water,Water,Water,Water,Water,Wetland
913,Forest,Water,Water,Water,Water,Water,Water,Bareland
914,Forest,Water,Water,Water,Water,Water,Water,Water
915,Forest,Water,Water,Water,Water,Water,Water,Forest
916,Forest,Water,Water,Water,Water,Water,Forest,Water
917,Forest,Water,Water,Water,Water,Water,Forest,Forest
918,Forest,Water,Water,Water,Water,Forest,Wetland,Water
919,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
920,Forest,Water,Water,Water,Water,Forest,Water,Water
921,Forest,Water,Water,Water,Water,Forest,Water,Forest
922,Forest,Water,Water,Water,Water,Forest,Forest,Water
923,Forest,Water,Water,Water,Water,Forest,Forest,Forest
924,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
925,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
926,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
927,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
928,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
929,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
930,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
931,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
932,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
933,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
934,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
935,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
936,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
937,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
938,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
939,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
940,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
941,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
942,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
943,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
944,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
945,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
946,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
947,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
948,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
949,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
950,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
951,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
952,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
953,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
954,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
955,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
956,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
957,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
958,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
959,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
960,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
961,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
962,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
963,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
964,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
965,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
966,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
967,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
968,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
969,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
970,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
971,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
972,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
973,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
974,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
975,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
976,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
977,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
978,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
979,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
980,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
981,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
982,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
983,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
984,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
985,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
986,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
987,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
988,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
989,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
990,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
991,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
992,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
993,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
994,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
995,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
996,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
997,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
998,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
999,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1000,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1001,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1002,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1003,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1004,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1005,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1006,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1007,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1008,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1009,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1010,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1011,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1012,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1013,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
1014,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1015,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1016,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1017,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1018,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
1019,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1020,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1021,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1022,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1023,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1024,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1025,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1026,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1027,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1028,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1029,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1030,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1031,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1034,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1035,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1036,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1037,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1038,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1039,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1040,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1041,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1042,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1043,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1044,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1045,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1046,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1047,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1048,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1049,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1050,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1051,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1052,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1053,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1054,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1055,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1056,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1057,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1058,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1059,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1060,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
1061,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1062,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1063,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1064,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1065,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1066,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1067,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1068,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1069,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1070,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
1071,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1072,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1073,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1074,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1075,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1076,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1077,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1078,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1079,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1080,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1081,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1082,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1083,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
1084,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1085,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1086,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1087,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1088,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1089,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1090,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1091,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1092,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1093,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1094,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1095,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1096,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1097,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1098,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1099,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1100,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1101,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1102,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1103,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1104,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1105,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1106,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1107,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1108,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1109,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1110,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1111,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1112,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1113,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1114,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1115,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1116,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1117,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1118,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1119,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1120,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1121,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1122,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
