Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBV_M_R
691,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
692,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Grassland,Bareland
693,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
694,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
695,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
696,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
697,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
698,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Water
699,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,NULL,Grassland
700,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,NULL,Water
701,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,Wetland,Water
702,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland,Water,Water
703,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
704,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
705,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Water
706,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,NULL,Water
707,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Grassland,Water
708,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
709,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
710,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
711,Bareland,Bareland,Water,NULL,Water,Cropland,Water,Water
712,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
713,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
714,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
715,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
716,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
717,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Water
718,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
719,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
720,Bareland,Bareland,Water,Water,Water,Water,Water,Water
721,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
722,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
723,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
724,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
725,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
726,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
727,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
728,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
729,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
730,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
731,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
732,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
733,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
734,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
735,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
736,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
737,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
738,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
739,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
740,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
741,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
742,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
743,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
744,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
745,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
746,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
747,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
748,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
749,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
750,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
751,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
752,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
753,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
754,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
755,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
756,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
757,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
758,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
759,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
760,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
761,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
762,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
763,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
764,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
765,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
766,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
767,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
768,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
769,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
770,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
771,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
772,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
773,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
774,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
775,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
776,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
777,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
778,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
779,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
780,Bareland,Water,Water,NULL,Water,Grassland,Water,Water
781,Bareland,Water,Water,NULL,Water,Water,Water,Water
782,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
783,Bareland,Water,Water,Non_Water,Water,Water,Water,Forest
784,Bareland,Water,Water,Water,Water,Grassland,Water,Water
785,Bareland,Water,Water,Water,Water,Wetland,Water,Water
786,Bareland,Water,Water,Water,Water,Water,Water,Water
787,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
788,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
789,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
790,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
791,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
792,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
793,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
794,Bareland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
795,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
796,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
797,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
798,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
799,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
800,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
801,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
802,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
803,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
804,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
805,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
806,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
807,Bareland,Forest,Water,NULL,Water,Grassland,Water,Forest
808,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
809,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
810,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
811,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
812,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
813,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
814,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
815,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
816,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
817,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
818,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
819,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
820,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
821,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
822,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
823,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
824,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
825,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
826,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
827,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
828,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
829,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
830,Water,NULL,Water,Water,Water,Water,Water,Water
831,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
832,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
833,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
834,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
835,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
836,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
837,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
838,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
839,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
840,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
841,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
842,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
843,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
844,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
845,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
846,Water,Bareland,Water,NULL,Water,Water,Water,Water
847,Water,Bareland,Water,Water,Water,Water,Water,Water
848,Water,Bareland,Water,Water,Water,Water,Water,Forest
849,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
850,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
851,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
852,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
853,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
854,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
855,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
856,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
857,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
858,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
859,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
860,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
861,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
862,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
863,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
864,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
865,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
866,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
867,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
868,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
869,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
870,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
871,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
872,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
873,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
874,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
875,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
876,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
877,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
878,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
879,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
880,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
881,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
882,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
883,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
884,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
885,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
886,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
887,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
888,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
889,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
890,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
891,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
892,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
893,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
894,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
895,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
896,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
897,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
898,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
899,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
900,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
901,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
902,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
903,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
904,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
905,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
906,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
907,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
908,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
909,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
910,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
911,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
912,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
913,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
914,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
915,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
916,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
917,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
918,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
919,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
920,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
921,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
922,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
923,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
924,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
925,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
926,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
927,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
928,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
929,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
930,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
931,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
932,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
933,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
934,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
935,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
936,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
937,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
938,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
939,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
940,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
941,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
942,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
943,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
944,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
945,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
946,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
947,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
948,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
949,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
950,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
951,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
952,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
953,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
954,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
955,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
956,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
957,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
958,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
959,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
960,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
961,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
962,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
963,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
964,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
965,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
966,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
967,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
968,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
969,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
970,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
971,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
972,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
973,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
974,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
975,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
976,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
977,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
978,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
979,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
980,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
981,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
982,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
983,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
984,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
985,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
986,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
987,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
988,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
989,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
990,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
991,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
992,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
993,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
994,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
995,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
996,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
997,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
998,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
999,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1000,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
1001,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
1002,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1003,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1004,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1005,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1006,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1007,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1008,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1009,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1010,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
1011,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1012,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1013,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1014,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1015,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
1016,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1017,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1018,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1019,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1020,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1021,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1022,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1023,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1024,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1025,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1026,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1027,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1028,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1029,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1030,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1031,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1032,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1033,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1034,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1035,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1036,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1037,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
1038,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1039,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1040,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1041,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1042,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1043,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1044,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1045,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1046,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1047,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
1048,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1049,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1050,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
1051,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1052,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1053,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1054,Water,Water,Water,NULL,Water,NULL,Water,Water
1055,Water,Water,Water,NULL,Water,NULL,Water,Forest
1056,Water,Water,Water,NULL,Water,Grassland,Water,Water
1057,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1058,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1059,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1060,Water,Water,Water,NULL,Water,Wetland,Water,Water
1061,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1062,Water,Water,Water,NULL,Water,Water,Wetland,Water
1063,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1064,Water,Water,Water,NULL,Water,Water,Bareland,Water
1065,Water,Water,Water,NULL,Water,Water,Water,Bareland
1066,Water,Water,Water,NULL,Water,Water,Water,Water
1067,Water,Water,Water,NULL,Water,Water,Water,Forest
1068,Water,Water,Water,NULL,Water,Water,Forest,Water
1069,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1070,Water,Water,Water,NULL,Water,Forest,Water,Water
1071,Water,Water,Water,NULL,Water,Forest,Water,Forest
1072,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1073,Water,Water,Water,Non_Water,Water,NULL,Water,Water
