Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHN_M_R
11538,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
11539,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11540,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11541,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
11542,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11543,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11544,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
11545,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11546,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11547,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11548,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11549,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11550,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11551,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
11552,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
11553,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
11554,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11555,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11556,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11557,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
11558,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
11559,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11560,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11561,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
11562,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
11563,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
11564,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11565,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
11566,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
11567,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
11568,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
11569,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
11570,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
11571,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
11572,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
11573,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
11574,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
11575,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Forest
11576,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
11577,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
11578,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
11579,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
11580,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
11581,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
11582,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
11583,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11584,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11585,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11586,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11587,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11588,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11589,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11590,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11591,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
11592,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11593,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11594,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11595,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11596,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11597,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11598,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
11599,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11600,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
11601,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11602,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
11603,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11604,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11605,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11606,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11607,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11608,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11609,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11610,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
11611,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11612,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11613,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11614,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11615,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11616,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11617,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11618,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11619,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11620,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11621,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11622,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11623,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11624,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11625,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11626,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11627,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11628,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11629,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
11630,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
11631,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11632,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11633,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11634,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11635,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11636,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11637,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11638,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11639,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11640,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11641,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11642,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
11643,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11644,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11645,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11646,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11647,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
11648,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11649,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11650,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11651,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11652,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11653,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11654,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11655,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11656,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11657,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11658,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11659,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11660,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11661,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11663,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11664,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11665,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11666,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11667,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11668,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11669,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11670,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11671,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
11672,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11673,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11674,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
11675,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11676,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11677,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11678,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11679,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
11680,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11681,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11682,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11683,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11684,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11685,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11686,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11687,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11688,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11689,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11690,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11691,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11692,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
11693,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11694,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
11695,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
11696,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11697,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
11698,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
11699,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11700,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11701,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11702,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11703,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11704,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11705,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
11706,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
11707,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
11708,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11709,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11710,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11711,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11712,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11713,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11714,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11715,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11716,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
11717,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11718,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
11719,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11720,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
11721,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11722,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
11723,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11724,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11725,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11726,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11727,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11728,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11729,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11730,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11731,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11732,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11733,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11734,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
11735,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11736,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11737,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11738,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11739,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
11740,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11741,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11742,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11743,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
11744,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11745,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11746,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11747,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11748,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
11749,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11750,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
11751,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11752,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
11753,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11754,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
11755,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11756,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11757,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
11758,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11759,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11760,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
11761,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11762,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
11763,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
11764,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
11765,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11766,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
11767,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11768,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11769,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11770,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11771,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11772,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11773,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
11774,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11775,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
11776,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11777,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
11778,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11779,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11780,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11781,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11782,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11783,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11784,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11785,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
11786,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11787,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11788,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11789,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11790,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
11791,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11792,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11793,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
11794,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11795,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
11796,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11797,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11798,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11799,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11800,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11801,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11802,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
11803,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11804,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11805,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11806,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11807,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11808,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11809,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11810,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11811,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11812,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
11813,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11814,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
11815,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11816,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11817,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11818,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11819,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11820,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11821,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11822,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11823,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11824,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11825,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11826,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11827,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
11828,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11830,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11831,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11832,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11833,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11834,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11835,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
11836,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
11837,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11838,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11839,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
11840,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
11841,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11842,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11843,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11844,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
11845,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11846,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11847,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11848,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11849,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
11850,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11851,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
11852,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
11853,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
11854,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
