Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDV_M_R
1001,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1002,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1003,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1004,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1008,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1009,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1010,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1011,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1012,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1013,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1014,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1015,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1016,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1017,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1018,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1019,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1020,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1023,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1025,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1027,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1028,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1029,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1030,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1032,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1035,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1036,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1037,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1038,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1039,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1040,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1041,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1042,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1043,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1044,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1045,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1047,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1048,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1049,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1051,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1052,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1053,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1054,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1055,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1056,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1057,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1058,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1059,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1060,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1061,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1064,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1065,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1066,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1067,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1070,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1071,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1072,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1073,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1074,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1075,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1079,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1080,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1081,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1082,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
1083,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1084,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1085,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1086,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
1087,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1088,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1089,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1090,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1091,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Built-up
1092,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1093,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1096,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1098,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1099,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1101,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1102,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1103,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1104,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1106,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1107,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1108,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1109,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1110,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1111,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1112,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1113,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1114,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1115,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1118,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1119,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1120,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1121,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1122,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1123,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1124,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1125,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1127,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1128,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1129,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1130,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1131,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1132,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1133,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1134,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1135,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1136,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1137,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1138,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1139,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1140,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1141,Bareland,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Water
1142,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1143,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1146,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1147,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1148,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1149,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1150,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1151,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1152,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1153,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1154,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1155,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1156,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1157,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1158,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1159,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1160,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1161,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1162,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1164,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1165,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1166,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1167,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1169,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1170,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1171,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1172,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1173,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1175,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1177,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1178,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1179,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1180,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1181,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1182,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1183,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1184,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1185,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1187,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1189,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1190,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1191,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1192,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1194,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1195,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1196,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1197,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1198,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1200,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1201,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1202,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1203,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1205,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1206,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1207,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1208,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1210,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1211,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1213,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1214,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1217,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1218,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1219,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1220,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1221,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1222,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1224,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1225,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1226,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1227,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1228,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1229,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1230,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1231,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1232,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1233,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1234,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1235,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1236,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1237,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1238,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1239,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1240,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1241,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1242,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1243,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1244,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1245,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1246,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1247,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1248,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1249,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1250,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1251,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1252,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1253,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1256,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1257,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1258,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1259,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1260,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1261,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1262,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
1265,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1266,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1269,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1270,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1271,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1272,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1273,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1275,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1277,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1278,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1280,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1281,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1283,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1285,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1287,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1290,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1291,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1292,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1293,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1294,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1295,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1297,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1299,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1300,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1301,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1302,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1303,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1304,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1305,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1306,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1307,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1308,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1309,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1311,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1312,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1313,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1314,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1315,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1316,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1317,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1318,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1319,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1320,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1321,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1322,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1323,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1324,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1326,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1328,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1329,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1330,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
