Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDA_M_R
7107,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7108,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7109,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7110,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
7111,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7112,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7113,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7114,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7115,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7116,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7117,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
7118,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
7119,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
7120,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7121,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
7122,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
7123,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7124,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7125,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7126,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7127,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7128,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7129,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7130,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
7131,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7132,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
7133,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7134,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
7135,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7136,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7137,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7138,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7139,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7140,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7141,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7142,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7143,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
7144,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
7145,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7146,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
7147,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7148,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7149,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7150,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
7151,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Water
7152,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
7153,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
7154,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
7155,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Forest
7156,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7157,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7158,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
7159,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
7160,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
7161,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Built-up
7162,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7163,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7164,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7165,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7166,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
7167,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7168,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
7169,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
7170,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Forest
7171,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
7172,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
7173,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
7174,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7175,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7176,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7177,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7178,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7179,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7180,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
7181,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
7182,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7183,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
7184,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
7185,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
7186,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7187,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
7188,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
7189,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
7190,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
7191,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7192,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
7193,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
7194,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7195,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7196,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7197,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
7198,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Water
7199,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
7200,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Water
7201,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Water
7202,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7203,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7204,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Built-up
7205,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
7206,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
7207,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Water
7208,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
7209,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7210,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7211,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
7212,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
7213,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
7214,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
7215,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
7216,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
7217,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
7218,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
7219,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
7220,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7221,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7222,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7223,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
7224,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
7225,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
7226,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7227,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
7228,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7229,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
7230,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7231,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
7232,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
7233,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
7234,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7235,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
7236,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
7237,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7238,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7239,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
7240,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
7241,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
7242,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
7243,Water,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Grassland
7244,Water,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Water
7245,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
7246,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
7247,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
7248,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
7249,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
7250,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
7251,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
7252,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7253,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7254,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
7255,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7256,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
7257,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
7258,Water,Water,Wetland,NULL,Wetland,NULL,Water,Built-up
7259,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7260,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7261,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
7262,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
7263,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7264,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
7265,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
7266,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7267,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7268,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7269,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7270,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7271,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7272,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7273,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
7274,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7275,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7276,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7277,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7278,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7279,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7280,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7281,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7282,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7283,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7284,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7285,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
7286,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
7287,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
7288,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Bareland
7289,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
7290,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7291,Water,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
7292,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
7293,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7294,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7295,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7296,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
7297,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7298,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
7299,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7300,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
7301,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7302,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7303,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7304,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7305,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
7306,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7307,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
7308,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7309,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
7310,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Built-up
7311,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7312,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
7313,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
7314,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7315,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7316,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
7317,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
7318,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7319,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7320,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7321,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7322,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7323,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7324,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7325,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7326,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7327,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7328,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
7329,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
7330,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
7331,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Forest
7332,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
7333,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7334,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7335,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
7336,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
7337,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
7338,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
7339,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7340,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7341,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7342,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
7343,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7344,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
7345,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7346,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7347,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Built-up
7348,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7349,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7350,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
7351,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7352,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7353,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
7354,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
7355,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7356,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7357,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7358,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
7359,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
7360,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7361,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
7362,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7363,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
7364,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
7365,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
7366,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
7367,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
7368,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
7369,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
7370,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7371,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
7372,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
7373,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
7374,Water,Water,Wetland,Water,Wetland,NULL,Water,Built-up
7375,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7376,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
7377,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
7378,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
7379,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
7380,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
7381,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
7382,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
7383,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
7384,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7385,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7386,Water,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
7387,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7388,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
7389,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
7390,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
7391,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
7392,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
7393,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
7394,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7395,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
7396,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7397,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
7398,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7399,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7400,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
7401,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
7402,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
7403,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
7404,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
7405,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
7406,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
7407,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
7408,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
7409,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7410,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7411,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7412,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7413,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
7414,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
7415,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
7416,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7417,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7418,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7419,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
7420,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7421,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
7422,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
7423,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
7424,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
7425,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7426,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7427,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7428,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7429,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7430,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
7431,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7432,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7433,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7434,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7435,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7436,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
7437,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7438,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
7439,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
7440,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
7441,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7442,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
7443,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
7444,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7445,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7446,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
7447,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
7448,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
7449,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
7450,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
7451,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7452,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
7453,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
7454,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7455,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7456,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
7457,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
7458,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
7459,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
7460,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
7461,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
7462,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7463,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7464,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7465,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
7466,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7467,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
7468,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
7469,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
7470,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
7471,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
7472,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7473,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
