Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPP_M_R
12589,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12590,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12591,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12592,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12593,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12594,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12595,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
12596,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12597,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
12598,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
12599,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
12600,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
12601,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
12602,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12603,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12604,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12605,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12606,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
12607,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12608,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12609,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12610,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12611,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12612,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12613,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
12614,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12615,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12616,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12617,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12618,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12619,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12620,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
12621,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12622,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
12623,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
12624,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12625,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12626,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12627,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
12628,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12629,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
12630,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12631,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
12632,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
12633,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12634,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12635,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12636,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12637,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12638,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12639,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12640,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12641,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
12642,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
12643,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12644,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12645,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12646,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12647,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12648,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
12649,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12650,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
12651,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12652,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12653,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12654,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12655,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12656,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12657,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12658,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12659,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12660,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
12661,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12662,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12663,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12664,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12665,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12666,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12667,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
12668,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12669,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12670,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
12671,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12672,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12673,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12674,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
12675,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
12676,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12677,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12678,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12679,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12680,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
12681,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12682,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
12683,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12684,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
12685,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
12686,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
12687,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
12688,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
12689,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
12690,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
12691,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
12692,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
12693,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
12694,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
12695,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12696,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
12697,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
12698,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
12699,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
12700,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
12701,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
12702,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
12703,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12704,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
12705,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12706,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12707,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
12708,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12709,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12710,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
12711,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12712,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
12713,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12714,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
12715,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
12716,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
12717,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
12718,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12719,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
12720,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
12721,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
12722,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
12723,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
12724,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
12725,Forest,Water,Wetland,Water,Wetland,Forest,Water,NULL
12726,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
12727,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
12728,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
12729,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
12730,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
12731,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
12732,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
12733,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
12734,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
12735,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
12736,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12737,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
12738,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
12739,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
12740,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
12741,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12742,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
12743,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
12744,Forest,Water,Water,NULL,Water,Water,Water,Wetland
12745,Forest,Water,Water,NULL,Water,Water,Water,Water
12746,Forest,Water,Water,NULL,Water,Water,Water,Forest
12747,Forest,Water,Water,NULL,Water,Water,Forest,Water
12748,Forest,Water,Water,NULL,Water,Water,Forest,Forest
12749,Forest,Water,Water,NULL,Water,Forest,Water,Forest
12750,Forest,Water,Water,NULL,Water,Forest,Forest,Wetland
12751,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
12752,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
12753,Forest,Water,Water,Non_Water,Water,Water,Forest,Wetland
12754,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
12755,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
12756,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
12757,Forest,Water,Water,Water,Water,Wetland,Water,Water
12758,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
12759,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
12760,Forest,Water,Water,Water,Water,Water,Water,Wetland
12761,Forest,Water,Water,Water,Water,Water,Water,Water
12762,Forest,Water,Water,Water,Water,Water,Water,Forest
12763,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
12764,Forest,Water,Water,Water,Water,Forest,Water,Wetland
12765,Forest,Water,Water,Water,Water,Forest,Water,Water
12766,Forest,Water,Water,Water,Water,Forest,Water,Forest
12767,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
12768,Forest,Water,Water,Water,Water,Forest,Forest,Water
12769,Forest,Water,Water,Water,Water,Forest,Forest,Forest
12770,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12771,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12772,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12773,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
12774,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12775,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12776,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12777,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12778,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12779,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12780,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12781,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12782,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12783,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12784,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12785,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12786,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12787,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12788,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
12789,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12790,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12791,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12792,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12793,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12794,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
12795,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
12796,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
12797,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
12798,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
12799,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
12800,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
12801,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12802,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12803,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12804,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
12805,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
12806,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12807,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12808,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12809,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
12810,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12811,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
12812,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
12813,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12814,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
12815,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12816,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
12817,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12818,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
12819,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
12820,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
12821,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12822,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
12823,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12824,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
12825,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
12826,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
12827,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
12828,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
12829,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
12830,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12831,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12832,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12833,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12834,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12835,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12836,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12837,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12838,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12839,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12840,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12841,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
12842,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12843,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12844,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
12845,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12846,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12847,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12848,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12849,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12850,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12851,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12852,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12853,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12854,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12855,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12856,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12857,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12858,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12859,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12860,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
12861,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
12862,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
12863,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
12864,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
12865,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12866,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12867,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
12868,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
12869,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
12870,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
12871,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
12872,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12873,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12874,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12875,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12876,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12877,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12879,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12880,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12881,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12882,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12883,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12884,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12885,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12886,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12887,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
12888,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
12889,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
12890,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12891,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
12892,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
12893,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12894,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12895,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12896,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12897,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12898,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12899,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12900,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12901,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12902,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12903,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12904,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12905,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12906,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12907,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12908,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12909,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12910,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12911,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12912,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12913,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12914,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12915,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
12916,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12917,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12918,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12919,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12920,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
12921,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
12922,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12923,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
12924,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
12925,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12926,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12927,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
12928,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
12929,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
12930,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12931,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
12932,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
12933,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
12934,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
12935,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12936,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12937,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12938,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12939,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
