Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R
9939,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
9940,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9941,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
9942,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9943,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9944,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9945,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9946,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
9947,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9948,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
9949,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
9950,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9951,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9952,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9953,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
9954,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9955,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
9956,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9957,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
9958,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
9959,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
9960,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9961,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
9962,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
9963,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
9964,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
9965,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9966,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9967,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9968,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9969,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9970,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
9971,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
9972,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9973,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
9974,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9975,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9976,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
9977,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
9978,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
9979,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
9980,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
9981,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9982,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9983,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9984,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
9985,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9986,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
9987,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9988,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
9989,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
9990,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
9991,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9992,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
9993,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
9994,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9995,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9996,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9997,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9998,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9999,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
10000,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10001,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
10002,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10003,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
10004,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
10005,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
10006,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
10007,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
10008,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
10009,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
10010,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
10011,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
10012,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
10013,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
10014,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
10015,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
10016,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
10017,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
10018,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
10019,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
10020,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
10021,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10022,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
10023,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
10024,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,NULL
10025,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
10026,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
10027,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
10028,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
10029,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10030,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
10031,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
10032,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10033,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
10034,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
10035,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
10036,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
10037,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
10038,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
10039,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
10040,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
10041,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
10042,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
10043,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10044,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
10045,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
10046,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10047,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
10048,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
10049,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
10050,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
10051,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
10052,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
10053,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
10054,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
10055,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10056,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
10057,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
10058,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
10059,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
10060,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
10061,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
10062,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
10063,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
10064,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10065,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
10066,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
10067,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
10068,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
10069,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
10070,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10071,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
10072,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
10073,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
10074,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10075,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10076,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
10077,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
10078,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
10079,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
10080,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
10081,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
10082,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Water
10083,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
10084,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
10085,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
10086,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
10087,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
10088,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,NULL
10089,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
10090,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
10091,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
10092,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
10093,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
10094,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
10095,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
10096,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
10097,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
10098,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
10099,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,NULL
10100,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
10101,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
10102,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
10103,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
10104,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10105,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
10106,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
10107,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
10108,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
10109,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
10110,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
10111,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
10112,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
10113,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
10114,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
10115,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
10116,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
10117,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
10118,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
10119,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
10120,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
10121,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
10122,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
10123,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
10124,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
10125,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
10126,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
10127,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
10128,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
10129,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
10130,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
10131,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
10132,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
10133,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Grassland
10134,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
10135,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Water
10136,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
10137,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
10138,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
10139,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10140,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10141,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10142,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
10143,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10144,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
10145,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10146,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
10147,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
10148,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
10149,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
10150,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10151,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10152,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Forest,Water
10153,Forest,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
10154,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
10155,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10156,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10157,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
10158,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10159,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10160,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10161,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10162,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10163,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10164,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
10165,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10166,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10167,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
10168,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10169,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
10170,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10171,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10172,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10173,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10174,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10175,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10176,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10177,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10178,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
10179,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10180,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
10181,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
10182,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
10183,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
10184,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
10185,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
10186,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
10187,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
10188,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
10189,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
10190,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
10191,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
10192,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
10193,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Water
10194,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
10195,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
10196,Forest,NULL,Water,NULL,Water,Shrubland,Water,Wetland
10197,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
10198,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
10199,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Water
10200,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
10201,Forest,NULL,Water,NULL,Water,Grassland,NULL,Water
10202,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
10203,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
10204,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
10205,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
10206,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
10207,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
10208,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
10209,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
10210,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
10211,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
10212,Forest,NULL,Water,NULL,Water,Water,Shrubland,Bareland
10213,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
10214,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
10215,Forest,NULL,Water,NULL,Water,Water,Forest,Wetland
10216,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
10217,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Water
10218,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
10219,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
10220,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
10221,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
10222,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
10223,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
10224,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Water
10225,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
10226,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Wetland
10227,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Water
10228,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
10229,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Water
10230,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
10231,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Grassland
10232,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Wetland
10233,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Water
10234,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
10235,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
10236,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
10237,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Water
10238,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,NULL
10239,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
10240,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
10241,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Water
10242,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
10243,Forest,NULL,Water,Non_Water,Water,Water,Forest,Grassland
10244,Forest,NULL,Water,Non_Water,Water,Water,Forest,Wetland
10245,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Wetland
10246,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Water
10247,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
10248,Forest,NULL,Water,Non_Water,Water,Forest,Water,Grassland
10249,Forest,NULL,Water,Non_Water,Water,Forest,Water,Wetland
10250,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
10251,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Water
10252,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
10253,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
10254,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
10255,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
10256,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
10257,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
10258,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Forest
10259,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
10260,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
10261,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
10262,Forest,NULL,Water,Water,Water,Shrubland,Forest,Grassland
10263,Forest,NULL,Water,Water,Water,Shrubland,Forest,Water
10264,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
10265,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
10266,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
10267,Forest,NULL,Water,Water,Water,Bareland,Water,Water
10268,Forest,NULL,Water,Water,Water,Water,NULL,Water
10269,Forest,NULL,Water,Water,Water,Water,Shrubland,Grassland
10270,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
10271,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
10272,Forest,NULL,Water,Water,Water,Water,Water,Grassland
10273,Forest,NULL,Water,Water,Water,Water,Water,Wetland
10274,Forest,NULL,Water,Water,Water,Water,Water,Water
10275,Forest,NULL,Water,Water,Water,Water,Forest,Wetland
10276,Forest,NULL,Water,Water,Water,Water,Forest,Water
10277,Forest,NULL,Water,Water,Water,Water,Forest,Forest
10278,Forest,NULL,Water,Water,Water,Forest,Shrubland,Wetland
10279,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
10280,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
10281,Forest,NULL,Water,Water,Water,Forest,Water,Grassland
10282,Forest,NULL,Water,Water,Water,Forest,Water,Water
10283,Forest,NULL,Water,Water,Water,Forest,Water,Forest
10284,Forest,NULL,Water,Water,Water,Forest,Forest,Water
10285,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
10286,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10287,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10288,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10289,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10290,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10291,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10292,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
10293,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
