Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWF_M_R
720,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
721,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
722,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
723,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
724,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
725,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
726,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
727,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
728,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
729,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
730,Forest,Water,Water,NULL,Water,NULL,NULL,Water
731,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
732,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
733,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
734,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
735,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
736,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
737,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
738,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
739,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
740,Forest,Water,Water,Water,Water,NULL,NULL,Water
741,Forest,Water,Water,Water,Water,NULL,NULL,Forest
742,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
743,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
744,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
745,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
746,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
747,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
748,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
749,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
750,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
751,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
752,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
753,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
754,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
755,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
756,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
757,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
758,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
759,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
760,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
761,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
762,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
764,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
765,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
766,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
767,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
768,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
769,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
770,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
771,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
772,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
773,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
774,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
775,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
777,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
778,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
779,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
780,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
781,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
783,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
785,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
786,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
787,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
788,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
789,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
790,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
791,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
792,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
793,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
794,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
795,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
796,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
797,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
798,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
799,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
800,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
801,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
802,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
803,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
804,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
805,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
806,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
807,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
808,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
809,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
810,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
811,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
812,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
813,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
814,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
815,Forest,Forest,Water,Water,Water,NULL,NULL,Water
816,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
817,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
818,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
819,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
820,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
821,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
822,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
823,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
824,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
826,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
827,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
828,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
829,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
830,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
831,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
832,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
