Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRT_M_R
874,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
875,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
876,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
877,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
878,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
879,Bareland,Water,Cropland,Water,Non_Wetland,Water
880,Bareland,Water,Cropland,Water,Non_Wetland,Forest
881,Bareland,Water,Wetland,NULL,Wetland,Grassland
882,Bareland,Water,Wetland,NULL,Wetland,Bareland
883,Bareland,Water,Wetland,NULL,Wetland,Water
884,Bareland,Water,Wetland,NULL,Wetland,Forest
885,Bareland,Water,Wetland,Non_Water,Wetland,NULL
886,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
887,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
888,Bareland,Water,Wetland,Non_Water,Wetland,Water
889,Bareland,Water,Wetland,Non_Water,Wetland,Forest
890,Bareland,Water,Wetland,Water,Wetland,NULL
891,Bareland,Water,Wetland,Water,Wetland,Grassland
892,Bareland,Water,Wetland,Water,Wetland,Cropland
893,Bareland,Water,Wetland,Water,Wetland,Bareland
894,Bareland,Water,Wetland,Water,Wetland,Water
895,Bareland,Water,Wetland,Water,Wetland,Forest
896,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
897,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
898,Bareland,Water,Bareland,NULL,Non_Wetland,Water
899,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
900,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
901,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
902,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
903,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
904,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
905,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
906,Bareland,Water,Bareland,Water,Non_Wetland,Water
907,Bareland,Water,Bareland,Water,Non_Wetland,Forest
908,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
909,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
910,Bareland,Water,Water,NULL,Water,Grassland
911,Bareland,Water,Water,NULL,Water,Cropland
912,Bareland,Water,Water,NULL,Water,Bareland
913,Bareland,Water,Water,NULL,Water,Water
914,Bareland,Water,Water,NULL,Water,Forest
915,Bareland,Water,Water,Non_Water,Water,NULL
916,Bareland,Water,Water,Non_Water,Water,Grassland
917,Bareland,Water,Water,Non_Water,Water,Bareland
918,Bareland,Water,Water,Non_Water,Water,Water
919,Bareland,Water,Water,Non_Water,Water,Forest
920,Bareland,Water,Water,Water,Water,NULL
921,Bareland,Water,Water,Water,Water,Grassland
922,Bareland,Water,Water,Water,Water,Bareland
923,Bareland,Water,Water,Water,Water,Water
924,Bareland,Water,Water,Water,Water,Forest
925,Bareland,Water,Forest,NULL,Non_Wetland,NULL
926,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
927,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
928,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
929,Bareland,Water,Forest,NULL,Non_Wetland,Water
930,Bareland,Water,Forest,NULL,Non_Wetland,Forest
931,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL
932,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
933,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
934,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
935,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
936,Bareland,Water,Forest,Water,Non_Wetland,Grassland
937,Bareland,Water,Forest,Water,Non_Wetland,Cropland
938,Bareland,Water,Forest,Water,Non_Wetland,Bareland
939,Bareland,Water,Forest,Water,Non_Wetland,Water
940,Bareland,Water,Forest,Water,Non_Wetland,Forest
941,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
942,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
943,Bareland,Forest,NULL,Non_Water,Non_Wetland,Forest
944,Bareland,Forest,NULL,Water,Non_Wetland,Water
945,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
946,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
947,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
948,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
949,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
950,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
951,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
952,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
953,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Water
954,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
955,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
956,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
957,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
958,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
959,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
960,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
961,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
962,Bareland,Forest,Grassland,Water,Non_Wetland,Water
963,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
964,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
965,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
966,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL
967,Bareland,Forest,Cropland,Water,Non_Wetland,Water
968,Bareland,Forest,Wetland,NULL,Wetland,Water
969,Bareland,Forest,Wetland,NULL,Wetland,Forest
970,Bareland,Forest,Wetland,Non_Water,Wetland,NULL
971,Bareland,Forest,Wetland,Non_Water,Wetland,Water
972,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
973,Bareland,Forest,Wetland,Water,Wetland,Bareland
974,Bareland,Forest,Wetland,Water,Wetland,Water
975,Bareland,Forest,Wetland,Water,Wetland,Forest
976,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
977,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
978,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
979,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
980,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
981,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
982,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
983,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
984,Bareland,Forest,Water,NULL,Water,Bareland
985,Bareland,Forest,Water,NULL,Water,Water
986,Bareland,Forest,Water,NULL,Water,Forest
987,Bareland,Forest,Water,Non_Water,Water,Grassland
988,Bareland,Forest,Water,Non_Water,Water,Forest
989,Bareland,Forest,Water,Water,Water,Bareland
990,Bareland,Forest,Water,Water,Water,Water
991,Bareland,Forest,Water,Water,Water,Forest
992,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
993,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
994,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
995,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
996,Bareland,Forest,Forest,NULL,Non_Wetland,Water
997,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
998,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL
999,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1000,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1001,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1002,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1003,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1004,Bareland,Forest,Forest,Water,Non_Wetland,Cropland
1005,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1006,Bareland,Forest,Forest,Water,Non_Wetland,Water
1007,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1008,Water,NULL,NULL,NULL,Non_Wetland,NULL
1009,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1010,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1011,Water,NULL,NULL,NULL,Non_Wetland,Forest
1012,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1013,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1014,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1015,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1016,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1017,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1018,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1019,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1020,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1021,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1022,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1023,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1024,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1025,Water,NULL,Shrubland,Water,Non_Wetland,Water
1026,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1027,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1028,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1029,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1030,Water,NULL,Grassland,NULL,Non_Wetland,Water
1031,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1032,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1033,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1034,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1035,Water,NULL,Grassland,Water,Non_Wetland,Water
1036,Water,NULL,Grassland,Water,Non_Wetland,Forest
1037,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1038,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1039,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1040,Water,NULL,Cropland,NULL,Non_Wetland,Water
1041,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1042,Water,NULL,Cropland,Water,Non_Wetland,Water
1043,Water,NULL,Wetland,NULL,Wetland,Grassland
1044,Water,NULL,Wetland,NULL,Wetland,Bareland
1045,Water,NULL,Wetland,NULL,Wetland,Water
1046,Water,NULL,Wetland,NULL,Wetland,Forest
1047,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1048,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1049,Water,NULL,Wetland,Non_Water,Wetland,Water
1050,Water,NULL,Wetland,Non_Water,Wetland,Forest
1051,Water,NULL,Wetland,Water,Wetland,Grassland
1052,Water,NULL,Wetland,Water,Wetland,Bareland
1053,Water,NULL,Wetland,Water,Wetland,Water
1054,Water,NULL,Wetland,Water,Wetland,Forest
1055,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1056,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1057,Water,NULL,Bareland,NULL,Non_Wetland,Water
1058,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1059,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1060,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1061,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1062,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1063,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1064,Water,NULL,Bareland,Water,Non_Wetland,Water
1065,Water,NULL,Bareland,Water,Non_Wetland,Forest
1066,Water,NULL,Water,NULL,Water,Grassland
1067,Water,NULL,Water,NULL,Water,Bareland
1068,Water,NULL,Water,NULL,Water,Water
1069,Water,NULL,Water,NULL,Water,Forest
1070,Water,NULL,Water,Non_Water,Water,Grassland
1071,Water,NULL,Water,Non_Water,Water,Bareland
1072,Water,NULL,Water,Non_Water,Water,Water
1073,Water,NULL,Water,Non_Water,Water,Forest
1074,Water,NULL,Water,Water,Water,Grassland
1075,Water,NULL,Water,Water,Water,Bareland
1076,Water,NULL,Water,Water,Water,Water
1077,Water,NULL,Water,Water,Water,Forest
1078,Water,NULL,Forest,NULL,Non_Wetland,NULL
1079,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1080,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1081,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1082,Water,NULL,Forest,NULL,Non_Wetland,Water
1083,Water,NULL,Forest,NULL,Non_Wetland,Forest
1084,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1085,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1086,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1087,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1088,Water,NULL,Forest,Water,Non_Wetland,Grassland
1089,Water,NULL,Forest,Water,Non_Wetland,Bareland
1090,Water,NULL,Forest,Water,Non_Wetland,Water
1091,Water,NULL,Forest,Water,Non_Wetland,Forest
1092,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1093,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1094,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1095,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1096,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1097,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1098,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1099,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1100,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1101,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1102,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1103,Water,Wetland,Wetland,NULL,Wetland,Water
1104,Water,Wetland,Wetland,Non_Water,Wetland,Water
1105,Water,Wetland,Wetland,Water,Wetland,Water
1106,Water,Wetland,Water,Water,Water,Water
1107,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1108,Water,Wetland,Forest,NULL,Non_Wetland,Water
1109,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1110,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1111,Water,Wetland,Forest,Water,Non_Wetland,Water
1112,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1113,Water,Bareland,NULL,NULL,Non_Wetland,Water
1114,Water,Bareland,NULL,Non_Water,Non_Wetland,Forest
1115,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1116,Water,Bareland,NULL,Water,Non_Wetland,Water
1117,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1118,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1119,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1120,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1121,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1122,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1123,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1124,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1125,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1126,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1127,Water,Bareland,Shrubland,Water,Non_Wetland,NULL
1128,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1129,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1130,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1131,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1132,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1133,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1134,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1135,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1136,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1137,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1138,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1139,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1140,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1141,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1142,Water,Bareland,Grassland,Water,Non_Wetland,Water
1143,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1144,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1145,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1146,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1147,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1148,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1149,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1150,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1151,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1152,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1153,Water,Bareland,Cropland,Water,Non_Wetland,Water
1154,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1155,Water,Bareland,Wetland,NULL,Wetland,Grassland
1156,Water,Bareland,Wetland,NULL,Wetland,Bareland
1157,Water,Bareland,Wetland,NULL,Wetland,Water
1158,Water,Bareland,Wetland,NULL,Wetland,Forest
1159,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1160,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1161,Water,Bareland,Wetland,Non_Water,Wetland,Water
1162,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1163,Water,Bareland,Wetland,Water,Wetland,NULL
1164,Water,Bareland,Wetland,Water,Wetland,Grassland
1165,Water,Bareland,Wetland,Water,Wetland,Bareland
1166,Water,Bareland,Wetland,Water,Wetland,Water
1167,Water,Bareland,Wetland,Water,Wetland,Forest
1168,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1169,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1170,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1171,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1172,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1173,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1174,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1175,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1176,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1177,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1178,Water,Bareland,Bareland,Water,Non_Wetland,Water
1179,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1180,Water,Bareland,Water,NULL,Water,Grassland
1181,Water,Bareland,Water,NULL,Water,Bareland
1182,Water,Bareland,Water,NULL,Water,Water
1183,Water,Bareland,Water,NULL,Water,Forest
1184,Water,Bareland,Water,Non_Water,Water,Grassland
1185,Water,Bareland,Water,Non_Water,Water,Bareland
1186,Water,Bareland,Water,Non_Water,Water,Water
1187,Water,Bareland,Water,Non_Water,Water,Forest
1188,Water,Bareland,Water,Water,Water,Grassland
1189,Water,Bareland,Water,Water,Water,Bareland
1190,Water,Bareland,Water,Water,Water,Water
1191,Water,Bareland,Water,Water,Water,Forest
1192,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1193,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1194,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1195,Water,Bareland,Forest,NULL,Non_Wetland,Water
1196,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1197,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL
1198,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1199,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1200,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1201,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1202,Water,Bareland,Forest,Water,Non_Wetland,NULL
1203,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1204,Water,Bareland,Forest,Water,Non_Wetland,Cropland
1205,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1206,Water,Bareland,Forest,Water,Non_Wetland,Water
1207,Water,Bareland,Forest,Water,Non_Wetland,Forest
1208,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1209,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1210,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1211,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1212,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1213,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1214,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1215,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1216,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1217,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1218,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1219,Water,Built-up,Forest,NULL,Non_Wetland,Water
1220,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1221,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1222,Water,Water,NULL,NULL,Non_Wetland,Grassland
1223,Water,Water,NULL,NULL,Non_Wetland,Bareland
1224,Water,Water,NULL,NULL,Non_Wetland,Water
1225,Water,Water,NULL,NULL,Non_Wetland,Forest
1226,Water,Water,NULL,Non_Water,Non_Wetland,Water
1227,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1228,Water,Water,NULL,Water,Non_Wetland,Bareland
1229,Water,Water,NULL,Water,Non_Wetland,Water
1230,Water,Water,NULL,Water,Non_Wetland,Forest
1231,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1232,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1233,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1234,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1235,Water,Water,Shrubland,NULL,Non_Wetland,Water
1236,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1237,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1238,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1239,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1240,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1241,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1242,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1243,Water,Water,Shrubland,Water,Non_Wetland,NULL
1244,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1245,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1246,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1247,Water,Water,Shrubland,Water,Non_Wetland,Water
1248,Water,Water,Shrubland,Water,Non_Wetland,Forest
1249,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1250,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1251,Water,Water,Grassland,NULL,Non_Wetland,Water
1252,Water,Water,Grassland,NULL,Non_Wetland,Forest
1253,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1254,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1255,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1256,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1257,Water,Water,Grassland,Water,Non_Wetland,Grassland
1258,Water,Water,Grassland,Water,Non_Wetland,Bareland
1259,Water,Water,Grassland,Water,Non_Wetland,Water
1260,Water,Water,Grassland,Water,Non_Wetland,Forest
1261,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1262,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1263,Water,Water,Cropland,NULL,Non_Wetland,Water
1264,Water,Water,Cropland,NULL,Non_Wetland,Forest
1265,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1266,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1267,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1268,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1269,Water,Water,Cropland,Water,Non_Wetland,Grassland
1270,Water,Water,Cropland,Water,Non_Wetland,Bareland
1271,Water,Water,Cropland,Water,Non_Wetland,Water
1272,Water,Water,Cropland,Water,Non_Wetland,Forest
1273,Water,Water,Wetland,NULL,Wetland,NULL
1274,Water,Water,Wetland,NULL,Wetland,Grassland
1275,Water,Water,Wetland,NULL,Wetland,Bareland
1276,Water,Water,Wetland,NULL,Wetland,Water
1277,Water,Water,Wetland,NULL,Wetland,Forest
1278,Water,Water,Wetland,Non_Water,Wetland,NULL
1279,Water,Water,Wetland,Non_Water,Wetland,Grassland
1280,Water,Water,Wetland,Non_Water,Wetland,Bareland
1281,Water,Water,Wetland,Non_Water,Wetland,Water
1282,Water,Water,Wetland,Non_Water,Wetland,Forest
1283,Water,Water,Wetland,Water,Wetland,NULL
1284,Water,Water,Wetland,Water,Wetland,Grassland
1285,Water,Water,Wetland,Water,Wetland,Cropland
1286,Water,Water,Wetland,Water,Wetland,Bareland
1287,Water,Water,Wetland,Water,Wetland,Water
1288,Water,Water,Wetland,Water,Wetland,Forest
1289,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1290,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1291,Water,Water,Bareland,NULL,Non_Wetland,Water
1292,Water,Water,Bareland,NULL,Non_Wetland,Forest
1293,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1294,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1295,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1296,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1297,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1298,Water,Water,Bareland,Water,Non_Wetland,NULL
1299,Water,Water,Bareland,Water,Non_Wetland,Grassland
1300,Water,Water,Bareland,Water,Non_Wetland,Bareland
1301,Water,Water,Bareland,Water,Non_Wetland,Water
1302,Water,Water,Bareland,Water,Non_Wetland,Forest
1303,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1304,Water,Water,Built-up,NULL,Non_Wetland,Water
1305,Water,Water,Built-up,NULL,Non_Wetland,Forest
1306,Water,Water,Water,NULL,Water,Grassland
1307,Water,Water,Water,NULL,Water,Bareland
1308,Water,Water,Water,NULL,Water,Water
1309,Water,Water,Water,NULL,Water,Forest
1310,Water,Water,Water,Non_Water,Water,NULL
1311,Water,Water,Water,Non_Water,Water,Grassland
1312,Water,Water,Water,Non_Water,Water,Bareland
1313,Water,Water,Water,Non_Water,Water,Built-up
1314,Water,Water,Water,Non_Water,Water,Water
1315,Water,Water,Water,Non_Water,Water,Forest
1316,Water,Water,Water,Water,Water,NULL
1317,Water,Water,Water,Water,Water,Grassland
1318,Water,Water,Water,Water,Water,Cropland
1319,Water,Water,Water,Water,Water,Bareland
1320,Water,Water,Water,Water,Water,Water
1321,Water,Water,Water,Water,Water,Forest
1322,Water,Water,Forest,NULL,Non_Wetland,NULL
1323,Water,Water,Forest,NULL,Non_Wetland,Grassland
1324,Water,Water,Forest,NULL,Non_Wetland,Cropland
1325,Water,Water,Forest,NULL,Non_Wetland,Bareland
1326,Water,Water,Forest,NULL,Non_Wetland,Built-up
1327,Water,Water,Forest,NULL,Non_Wetland,Water
1328,Water,Water,Forest,NULL,Non_Wetland,Forest
