Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R
3694,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3695,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3696,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3697,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
3698,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3699,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
3700,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3701,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
3702,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
3703,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
3704,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
3705,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
3706,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3707,Water,Water,Wetland,NULL,NULL,NULL,NULL,Bareland
3708,Water,Water,Wetland,NULL,NULL,NULL,NULL,Water
3709,Water,Water,Wetland,NULL,NULL,NULL,Built-up,Water
3710,Water,Water,Wetland,NULL,NULL,NULL,Water,Grassland
3711,Water,Water,Wetland,NULL,NULL,NULL,Water,Bareland
3712,Water,Water,Wetland,NULL,NULL,NULL,Water,Water
3713,Water,Water,Wetland,NULL,NULL,Bareland,NULL,Water
3714,Water,Water,Wetland,NULL,NULL,Bareland,Water,Grassland
3715,Water,Water,Wetland,NULL,NULL,Bareland,Water,Bareland
3716,Water,Water,Wetland,NULL,NULL,Bareland,Water,Water
3717,Water,Water,Wetland,NULL,NULL,Water,NULL,Water
3718,Water,Water,Wetland,NULL,NULL,Water,Water,Wetland
3719,Water,Water,Wetland,NULL,NULL,Water,Water,Water
3720,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3721,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
3722,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3723,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3724,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3725,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3726,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3727,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
3728,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Wetland
3729,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
3730,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
3731,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
3732,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
3733,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
3734,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3735,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3736,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
3737,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
3738,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3739,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3740,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3741,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3742,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
3743,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
3744,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3745,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3746,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
3747,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
3748,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3749,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3750,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3751,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3752,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3753,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3754,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3755,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3756,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
3757,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
3758,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
3759,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
3760,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3761,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
3762,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3763,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3764,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
3765,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
3766,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3767,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
3768,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3769,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3770,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3771,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
3772,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
3773,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
3774,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
3775,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
3776,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3777,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3778,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3779,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
3780,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
3781,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3782,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
3783,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3784,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
3785,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3786,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3787,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3788,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3789,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3790,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3791,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3792,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3793,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
3794,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3795,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3796,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
3797,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
3798,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
3799,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3800,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
3801,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
3802,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3803,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3804,Water,Water,Wetland,Non_Water,NULL,NULL,Bareland,Grassland
3805,Water,Water,Wetland,Non_Water,NULL,Wetland,Water,Water
3806,Water,Water,Wetland,Non_Water,NULL,Bareland,NULL,Water
3807,Water,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
3808,Water,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
3809,Water,Water,Wetland,Non_Water,NULL,Bareland,Bareland,Water
3810,Water,Water,Wetland,Non_Water,NULL,Bareland,Water,Grassland
3811,Water,Water,Wetland,Non_Water,NULL,Bareland,Water,Bareland
3812,Water,Water,Wetland,Non_Water,NULL,Bareland,Water,Water
3813,Water,Water,Wetland,Non_Water,NULL,Water,Water,Water
3814,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3815,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3816,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3817,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3818,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3819,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3820,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
3821,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
3822,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3823,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3824,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
3825,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3826,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3827,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3828,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3829,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3830,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3831,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3832,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3833,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3834,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
3835,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3836,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
3837,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
3838,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3839,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
3840,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
3841,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3842,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3843,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3844,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3845,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3846,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
3847,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
3848,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3849,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3850,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
3851,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
3852,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
3853,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
3854,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3855,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3856,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3857,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3858,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3859,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3860,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3861,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3862,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
3863,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3864,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3865,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3866,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3867,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
3868,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
3869,Water,Water,Wetland,Water,NULL,NULL,Water,Wetland
3870,Water,Water,Wetland,Water,NULL,NULL,Water,Water
3871,Water,Water,Wetland,Water,NULL,NULL,Water,Forest
3872,Water,Water,Wetland,Water,NULL,Bareland,NULL,Water
3873,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Grassland
3874,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Bareland
3875,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Water
3876,Water,Water,Wetland,Water,NULL,Bareland,Built-up,Bareland
3877,Water,Water,Wetland,Water,NULL,Bareland,Built-up,Water
3878,Water,Water,Wetland,Water,NULL,Bareland,Water,Grassland
3879,Water,Water,Wetland,Water,NULL,Bareland,Water,Bareland
3880,Water,Water,Wetland,Water,NULL,Bareland,Water,Water
3881,Water,Water,Wetland,Water,NULL,Water,Bareland,Bareland
3882,Water,Water,Wetland,Water,NULL,Water,Bareland,Water
3883,Water,Water,Wetland,Water,NULL,Water,Built-up,Water
3884,Water,Water,Wetland,Water,NULL,Water,Water,Water
3885,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3886,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3887,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3888,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
3889,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3890,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
3891,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3892,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Wetland
3893,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Water
3894,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
3895,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
3896,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
3897,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3898,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3899,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
3900,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3901,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3902,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
3903,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3904,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3905,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
3906,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3907,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
3908,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
3909,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
3910,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
3911,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
3912,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3913,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
3914,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3915,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3916,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
3917,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Wetland
3918,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
3919,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
3920,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3921,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
3922,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3923,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3924,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
3925,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
3926,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
3927,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
3928,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
3929,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3930,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3931,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
3932,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
3933,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
3934,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
3935,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3936,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3937,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3938,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3939,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3940,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
3941,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3942,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3943,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
3944,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3945,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
3946,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
3947,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3948,Water,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
3949,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
3950,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
3951,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3952,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3953,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3954,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3955,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3956,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3957,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3958,Water,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
3959,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3960,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
3961,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
3962,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3963,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3964,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3965,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3966,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3967,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
3968,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3969,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3970,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3971,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3972,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3973,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3974,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3975,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3976,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3977,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3978,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
3979,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3980,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3981,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
3982,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3983,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3984,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
3985,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3986,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
3987,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3988,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
3989,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3990,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3991,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
3992,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
3993,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
3994,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3995,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3996,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3997,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
3998,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
3999,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
4000,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
4001,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
4002,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
4003,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
4004,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
4005,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4006,Water,Water,Water,NULL,NULL,NULL,Water,Water
4007,Water,Water,Water,NULL,NULL,NULL,Water,Forest
4008,Water,Water,Water,NULL,NULL,Water,NULL,Water
4009,Water,Water,Water,NULL,NULL,Water,Built-up,Water
4010,Water,Water,Water,NULL,NULL,Water,Water,Bareland
4011,Water,Water,Water,NULL,NULL,Water,Water,Water
4012,Water,Water,Water,NULL,NULL,Water,Water,Forest
4013,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
4014,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
4015,Water,Water,Water,NULL,Water,NULL,NULL,Water
4016,Water,Water,Water,NULL,Water,NULL,NULL,Forest
4017,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
4018,Water,Water,Water,NULL,Water,NULL,Water,Grassland
4019,Water,Water,Water,NULL,Water,NULL,Water,Wetland
4020,Water,Water,Water,NULL,Water,NULL,Water,Water
4021,Water,Water,Water,NULL,Water,NULL,Water,Forest
4022,Water,Water,Water,NULL,Water,Wetland,NULL,Water
4023,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4024,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4025,Water,Water,Water,NULL,Water,Wetland,Water,Water
4026,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
4027,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
4028,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
4029,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
4030,Water,Water,Water,NULL,Water,Bareland,Water,Water
4031,Water,Water,Water,NULL,Water,Built-up,Water,Wetland
4032,Water,Water,Water,NULL,Water,Water,NULL,Wetland
4033,Water,Water,Water,NULL,Water,Water,NULL,Water
4034,Water,Water,Water,NULL,Water,Water,Wetland,Water
4035,Water,Water,Water,NULL,Water,Water,Built-up,Bareland
4036,Water,Water,Water,NULL,Water,Water,Built-up,Water
4037,Water,Water,Water,NULL,Water,Water,Water,Grassland
4038,Water,Water,Water,NULL,Water,Water,Water,Wetland
4039,Water,Water,Water,NULL,Water,Water,Water,Bareland
4040,Water,Water,Water,NULL,Water,Water,Water,Water
4041,Water,Water,Water,NULL,Water,Water,Water,Forest
4042,Water,Water,Water,NULL,Water,Water,Forest,Water
4043,Water,Water,Water,NULL,Water,Forest,NULL,Water
4044,Water,Water,Water,Non_Water,NULL,NULL,Water,Water
4045,Water,Water,Water,Non_Water,NULL,Bareland,Bareland,Bareland
4046,Water,Water,Water,Non_Water,NULL,Water,NULL,Water
4047,Water,Water,Water,Non_Water,NULL,Water,Water,Water
4048,Water,Water,Water,Non_Water,NULL,Water,Water,Forest
4049,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
4050,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
4051,Water,Water,Water,Non_Water,Water,NULL,Water,Water
4052,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
4053,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
4054,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4055,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4056,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4057,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4058,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
4059,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
4060,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
4061,Water,Water,Water,Non_Water,Water,Bareland,Water,Built-up
4062,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
4063,Water,Water,Water,Non_Water,Water,Water,NULL,Water
4064,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4065,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4066,Water,Water,Water,Non_Water,Water,Water,Water,Water
4067,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4068,Water,Water,Water,Water,NULL,NULL,NULL,Water
4069,Water,Water,Water,Water,NULL,NULL,Water,Water
4070,Water,Water,Water,Water,NULL,Wetland,Water,Wetland
4071,Water,Water,Water,Water,NULL,Bareland,NULL,Water
4072,Water,Water,Water,Water,NULL,Bareland,Bareland,Bareland
4073,Water,Water,Water,Water,NULL,Bareland,Bareland,Water
4074,Water,Water,Water,Water,NULL,Bareland,Built-up,Bareland
4075,Water,Water,Water,Water,NULL,Bareland,Water,Bareland
4076,Water,Water,Water,Water,NULL,Bareland,Water,Water
4077,Water,Water,Water,Water,NULL,Water,NULL,Water
4078,Water,Water,Water,Water,NULL,Water,Bareland,Water
4079,Water,Water,Water,Water,NULL,Water,Built-up,Water
4080,Water,Water,Water,Water,NULL,Water,Water,Grassland
4081,Water,Water,Water,Water,NULL,Water,Water,Wetland
4082,Water,Water,Water,Water,NULL,Water,Water,Bareland
4083,Water,Water,Water,Water,NULL,Water,Water,Water
