Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDG_M_R
3748,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3749,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3750,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3751,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3752,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3753,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3754,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3755,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3756,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3757,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
3758,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3759,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3760,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3761,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3762,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3763,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3764,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3765,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3766,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3767,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3768,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3769,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3770,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3771,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3772,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3773,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3774,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3775,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3776,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3777,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Built-up
3778,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3779,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3780,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3781,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3782,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3783,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3784,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3785,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
3786,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
3787,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3788,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3789,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3790,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3791,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3792,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3793,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3794,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3795,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
3796,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
3797,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
3798,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3799,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3800,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3801,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3802,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3803,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
3804,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3805,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3806,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3807,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3808,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3809,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3810,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3811,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3812,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3813,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3814,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3815,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3816,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3817,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3818,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3819,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
3820,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3821,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3822,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3823,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3824,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3825,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3826,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
3827,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3828,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3829,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3830,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3831,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3832,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3833,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3834,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3835,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3836,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3837,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3838,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3839,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3840,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
3841,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
3842,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
3843,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
3844,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3845,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
3846,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3847,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3848,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3849,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3850,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3851,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3852,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3853,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3854,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3855,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3856,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3857,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3858,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3859,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3860,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3861,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3862,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3863,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3864,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3865,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3866,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3867,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
3868,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Built-up
3869,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3870,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3871,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3872,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3873,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
3874,Water,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
3875,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3876,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
3877,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
3878,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3879,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
3880,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3881,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
3882,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3883,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3884,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3885,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
3886,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
3887,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
3888,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
3889,Water,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
3890,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3891,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
3892,Water,NULL,Water,Non_Water,Water,Water,Water,Water
3893,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3894,Water,NULL,Water,Water,Water,Wetland,Bareland,Water
3895,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3896,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
3897,Water,NULL,Water,Water,Water,Wetland,Water,Water
3898,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3899,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
3900,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
3901,Water,NULL,Water,Water,Water,Bareland,Water,Built-up
3902,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3903,Water,NULL,Water,Water,Water,Water,Water,Wetland
3904,Water,NULL,Water,Water,Water,Water,Water,Bareland
3905,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3906,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3907,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3908,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3909,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3910,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3911,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3912,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3913,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3914,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3915,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3916,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3917,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3918,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3919,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3920,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3921,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3922,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3923,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3924,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3925,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3926,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3927,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3928,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3929,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3930,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3931,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3932,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3933,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3934,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3935,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3936,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
3937,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3938,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3939,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3940,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3941,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3942,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3943,Water,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Water
3944,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3945,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3946,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3947,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3948,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3949,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3950,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3951,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3952,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3953,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3954,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3955,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3956,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3957,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3958,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3959,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3960,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3961,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3962,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3963,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3964,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3965,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
3966,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3967,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3968,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3969,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3970,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3971,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3972,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3973,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3974,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3975,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3976,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3977,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3978,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3979,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3980,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3981,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3982,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3983,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3984,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3985,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3986,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3987,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3988,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3989,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3990,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
3991,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3992,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3993,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3994,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3995,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
3996,Water,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
3997,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3998,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3999,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4000,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4001,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
4002,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4003,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4004,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4005,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
4006,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4007,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4008,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4009,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4010,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4011,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4012,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4013,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Bareland
4014,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
4015,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4016,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4017,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
4018,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4019,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4020,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
4021,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
4022,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4023,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
4024,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4025,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4026,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
4027,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
4028,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
4029,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4030,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
4031,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
4032,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
4033,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4034,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4035,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4036,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4037,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4038,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4039,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4040,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4041,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4042,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
4043,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4044,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4045,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4046,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4047,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4048,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4049,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
4050,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
4051,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4052,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4053,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4054,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4055,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
4056,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4057,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
4058,Water,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Water
4059,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4060,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4061,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
4062,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4063,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
4064,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4065,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
4066,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4067,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
4068,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4069,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
4070,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4071,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
4072,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
4073,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
4074,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
4075,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4076,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4077,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
4078,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
4079,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4080,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
4081,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
4082,Water,Wetland,Water,NULL,Water,Bareland,Water,Bareland
4083,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4084,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
4085,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
4086,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
4087,Water,Wetland,Water,NULL,Water,Water,Water,Water
4088,Water,Wetland,Water,NULL,Water,Water,Water,Forest
4089,Water,Wetland,Water,NULL,Water,Water,Forest,Grassland
4090,Water,Wetland,Water,NULL,Water,Forest,Wetland,Forest
4091,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4092,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4093,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
4094,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4095,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4096,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
4097,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
