Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHT_M_R
3421,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3422,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3423,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3424,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3425,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3426,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3427,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3428,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3429,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3430,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3431,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3432,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3433,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3434,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3435,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3436,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3437,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3438,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3439,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3440,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3441,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3442,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3443,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3444,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3445,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3446,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3447,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3448,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3449,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
3450,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3451,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
3452,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3453,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3454,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3455,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3456,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3457,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3458,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3459,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3460,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3461,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
3462,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
3463,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3464,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3465,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3466,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3467,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3468,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3469,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3470,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3471,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3472,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
3473,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Wetland
3474,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3475,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3476,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3477,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3478,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3479,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3480,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3481,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3482,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3483,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3484,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
3485,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3486,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3487,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3488,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3489,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3490,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3491,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3492,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3493,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3494,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3495,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3496,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3497,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3498,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3499,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3500,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3501,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3502,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3503,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3504,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3505,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3506,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3507,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3508,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3509,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3510,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
3511,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3512,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3513,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3514,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
3515,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
3516,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
3517,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
3518,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3519,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3520,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3521,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3522,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3523,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3524,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3525,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
3526,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Water
3527,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3528,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3529,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3530,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
3531,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
3532,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3533,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
3534,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
3535,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
3536,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3537,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3538,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
3539,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
3540,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
3541,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3542,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
3543,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3544,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3545,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
3546,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
3547,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3548,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3549,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
3550,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
3551,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Grassland
3552,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
3553,Wetland,Wetland,Water,Water,Water,NULL,Water,Grassland
3554,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
3555,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
3556,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3557,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3558,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
3559,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3560,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
3561,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
3562,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
3563,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
3564,Wetland,Wetland,Water,Water,Water,Bareland,Water,Grassland
3565,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
3566,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
3567,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
3568,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
3569,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
3570,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
3571,Wetland,Wetland,Water,Water,Water,Water,Water,Water
3572,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
3573,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3574,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3575,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3576,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3577,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3578,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3579,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3580,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3581,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3582,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
3583,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3584,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3585,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3586,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3587,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3588,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3589,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3590,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3591,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3592,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3593,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3594,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3595,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3596,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3597,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3598,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3599,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3600,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3601,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3602,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3603,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
3604,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
3605,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3606,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3607,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
3608,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
3609,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
3610,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
3611,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3612,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3613,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3614,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3615,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3616,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3617,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3618,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3619,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3620,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3621,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3622,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3623,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3624,Wetland,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3625,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3626,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3627,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3628,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3629,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3630,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3631,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3632,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3633,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3634,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
3635,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3636,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3637,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3638,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3639,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3640,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3641,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3642,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3643,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3644,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3645,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3646,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3647,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3648,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3649,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3650,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3651,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3652,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3653,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3654,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3655,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3656,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3657,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3658,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3659,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3660,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
3661,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3662,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3663,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3664,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
3665,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
3666,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3667,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3668,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3669,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3670,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3671,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3672,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3673,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3674,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3675,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3676,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
3677,Wetland,Water,Water,NULL,Water,Water,Water,Water
3678,Wetland,Water,Water,NULL,Water,Water,Water,Forest
3679,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3680,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3681,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
3682,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
3683,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
3684,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
3685,Wetland,Water,Water,Water,Water,NULL,Water,Grassland
3686,Wetland,Water,Water,Water,Water,NULL,Water,Water
3687,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
3688,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
3689,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
3690,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
3691,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
3692,Wetland,Water,Water,Water,Water,Wetland,Water,Water
3693,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
3694,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
3695,Wetland,Water,Water,Water,Water,Water,Wetland,Water
3696,Wetland,Water,Water,Water,Water,Water,Water,Grassland
3697,Wetland,Water,Water,Water,Water,Water,Water,Wetland
3698,Wetland,Water,Water,Water,Water,Water,Water,Water
3699,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3700,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3701,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3702,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3703,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3704,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3705,Wetland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3706,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3707,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3708,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3709,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3710,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3711,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3712,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3713,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3714,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3715,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3716,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3717,Wetland,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3718,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3719,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3720,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3721,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3722,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3723,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3724,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3725,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3726,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3727,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3728,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3729,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3730,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3731,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3732,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3733,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3734,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3735,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3736,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3737,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3738,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3739,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3740,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3741,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3742,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3743,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3744,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3745,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3746,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3747,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
3748,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3749,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3750,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3751,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3752,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3753,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3754,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3755,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3756,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3757,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3758,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3759,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3760,Wetland,Forest,Water,NULL,Water,Water,Water,Grassland
3761,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3762,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
3763,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3764,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3765,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
