Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R
17141,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
17142,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
17143,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
17144,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
17145,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
17146,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17147,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
17148,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
17149,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
17150,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
17151,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
17152,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17153,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
17154,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
17155,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
17156,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
17157,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
17158,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
17159,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
17160,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
17161,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
17162,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
17163,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
17164,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
17165,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
17166,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
17167,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
17168,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
17169,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17170,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17171,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
17172,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17173,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
17174,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
17175,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17176,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
17177,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
17178,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
17179,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
17180,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
17181,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
17182,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
17183,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
17184,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
17185,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,NULL
17186,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
17187,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
17188,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
17189,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
17190,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Forest
17191,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
17192,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
17193,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
17194,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
17195,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
17196,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
17197,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
17198,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
17199,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
17200,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17201,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
17202,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17203,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17204,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
17205,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
17206,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
17207,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
17208,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
17209,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17210,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
17211,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
17212,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
17213,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
17214,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
17215,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
17216,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
17217,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
17218,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
17219,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
17220,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
17221,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
17222,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
17223,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
17224,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
17225,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
17226,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
17227,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
17228,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
17229,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
17230,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,NULL
17231,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Water
17232,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17233,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
17234,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
17235,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
17236,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
17237,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
17238,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
17239,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
17240,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
17241,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
17242,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
17243,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
17244,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
17245,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
17246,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
17247,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
17248,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
17249,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,NULL
17250,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
17251,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
17252,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
17253,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
17254,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
17255,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
17256,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,NULL
17257,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
17258,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
17259,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
17260,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
17261,Forest,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
17262,Forest,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
17263,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Water
17264,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
17265,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Forest,Water
17266,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
17267,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Forest
17268,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,Water,Forest
17269,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
17270,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
17271,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
17272,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
17273,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
17274,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
17275,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
17276,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
17277,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
17278,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
17279,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
17280,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
17281,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
17282,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
17283,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Water
17284,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
17285,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
17286,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
17287,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
17288,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,NULL
17289,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
17290,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Cropland
17291,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
17292,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
17293,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
17294,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
17295,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
17296,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
17297,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
17298,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
17299,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,NULL
17300,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
17301,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
17302,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Forest
17303,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,NULL
17304,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
17305,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
17306,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Cropland
17307,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Forest
17308,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
17309,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
17310,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Cropland
17311,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
17312,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
17313,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
17314,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
17315,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
17316,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
17317,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
17318,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
17319,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
17320,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
17321,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
17322,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
17323,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
17324,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
17325,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
17326,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
17327,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
17328,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
17329,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
17330,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
17331,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
17332,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
17333,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
17334,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
17335,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
17336,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
17337,Forest,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
17338,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
17339,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
17340,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
17341,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
17342,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
17343,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
17344,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,NULL
17345,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
17346,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Cropland
17347,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Wetland
17348,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Water
17349,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
17350,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
17351,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,NULL
17352,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
17353,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
17354,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Water
17355,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
17356,Forest,Cropland,Wetland,NULL,Wetland,Forest,Water,Wetland
17357,Forest,Cropland,Wetland,NULL,Wetland,Forest,Water,Water
17358,Forest,Cropland,Wetland,NULL,Wetland,Forest,Water,Forest
17359,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,NULL
17360,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
17361,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Cropland
17362,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Water
17363,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
17364,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
17365,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
17366,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
17367,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
17368,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
17369,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
17370,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
17371,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
17372,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
17373,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
17374,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
17375,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
17376,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Built-up
17377,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
17378,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
17379,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
17380,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,NULL
17381,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
17382,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
17383,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
17384,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
17385,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
17386,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,NULL
17387,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
17388,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Water
17389,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
17390,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
17391,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
17392,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
17393,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
17394,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
17395,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
17396,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
17397,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
17398,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
17399,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
17400,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,NULL
17401,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
17402,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
17403,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
17404,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
17405,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
17406,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
17407,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
17408,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
17409,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
17410,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
17411,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
17412,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
17413,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
17414,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
17415,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
17416,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
17417,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
17418,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
17419,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
17420,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
17421,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
17422,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
17423,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
17424,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
17425,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
17426,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
17427,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
17428,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
17429,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
17430,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
17431,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
17432,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Cropland
17433,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
17434,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
17435,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
17436,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
17437,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
17438,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
17439,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
17440,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
17441,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
17442,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
17443,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
17444,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
17445,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
17446,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
17447,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
17448,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
17449,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
17450,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
17451,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
17452,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
17453,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
17454,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
17455,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
17456,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
17457,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
17458,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
17459,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
17460,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Forest
17461,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,NULL
17462,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
17463,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
17464,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
17465,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Water
17466,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
17467,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
17468,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
17469,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Cropland
17470,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
17471,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
17472,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
