Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKN_M_R
11876,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
11877,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
11878,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
11879,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11880,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11881,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11882,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11883,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11884,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11885,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11886,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11887,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11888,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11889,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11890,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11891,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11892,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11893,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11894,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11895,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11896,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11897,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
11898,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11899,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
11900,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11901,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11902,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
11903,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11904,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11905,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11906,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
11907,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11908,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
11909,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11910,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
11911,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
11912,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11913,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11914,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
11915,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
11916,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
11917,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
11918,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
11919,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
11920,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
11921,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
11922,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
11923,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
11924,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11925,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
11926,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
11927,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
11928,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11929,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
11930,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11931,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11932,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11933,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11934,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
11935,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11936,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
11937,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
11938,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
11939,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
11940,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
11941,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11942,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11943,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
11944,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
11945,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11946,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11947,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11948,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
11949,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
11950,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11951,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11952,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11953,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11954,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
11955,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11956,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11957,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
11958,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
11959,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11960,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
11961,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
11962,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11963,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11964,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
11965,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11966,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
11967,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11968,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11969,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11970,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11971,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
11972,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11973,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
11974,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11975,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
11976,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11977,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11978,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11979,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11980,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11981,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11982,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11983,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11984,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11985,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
11986,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
11987,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11988,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11989,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11990,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
11991,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11992,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
11993,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11994,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11995,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11996,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11997,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11998,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
11999,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
12000,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
12001,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12002,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
12003,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
12004,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12005,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12006,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12007,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12008,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12009,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12010,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12011,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12012,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
12013,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
12014,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12015,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,NULL,Forest
12016,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
12017,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Water
12018,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
12019,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12020,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12021,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12022,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
12023,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
12024,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12025,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12026,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
12027,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
12028,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
12029,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12030,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
12031,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Forest
12032,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
12033,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
12034,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
12035,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
12036,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
12037,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
12038,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
12039,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
12040,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
12041,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
12042,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
12043,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
12044,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
12045,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
12046,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
12047,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
12048,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
12049,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
12050,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
12051,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
12052,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
12053,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
12054,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
12055,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
12056,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
12057,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
12058,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
12059,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
12060,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12061,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12062,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12063,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12064,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12065,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12066,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12067,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12068,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12069,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12070,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12071,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
12072,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12073,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12074,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
12075,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12076,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12077,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12078,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12079,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12080,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12081,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12082,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12083,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12084,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12085,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12086,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
12087,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12088,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12089,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12090,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12091,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12092,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12093,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12094,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12095,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12096,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12097,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12098,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12099,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12100,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12101,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12102,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12103,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12104,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12105,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
12106,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12107,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
12108,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12109,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
12110,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12111,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12112,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12113,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
12114,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
12115,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12116,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
12117,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12118,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12119,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12120,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12121,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12122,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12123,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12124,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12125,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12126,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12127,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12128,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12129,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12130,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
12131,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12132,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
12133,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12134,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12135,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12136,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12137,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12138,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12139,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
12140,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12141,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
12142,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12143,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12144,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12145,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
12146,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12147,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12148,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
12149,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12150,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
12151,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12152,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12153,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12154,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12155,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12156,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12157,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12158,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12159,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12160,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12161,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12162,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12163,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12164,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
12165,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12166,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
12167,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12168,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
12171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12174,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12175,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12176,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12177,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12178,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12179,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12180,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12181,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12182,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12183,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12184,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12185,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12186,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12187,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12188,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12189,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12190,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
12191,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12192,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12193,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12194,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12195,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
12196,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
12197,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12198,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12199,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12200,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12201,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12202,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
