Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHE_M_R
710,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
711,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
712,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
713,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
714,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
715,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
716,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
717,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
718,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
719,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
720,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
721,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
723,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
724,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
725,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
726,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
728,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
729,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
730,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
731,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
732,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
733,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
734,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
735,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
736,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
737,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
738,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
739,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
740,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
741,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
742,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
743,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
744,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
745,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
746,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
747,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
748,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
749,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
750,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
751,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
752,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
753,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
755,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
756,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
757,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
758,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
759,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
760,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
761,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
762,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
763,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
764,Forest,Forest,Water,Water,Water,NULL,NULL,Water
765,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
766,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
767,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
768,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
769,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
770,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
771,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
772,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
773,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
774,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
775,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
776,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
777,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
778,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
