Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPN_M_R
5876,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
5877,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5878,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
5879,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5880,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
5881,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5882,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5883,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5884,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5885,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5886,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5887,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
5888,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5889,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5890,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5891,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5892,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5893,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5894,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5895,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5896,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5897,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5898,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5899,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5900,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5901,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5902,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5903,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5904,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5905,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5906,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5907,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5908,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5909,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5910,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
5911,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
5912,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5913,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5914,Cropland,Cropland,Water,NULL,Water,Shrubland,Shrubland,Bareland
5915,Cropland,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
5916,Cropland,Cropland,Water,NULL,Water,Grassland,Shrubland,Forest
5917,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5918,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
5919,Cropland,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
5920,Cropland,Cropland,Water,NULL,Water,Grassland,Water,Grassland
5921,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Water
5922,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
5923,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Water
5924,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Forest
5925,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5926,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Cropland
5927,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
5928,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
5929,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
5930,Cropland,Cropland,Water,NULL,Water,Water,Shrubland,Grassland
5931,Cropland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
5932,Cropland,Cropland,Water,NULL,Water,Water,Water,Grassland
5933,Cropland,Cropland,Water,NULL,Water,Water,Water,Forest
5934,Cropland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
5935,Cropland,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
5936,Cropland,Cropland,Water,Water,Water,Water,Grassland,Water
5937,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5938,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5939,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5940,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5941,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5942,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5943,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5944,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5945,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5946,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5947,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5948,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5949,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5950,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5951,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5952,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5953,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5954,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5955,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5956,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5957,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5958,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5959,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5960,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5961,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5962,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5963,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5964,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5965,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5966,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5967,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
5968,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5969,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5970,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5971,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5972,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5973,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5974,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5975,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
5976,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5977,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5978,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5979,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5980,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5981,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5982,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5983,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5984,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5985,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5986,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5987,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5988,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5989,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5990,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5991,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5992,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
5993,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5994,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5995,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5996,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5997,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5998,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
5999,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6000,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6001,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
6002,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6003,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6004,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6005,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6006,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6007,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6008,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6009,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6010,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6011,Cropland,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6012,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6013,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6014,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6015,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6016,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6017,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6018,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6019,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6020,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6021,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6022,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6023,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6024,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6025,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6026,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6027,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6028,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6029,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6030,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6031,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6032,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6033,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6034,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6035,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
6036,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6037,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6039,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6040,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6041,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6042,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6043,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6044,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6045,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6046,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6058,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6060,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6061,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6063,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6064,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6065,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6066,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6067,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6068,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6069,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6070,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6071,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6072,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6073,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6074,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
6075,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6076,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6077,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6078,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6079,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6080,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6081,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6082,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6083,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6084,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6085,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6086,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
6087,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6088,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6089,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
6090,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6091,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6092,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
6093,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6094,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6095,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6096,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6097,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6098,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6099,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6100,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6101,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6102,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6103,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6104,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6105,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6106,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6107,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6108,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6109,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6110,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6111,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6112,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6113,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6114,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6115,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6116,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6117,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6118,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6119,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6120,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6121,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6122,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6123,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6124,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6125,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6126,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6127,Cropland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6128,Cropland,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
6129,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6130,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6131,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6132,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6133,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6134,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6135,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6136,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6137,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6138,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6139,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6140,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6141,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6142,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6143,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6144,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6145,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6146,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6147,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6148,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6149,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6150,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6151,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
6152,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6153,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6154,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
6155,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6156,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6157,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
6158,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6159,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6160,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6161,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6162,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
6163,Cropland,Built-up,Water,NULL,Water,Grassland,Shrubland,Grassland
6164,Cropland,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
6165,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6166,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6167,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6168,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6169,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6170,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6171,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6172,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6173,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6174,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6175,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6176,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6177,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6178,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6179,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
6180,Cropland,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6181,Cropland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6182,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6183,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6184,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6185,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6186,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6187,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
