Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRP_M_R
855,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
856,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
857,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
858,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
859,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
860,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
861,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
862,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
863,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
864,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
865,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
866,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
867,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
868,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
869,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
870,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
871,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
872,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
873,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
874,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
875,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
876,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
877,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
878,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
879,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
880,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
881,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
882,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
883,Bareland,NULL,Wetland,Water,Wetland,Water
884,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
885,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
886,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
887,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
888,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
889,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
890,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
891,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
892,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
893,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
894,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
895,Bareland,NULL,Bareland,Water,Non_Wetland,Water
896,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
897,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
898,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
899,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
900,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
901,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
902,Bareland,NULL,Water,NULL,Water,Forest
903,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
904,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
905,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
906,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
907,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
908,Bareland,NULL,Forest,NULL,Non_Wetland,Water
909,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
910,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
911,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
912,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
913,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
914,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
915,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
916,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
917,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
918,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
919,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
920,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
921,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
922,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
923,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
924,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
925,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
926,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
927,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
928,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
929,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
930,Bareland,Cropland,Wetland,Water,Wetland,Cropland
931,Bareland,Cropland,Wetland,Water,Wetland,Water
932,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
933,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
934,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
935,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
936,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
937,Bareland,Cropland,Water,NULL,Water,Forest
938,Bareland,Cropland,Water,Water,Water,Water
939,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
940,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
941,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
942,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
943,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
944,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Water
945,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
946,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
947,Bareland,Cropland,Forest,Water,Non_Wetland,Water
948,Bareland,Cropland,Forest,Water,Non_Wetland,Forest
949,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
950,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
951,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
952,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
953,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
954,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
955,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
956,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
957,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
958,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
959,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
960,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
961,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
962,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
963,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
964,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
965,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
966,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
967,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
968,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
969,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
970,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
971,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
972,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
973,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
974,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
975,Bareland,Bareland,Wetland,Water,Wetland,Water
976,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
977,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
978,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
979,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
980,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
981,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
982,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
983,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
984,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
985,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
986,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
987,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
988,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
989,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
990,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
991,Bareland,Bareland,Water,NULL,Water,Bareland
992,Bareland,Bareland,Water,NULL,Water,Water
993,Bareland,Bareland,Water,NULL,Water,Forest
994,Bareland,Bareland,Water,Non_Water,Water,Cropland
995,Bareland,Bareland,Water,Non_Water,Water,Bareland
996,Bareland,Bareland,Water,Water,Water,Water
997,Bareland,Bareland,Water,Water,Water,Forest
998,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
999,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1000,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1001,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1002,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1003,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1004,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1005,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1006,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1007,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1008,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1009,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1010,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1011,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1012,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1013,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1014,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1015,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1016,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1017,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1018,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1019,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1020,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1021,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1022,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1023,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1024,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1025,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1026,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1027,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1028,Bareland,Built-up,Cropland,Water,Non_Wetland,Forest
1029,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1030,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1031,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1032,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1033,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1034,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1035,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1036,Bareland,Built-up,Water,Water,Water,Water
1037,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1038,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1039,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1040,Bareland,Built-up,Forest,Water,Non_Wetland,Water
1041,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1042,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1043,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1044,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1045,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1046,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1047,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1048,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1049,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1050,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1051,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1052,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1053,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1054,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1055,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1056,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1057,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1058,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1059,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1060,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1061,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1062,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1063,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1064,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1065,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1066,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1067,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1068,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1069,Bareland,Water,Wetland,NULL,Wetland,Water
1070,Bareland,Water,Wetland,Non_Water,Wetland,Water
1071,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1072,Bareland,Water,Wetland,Water,Wetland,Grassland
1073,Bareland,Water,Wetland,Water,Wetland,Bareland
1074,Bareland,Water,Wetland,Water,Wetland,Water
1075,Bareland,Water,Wetland,Water,Wetland,Forest
1076,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1077,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1078,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1079,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1080,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1081,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1082,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1083,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1084,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1085,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1086,Bareland,Water,Bareland,Water,Non_Wetland,Water
1087,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1088,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1089,Bareland,Water,Water,NULL,Water,Grassland
1090,Bareland,Water,Water,NULL,Water,Water
1091,Bareland,Water,Water,NULL,Water,Forest
1092,Bareland,Water,Water,Non_Water,Water,Grassland
1093,Bareland,Water,Water,Non_Water,Water,Bareland
1094,Bareland,Water,Water,Non_Water,Water,Water
1095,Bareland,Water,Water,Non_Water,Water,Forest
1096,Bareland,Water,Water,Water,Water,Grassland
1097,Bareland,Water,Water,Water,Water,Bareland
1098,Bareland,Water,Water,Water,Water,Water
1099,Bareland,Water,Water,Water,Water,Forest
1100,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1101,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1102,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1103,Bareland,Water,Forest,NULL,Non_Wetland,Water
1104,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1105,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1106,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1107,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1108,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1109,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1110,Bareland,Water,Forest,Water,Non_Wetland,Water
1111,Bareland,Water,Forest,Water,Non_Wetland,Forest
1112,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1113,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1114,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1115,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1116,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1117,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1118,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1119,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1120,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1121,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1122,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1123,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1124,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1125,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1126,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1127,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1128,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1129,Water,NULL,NULL,NULL,Non_Wetland,Water
1130,Water,NULL,NULL,NULL,Non_Wetland,Forest
1131,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1132,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1133,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1134,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1135,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1136,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1137,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1138,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1139,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1140,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1141,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1142,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1143,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1144,Water,NULL,Shrubland,Water,Non_Wetland,Water
1145,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1146,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1147,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1148,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1149,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1150,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1151,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1152,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1153,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1154,Water,NULL,Cropland,NULL,Non_Wetland,Water
1155,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1156,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1157,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1158,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1159,Water,NULL,Wetland,NULL,Wetland,Grassland
1160,Water,NULL,Wetland,NULL,Wetland,Bareland
1161,Water,NULL,Wetland,NULL,Wetland,Water
1162,Water,NULL,Wetland,NULL,Wetland,Forest
1163,Water,NULL,Wetland,Water,Wetland,Grassland
1164,Water,NULL,Wetland,Water,Wetland,Bareland
1165,Water,NULL,Wetland,Water,Wetland,Water
1166,Water,NULL,Wetland,Water,Wetland,Forest
1167,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1168,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1169,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1170,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1171,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1172,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1173,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1174,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1175,Water,NULL,Bareland,Water,Non_Wetland,Water
1176,Water,NULL,Bareland,Water,Non_Wetland,Forest
1177,Water,NULL,Water,NULL,Water,Grassland
1178,Water,NULL,Water,NULL,Water,Bareland
1179,Water,NULL,Water,NULL,Water,Water
1180,Water,NULL,Water,NULL,Water,Forest
1181,Water,NULL,Water,Non_Water,Water,Grassland
1182,Water,NULL,Water,Non_Water,Water,Built-up
1183,Water,NULL,Water,Non_Water,Water,Water
1184,Water,NULL,Water,Non_Water,Water,Forest
1185,Water,NULL,Water,Water,Water,Grassland
1186,Water,NULL,Water,Water,Water,Cropland
1187,Water,NULL,Water,Water,Water,Bareland
1188,Water,NULL,Water,Water,Water,Built-up
1189,Water,NULL,Water,Water,Water,Water
1190,Water,NULL,Water,Water,Water,Forest
1191,Water,NULL,Forest,NULL,Non_Wetland,NULL
1192,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1193,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1194,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1195,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1196,Water,NULL,Forest,NULL,Non_Wetland,Water
1197,Water,NULL,Forest,NULL,Non_Wetland,Forest
1198,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1199,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1200,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1201,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1202,Water,NULL,Forest,Water,Non_Wetland,Grassland
1203,Water,NULL,Forest,Water,Non_Wetland,Cropland
1204,Water,NULL,Forest,Water,Non_Wetland,Bareland
1205,Water,NULL,Forest,Water,Non_Wetland,Water
1206,Water,NULL,Forest,Water,Non_Wetland,Forest
1207,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1208,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1209,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1210,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1211,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1212,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1213,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1214,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1215,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1216,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1217,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1218,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1219,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1220,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1221,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1222,Water,Cropland,Grassland,Water,Non_Wetland,Water
1223,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1224,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1225,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1226,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1227,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1228,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1229,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1230,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1231,Water,Cropland,Cropland,Water,Non_Wetland,Water
1232,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1233,Water,Cropland,Wetland,Water,Wetland,Water
1234,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1235,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1236,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1237,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1238,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1239,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1240,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1241,Water,Cropland,Bareland,Water,Non_Wetland,Water
1242,Water,Cropland,Water,NULL,Water,Grassland
1243,Water,Cropland,Water,NULL,Water,Cropland
1244,Water,Cropland,Water,NULL,Water,Bareland
1245,Water,Cropland,Water,NULL,Water,Water
1246,Water,Cropland,Water,NULL,Water,Forest
1247,Water,Cropland,Water,Non_Water,Water,Grassland
1248,Water,Cropland,Water,Non_Water,Water,Bareland
1249,Water,Cropland,Water,Non_Water,Water,Water
1250,Water,Cropland,Water,Non_Water,Water,Forest
1251,Water,Cropland,Water,Water,Water,Grassland
1252,Water,Cropland,Water,Water,Water,Bareland
1253,Water,Cropland,Water,Water,Water,Water
1254,Water,Cropland,Water,Water,Water,Forest
1255,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1256,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1257,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1258,Water,Cropland,Forest,NULL,Non_Wetland,Water
1259,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1260,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1261,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1262,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1263,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1264,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1265,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1266,Water,Cropland,Forest,Water,Non_Wetland,Water
1267,Water,Cropland,Forest,Water,Non_Wetland,Forest
1268,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1269,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1270,Water,Wetland,Wetland,Water,Wetland,Grassland
1271,Water,Wetland,Water,Water,Water,Grassland
1272,Water,Wetland,Water,Water,Water,Water
1273,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1274,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1275,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1276,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1277,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1278,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1279,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1280,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1281,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1282,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1283,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1284,Water,Bareland,Water,NULL,Water,Bareland
1285,Water,Bareland,Water,NULL,Water,Forest
1286,Water,Bareland,Water,Non_Water,Water,Forest
1287,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
