Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDA_M_R
670,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
671,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
672,Wetland,Water,Water,Water,Water,Water,NULL,Water
673,Wetland,Water,Water,Water,Water,Water,Wetland,Water
674,Wetland,Water,Water,Water,Water,Water,Water,Water
675,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
676,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
677,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
678,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
679,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
680,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
681,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
682,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
683,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
684,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
685,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
686,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
687,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
688,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
689,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
690,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
691,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Bareland
692,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Water,Bareland
693,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
694,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
695,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
696,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
697,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
698,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
699,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
700,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
701,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
702,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
703,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
704,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
705,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
706,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
707,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
708,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
709,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
710,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
711,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
712,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
713,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
714,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
715,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
716,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
717,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
718,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
719,Bareland,Water,Wetland,Water,Wetland,Grassland,NULL,Water
720,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
721,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
722,Bareland,Water,Water,Water,Water,Grassland,Water,Water
723,Bareland,Water,Water,Water,Water,Bareland,Water,Water
724,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
725,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
726,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
727,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
728,Water,NULL,Water,Water,Water,Grassland,Water,Water
729,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
730,Water,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
731,Water,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
732,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
733,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
734,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
735,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
736,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
737,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
738,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
739,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
740,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
741,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
742,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
743,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
744,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
745,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
746,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
747,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
748,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
749,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
750,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
751,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Water
752,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
753,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
754,Water,Wetland,Water,NULL,Water,Grassland,NULL,Water
755,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
756,Water,Wetland,Water,NULL,Water,Water,NULL,Water
757,Water,Wetland,Water,NULL,Water,Water,NULL,Forest
758,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
759,Water,Wetland,Water,NULL,Water,Water,Water,Forest
760,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
761,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
762,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
763,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
764,Water,Wetland,Water,Water,Water,Water,NULL,Water
765,Water,Wetland,Water,Water,Water,Water,Wetland,Water
766,Water,Wetland,Water,Water,Water,Water,Water,Water
767,Water,Wetland,Water,Water,Water,Water,Water,Forest
768,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
769,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
770,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
771,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
772,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
773,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
774,Water,Bareland,Water,NULL,Water,Water,Water,Water
775,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
776,Water,Bareland,Water,Water,Water,Water,NULL,Water
777,Water,Bareland,Water,Water,Water,Water,Water,Water
778,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
779,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
780,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
781,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
782,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
783,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Grassland
784,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
785,Water,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
786,Water,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Forest
787,Water,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
788,Water,Built-up,Grassland,Water,Non_Wetland,Water,Water,Water
789,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Water
790,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
791,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
792,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
793,Water,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
794,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
795,Water,Built-up,Wetland,Water,Wetland,Grassland,Water,Water
796,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
797,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Water
798,Water,Built-up,Water,NULL,Water,Grassland,Wetland,Water
799,Water,Built-up,Water,NULL,Water,Grassland,Water,Water
800,Water,Built-up,Water,NULL,Water,Wetland,Wetland,Water
801,Water,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
802,Water,Built-up,Water,NULL,Water,Wetland,Water,Forest
803,Water,Built-up,Water,NULL,Water,Water,NULL,Grassland
804,Water,Built-up,Water,NULL,Water,Water,Wetland,Water
805,Water,Built-up,Water,NULL,Water,Water,Wetland,Forest
806,Water,Built-up,Water,NULL,Water,Water,Water,Forest
807,Water,Built-up,Water,Non_Water,Water,Wetland,Wetland,Grassland
808,Water,Built-up,Water,Non_Water,Water,Water,Wetland,Water
809,Water,Built-up,Water,Non_Water,Water,Water,Wetland,Forest
810,Water,Built-up,Water,Water,Water,Water,Water,Water
811,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
812,Water,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
813,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
814,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Forest
815,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
816,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
817,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
818,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
819,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
820,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
821,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
822,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
823,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
824,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
825,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
826,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
827,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
828,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
830,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
831,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
832,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
833,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
834,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
835,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
836,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
837,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
838,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
839,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
840,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
841,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
842,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
843,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
844,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
845,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
846,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
847,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
848,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
849,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
850,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
851,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
852,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
853,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
854,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
855,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
856,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
857,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Water
858,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
859,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
860,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
861,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Water
862,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
863,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
864,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
865,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
866,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
867,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
868,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
869,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
870,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
871,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
872,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
873,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
874,Water,Water,Grassland,Water,Non_Wetland,Forest,NULL,Water
875,Water,Water,Grassland,Water,Non_Wetland,Forest,NULL,Forest
876,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
877,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
878,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
879,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
880,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
881,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
882,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
883,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
884,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
885,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
886,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
887,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
888,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
889,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
890,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
891,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
892,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
893,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
894,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
895,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
896,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
897,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
898,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
899,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
900,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
901,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
902,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
903,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
904,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
905,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
906,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
907,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
908,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
909,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
910,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
911,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
912,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
913,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
914,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
915,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
916,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
917,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
918,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
919,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
920,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
921,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
922,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
923,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
924,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
925,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
926,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
927,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
928,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
929,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
930,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
931,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
932,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
933,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
934,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
935,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
936,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
937,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
938,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
939,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
940,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
941,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
942,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
943,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
944,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
945,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
946,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
947,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
948,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
949,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
950,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
951,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
952,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
953,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
954,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
955,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
956,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
957,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
958,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
959,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
960,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
961,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
962,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
963,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
964,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
965,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
966,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
967,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
968,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
969,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
970,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
971,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
972,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
973,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
974,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
975,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
976,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
977,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
978,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
979,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
980,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
981,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
982,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
983,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
984,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
985,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
986,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
987,Water,Water,Wetland,Water,Wetland,Water,Water,Water
988,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
989,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
990,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
991,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
992,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
993,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
994,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
995,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
996,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
997,Water,Water,Water,NULL,Water,NULL,NULL,Water
998,Water,Water,Water,NULL,Water,NULL,NULL,Forest
999,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1000,Water,Water,Water,NULL,Water,NULL,Water,Forest
1001,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
1002,Water,Water,Water,NULL,Water,Grassland,NULL,Water
1003,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1004,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1005,Water,Water,Water,NULL,Water,Grassland,Water,Water
1006,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1007,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
1008,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
1009,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1010,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1011,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1012,Water,Water,Water,NULL,Water,Wetland,Water,Water
1013,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1014,Water,Water,Water,NULL,Water,Wetland,Forest,Water
1015,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
1016,Water,Water,Water,NULL,Water,Bareland,Water,Water
1017,Water,Water,Water,NULL,Water,Water,NULL,Grassland
1018,Water,Water,Water,NULL,Water,Water,NULL,Water
1019,Water,Water,Water,NULL,Water,Water,NULL,Forest
1020,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1021,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1022,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1023,Water,Water,Water,NULL,Water,Water,Wetland,Water
1024,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1025,Water,Water,Water,NULL,Water,Water,Water,Grassland
1026,Water,Water,Water,NULL,Water,Water,Water,Wetland
1027,Water,Water,Water,NULL,Water,Water,Water,Water
1028,Water,Water,Water,NULL,Water,Water,Water,Forest
1029,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1030,Water,Water,Water,NULL,Water,Water,Forest,Water
1031,Water,Water,Water,NULL,Water,Water,Forest,Forest
1032,Water,Water,Water,NULL,Water,Forest,NULL,Forest
1033,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1034,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1035,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1036,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1037,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
1038,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
1039,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
1040,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1041,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1042,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1043,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1044,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1045,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1046,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1047,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
1048,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1049,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
1050,Water,Water,Water,Non_Water,Water,Water,NULL,Water
1051,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
1052,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1053,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1054,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1055,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1056,Water,Water,Water,Non_Water,Water,Water,Water,Water
1057,Water,Water,Water,Non_Water,Water,Water,Water,Forest
