Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQG_M_R
1577,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1578,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1579,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1580,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1581,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1582,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1583,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1584,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1585,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1586,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1587,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1588,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1589,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1590,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1591,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1592,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1593,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1594,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1595,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1596,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1597,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1598,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1599,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1600,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1601,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1602,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1603,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1604,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1605,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1606,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1607,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1608,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1609,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1610,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1611,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1612,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1613,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1614,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1615,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1616,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1617,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1618,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1619,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1620,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1621,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1622,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1623,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1624,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1625,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1626,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1627,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1628,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1629,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1630,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1631,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1632,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1633,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1634,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1635,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1636,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1637,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1638,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1639,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1640,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1641,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1642,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1643,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1644,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1645,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1646,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1647,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1648,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1649,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1650,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1651,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1652,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1653,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1654,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1655,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1656,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1657,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1658,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1659,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1660,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1661,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1662,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1663,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1664,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1665,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1666,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1667,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1668,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1669,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1670,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1671,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1672,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1673,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1674,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1675,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1677,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1678,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1679,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1680,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1681,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1682,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1683,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1684,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1685,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1686,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1687,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1689,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1690,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1691,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1692,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1693,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1694,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1695,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1696,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1697,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1698,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1699,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1700,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1701,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1702,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1703,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1704,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1705,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1706,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1707,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1708,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1709,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1710,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1711,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1712,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1713,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1714,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1715,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1716,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1717,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1718,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1719,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1720,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1721,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1722,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1723,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1724,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1725,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1726,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1727,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1728,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1729,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1730,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1731,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1732,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1733,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1734,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1735,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1736,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1737,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1738,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1739,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1740,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1741,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1742,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1743,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1744,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1745,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1746,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1747,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1748,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1749,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1750,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1751,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1752,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1753,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1754,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1755,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1756,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1757,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1758,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1759,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1760,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1761,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1762,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1763,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1765,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1766,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1767,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1768,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1769,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1770,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1771,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1772,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1773,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1774,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1775,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1776,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1777,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1778,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1779,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1780,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1781,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1782,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1783,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1784,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1785,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1786,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1787,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1789,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1790,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1791,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1792,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1793,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1794,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1795,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1796,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1797,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1798,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1799,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1800,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1801,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1802,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1803,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1804,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1805,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1806,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1807,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1808,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1809,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1810,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1811,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1813,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1814,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1815,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1816,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1817,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1818,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1819,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1820,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1821,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1822,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1824,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1825,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1826,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1827,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1828,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1829,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1830,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1831,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1832,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1833,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1834,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1835,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1836,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1838,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1839,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1840,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1841,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1842,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1843,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1844,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1845,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1846,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1847,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1848,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1849,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1850,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1852,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1853,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1854,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1855,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1856,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1857,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1858,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1859,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1860,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1861,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1862,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1864,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1865,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1866,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1867,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1868,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1869,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1870,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1871,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1872,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1873,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1874,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1875,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1876,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1877,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1878,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1879,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1880,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1881,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1883,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1884,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1885,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1886,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Wetland
1887,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1888,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1889,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1890,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1891,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1892,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1893,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1894,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1895,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1896,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1897,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1898,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1899,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1900,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1901,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1902,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1903,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1904,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1905,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
