Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R
2521,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2522,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2523,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2524,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2525,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2526,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2527,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2528,Water,Water,Water,NULL,Water,NULL,NULL,Water
2529,Water,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2530,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2531,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2532,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2533,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2534,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2535,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2536,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2537,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2538,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2539,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2540,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2541,Water,Water,Water,Water,Water,NULL,NULL,Built-up
2542,Water,Water,Water,Water,Water,NULL,NULL,Water
2543,Water,Water,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2544,Water,Water,Water,Water,Water,NULL,NULL,Forest
2545,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2546,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2547,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2548,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2549,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2550,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2551,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2552,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2553,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2554,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2555,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2556,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2557,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2558,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2559,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2560,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2561,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2562,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2563,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2564,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2565,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2566,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2567,Water,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2568,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2569,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2570,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2571,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2572,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
2573,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
2574,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
2575,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2576,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2577,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2578,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2579,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Forest
2580,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2581,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2582,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2583,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2584,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2585,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2586,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2587,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2588,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2589,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2590,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2591,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2592,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2593,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2594,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2595,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2596,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2597,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2598,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2599,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2600,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2601,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2602,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2603,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2604,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2605,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2606,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2607,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2608,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2609,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2610,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2611,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2612,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2613,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2614,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2615,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2616,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2617,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2618,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2619,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2620,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2621,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2622,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2623,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2624,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2625,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2626,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2627,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2628,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2629,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2630,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2631,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2632,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2633,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2634,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2635,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2636,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2637,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2638,Water,Forest,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2639,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2640,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2641,Water,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2642,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2643,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2644,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
2645,Water,Forest,Water,Water,Water,NULL,NULL,Water
2646,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2647,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2648,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2649,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2650,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2651,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2652,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2653,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2654,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2655,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2656,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2657,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2658,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2659,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2660,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2661,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2662,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2663,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2664,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2665,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2666,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2667,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2668,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2669,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2670,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2671,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2672,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2673,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2674,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2675,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2676,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2677,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2678,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2679,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2680,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2681,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2682,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2683,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2684,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2685,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2686,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2687,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2688,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2689,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2690,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2691,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2692,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2693,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2694,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2695,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2696,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2697,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2698,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2699,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2700,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2701,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2702,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2703,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2704,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2705,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2706,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2707,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2708,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2709,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2710,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2711,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2712,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2713,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2714,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2715,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2716,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2717,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2718,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2719,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
2720,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2721,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2722,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2723,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2724,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2725,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2726,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2727,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2728,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2729,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2730,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2731,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2732,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2733,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2734,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2735,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2736,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2737,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
2738,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2739,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2740,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2741,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2742,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2743,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
2744,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2745,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2746,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2747,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2748,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2749,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2750,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2751,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2752,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2753,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2754,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2755,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2756,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Grassland
2757,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2758,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2759,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2760,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2761,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2762,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2763,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2764,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2765,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2766,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2767,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2768,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2769,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2770,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2771,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2772,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2773,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2774,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2775,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2776,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2777,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2778,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2779,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2780,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2781,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2782,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2783,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2784,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2785,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2786,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2787,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2788,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2790,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2791,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2792,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2793,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2794,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2795,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2796,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2797,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2798,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2799,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2800,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2801,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2802,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2803,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2804,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2805,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2806,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2807,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2808,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2809,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2810,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2811,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2812,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2813,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2814,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2815,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2816,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2817,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2818,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2819,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2820,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
2821,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2822,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2823,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2824,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2825,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2826,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2827,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2828,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2829,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2830,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2831,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2832,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2833,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
