Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R
16489,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
16490,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16491,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
16492,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16493,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
16494,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16495,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16496,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16497,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
16498,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
16499,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
16500,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16501,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
16502,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16503,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
16504,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
16505,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
16506,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
16507,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
16508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
16509,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16510,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
16511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
16512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
16513,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
16514,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
16515,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
16516,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
16517,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
16518,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
16519,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
16520,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
16521,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16522,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
16523,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
16524,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
16525,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16526,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16527,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
16528,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
16529,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16530,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
16531,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
16532,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
16533,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
16534,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
16535,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
16536,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
16537,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
16538,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
16539,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
16540,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
16541,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
16542,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
16543,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
16544,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
16545,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
16546,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
16547,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
16548,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
16549,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
16550,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
16551,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
16552,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
16553,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
16554,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
16555,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16556,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
16557,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
16558,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
16559,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16560,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
16561,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
16562,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
16563,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
16564,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
16565,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
16566,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
16567,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
16568,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
16569,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
16570,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
16571,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
16572,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
16573,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
16574,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
16575,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
16576,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
16577,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
16578,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
16579,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
16580,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
16581,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
16582,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
16583,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
16584,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Cropland
16585,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Wetland
16586,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
16587,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
16588,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
16589,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
16590,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Wetland
16591,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Water
16592,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
16593,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
16594,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
16595,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
16596,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
16597,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
16598,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
16599,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16600,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16601,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
16602,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16603,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16604,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16605,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
16606,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
16607,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16608,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
16609,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
16610,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
16611,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16612,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
16613,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16614,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16615,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16616,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16617,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16618,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
16619,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16620,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16621,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16622,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16623,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16624,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
16625,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
16626,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
16627,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
16628,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
16629,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
16630,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
16631,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16632,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16633,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16634,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16635,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16636,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
16637,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16638,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
16639,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
16640,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
16641,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16642,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
16643,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16644,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16645,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16646,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
16647,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
16648,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16649,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16650,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16651,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16652,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16653,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16654,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16655,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
16656,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16657,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
16658,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16659,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
16660,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16661,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
16662,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
16663,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16664,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
16665,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
16666,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16667,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
16668,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
16669,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
16670,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
16671,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
16672,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Shrubland,Forest
16673,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,NULL,Forest
16674,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16675,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Forest
16676,Forest,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Forest
16677,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Shrubland,Forest
16678,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16679,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16680,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16681,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
16682,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16683,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16684,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16685,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16686,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16687,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16688,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16689,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16690,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16691,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
16692,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16693,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16694,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16695,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16696,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16697,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16698,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16699,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
16700,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16701,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16702,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16703,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
16704,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16705,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
16706,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16707,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
16708,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16709,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16710,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16711,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16712,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
16713,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
16714,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
16715,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
16716,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16717,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16718,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16719,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16720,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16721,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16722,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16723,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16724,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16725,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16726,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16727,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16728,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16729,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
16730,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16731,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16732,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16733,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16734,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
16735,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
16736,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
16737,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16738,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16739,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16740,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16741,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16742,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16743,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16744,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
16745,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16746,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16747,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16748,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16749,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16750,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16751,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16752,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16753,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16754,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16755,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16756,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16757,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16758,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16759,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16760,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16761,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16762,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
16763,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
16764,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16765,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16766,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16767,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16768,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16769,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16770,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16771,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16772,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16773,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16774,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16775,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16776,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16777,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16778,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16779,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16780,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16781,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
16782,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
16783,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
16784,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
16785,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
16786,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
16787,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Water
16788,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
16789,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16790,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16791,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
16792,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16793,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16794,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16795,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16796,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
16797,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16798,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16799,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
16800,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16801,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16802,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16803,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
16804,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16805,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
16806,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
16807,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16808,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16809,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16810,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
16811,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
16812,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
