Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEC_M_R
5067,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5068,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5069,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5070,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
5071,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5072,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5073,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5074,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
5075,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5076,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5077,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5078,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5079,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5080,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5081,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
5082,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5083,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
5084,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5085,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5086,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5087,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5088,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5089,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5090,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5091,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5092,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5093,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5094,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5095,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5096,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5097,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5098,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5099,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
5100,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
5101,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5102,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
5103,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5104,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5105,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
5106,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
5107,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5108,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5109,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5110,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5111,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
5112,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
5113,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5114,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
5115,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5116,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5117,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5118,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5119,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
5120,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5121,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5122,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
5123,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5124,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5125,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
5126,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5127,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
5128,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5129,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5130,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5131,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5132,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
5133,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5134,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
5135,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5136,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5137,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5138,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5139,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
5140,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5141,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5142,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5143,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
5144,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
5145,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5146,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
5147,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5148,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5149,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
5150,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
5151,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
5152,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
5153,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
5154,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
5155,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
5156,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
5157,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
5158,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
5159,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
5160,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
5161,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5162,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5163,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5164,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5165,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5166,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5167,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5168,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5169,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5170,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5171,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
5172,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
5173,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5174,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
5175,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5176,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5177,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5178,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
5179,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5180,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5181,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
5182,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
5183,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5184,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
5185,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
5186,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
5187,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5188,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
5189,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
5190,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
5191,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
5192,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5193,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
5194,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5195,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
5196,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5197,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
5198,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5199,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5200,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
5201,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5202,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5203,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5204,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5205,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
5206,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5207,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5208,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5209,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
5210,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
5211,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Built-up
5212,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
5213,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
5214,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
5215,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5216,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5217,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
5218,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
5219,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5220,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5221,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
5222,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
5223,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5224,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5225,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
5226,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5227,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5228,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5229,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5230,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
5231,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5232,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5233,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
5234,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
5235,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
5236,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
5237,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
5238,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5239,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5240,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5241,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
5242,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5243,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
5244,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5245,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5246,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5247,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
5248,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5249,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5250,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
5251,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
5252,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
5253,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
5254,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5255,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
5256,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
5257,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
5258,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
5259,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5260,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
5261,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
5262,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
5263,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5264,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
5265,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
5266,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5267,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
5268,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
5269,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
5270,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5271,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5272,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5273,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
5274,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
5275,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
5276,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5277,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
5278,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
5279,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
5280,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
5281,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
5282,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
5283,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
5284,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
5285,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
5286,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
5287,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
5288,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
5289,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5290,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
5291,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5292,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5293,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5294,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5295,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5296,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5297,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
5298,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
5299,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
5300,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
5301,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
5302,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5303,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
5304,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5305,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5306,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5307,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5308,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
5309,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5310,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5311,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5312,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5313,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5314,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5315,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
5316,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5317,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
5318,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
5319,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5320,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
5321,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5322,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5323,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
5324,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5325,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5326,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5327,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5328,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5329,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5330,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
5331,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5332,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
5333,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5334,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5335,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5336,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5337,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5338,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5339,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5340,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5341,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5342,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5343,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
5344,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5345,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
5346,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
5347,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
5348,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5349,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
5350,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
5351,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5352,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5353,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5354,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
5355,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
5356,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
5357,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
5358,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
5359,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5360,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
5361,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
5362,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
5363,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
5364,Forest,Forest,Wetland,Water,Wetland,NULL,Water,NULL
5365,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
5366,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
5367,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
5368,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
5369,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
5370,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
5371,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5372,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5373,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
5374,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
5375,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
5376,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
5377,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
5378,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
5379,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
5380,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
5381,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5382,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5383,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
5384,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
5385,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
5386,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
5387,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
5388,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
5389,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
5390,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
5391,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
5392,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
5393,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
5394,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
5395,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
5396,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
5397,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
5398,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
5399,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
5400,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
5401,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
5402,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
5403,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
5404,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
5405,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
5406,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
5407,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Wetland
5408,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
5409,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
5410,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
5411,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
5412,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
5413,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
