Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFB_M_R
10105,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
10106,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
10107,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
10108,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
10109,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
10110,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
10111,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
10112,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
10113,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
10114,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
10115,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
10116,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
10117,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
10118,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
10119,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
10120,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
10121,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
10122,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
10123,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
10124,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
10125,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
10126,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
10127,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
10128,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
10129,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
10130,Forest,Water,Water,Non_Water,Water,Water,Water,Water
10131,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
10132,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
10133,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
10134,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
10135,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
10136,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
10137,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
10138,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
10139,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
10140,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
10141,Forest,Water,Water,Water,Water,NULL,Wetland,Water
10142,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
10143,Forest,Water,Water,Water,Water,NULL,Water,Grassland
10144,Forest,Water,Water,Water,Water,NULL,Water,Wetland
10145,Forest,Water,Water,Water,Water,NULL,Water,Water
10146,Forest,Water,Water,Water,Water,NULL,Water,Forest
10147,Forest,Water,Water,Water,Water,NULL,Forest,Forest
10148,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
10149,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
10150,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
10151,Forest,Water,Water,Water,Water,Grassland,Water,Water
10152,Forest,Water,Water,Water,Water,Grassland,Water,Forest
10153,Forest,Water,Water,Water,Water,Grassland,Forest,Grassland
10154,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
10155,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
10156,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
10157,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
10158,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
10159,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
10160,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
10161,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
10162,Forest,Water,Water,Water,Water,Wetland,Water,Water
10163,Forest,Water,Water,Water,Water,Wetland,Water,Forest
10164,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
10165,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
10166,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
10167,Forest,Water,Water,Water,Water,Bareland,Water,Forest
10168,Forest,Water,Water,Water,Water,Water,Grassland,Forest
10169,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
10170,Forest,Water,Water,Water,Water,Water,Wetland,Water
10171,Forest,Water,Water,Water,Water,Water,Wetland,Forest
10172,Forest,Water,Water,Water,Water,Water,Water,Grassland
10173,Forest,Water,Water,Water,Water,Water,Water,Wetland
10174,Forest,Water,Water,Water,Water,Water,Water,Water
10175,Forest,Water,Water,Water,Water,Water,Water,Forest
10176,Forest,Water,Water,Water,Water,Water,Forest,Grassland
10177,Forest,Water,Water,Water,Water,Water,Forest,Wetland
10178,Forest,Water,Water,Water,Water,Water,Forest,Water
10179,Forest,Water,Water,Water,Water,Water,Forest,Forest
10180,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
10181,Forest,Water,Water,Water,Water,Forest,Wetland,Water
10182,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
10183,Forest,Water,Water,Water,Water,Forest,Water,Water
10184,Forest,Water,Water,Water,Water,Forest,Water,Forest
10185,Forest,Water,Water,Water,Water,Forest,Forest,Forest
10186,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10187,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10188,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10189,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10190,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10191,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
10192,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
10193,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10194,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10195,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10196,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
10197,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
10198,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10199,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
10200,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10201,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10202,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10203,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10204,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10205,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
10206,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10207,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10208,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
10209,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
10210,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10211,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10212,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
10213,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10214,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10215,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10216,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10217,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10218,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10219,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
10220,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10221,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10222,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10223,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10224,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10225,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10226,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10227,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10228,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10229,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10230,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10231,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10232,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
10233,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10234,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10235,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10236,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10237,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
10238,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10239,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10240,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
10241,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10242,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
10243,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10244,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10245,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10246,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
10247,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10248,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10249,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
10250,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
10251,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10252,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10253,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10254,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10255,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10256,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10257,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10258,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10259,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10260,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10261,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
10262,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10263,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10264,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10265,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10266,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
10267,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10268,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10269,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
10270,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10271,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
10272,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10273,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
10274,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
10275,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10276,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10277,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10278,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10279,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
10280,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10281,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10282,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10283,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10284,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10285,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10286,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
10287,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
10288,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
10289,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
10290,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
10291,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
10292,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10293,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10294,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10295,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
10296,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10297,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
10298,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10299,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10300,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10301,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10302,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
10303,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
10304,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
10305,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
10306,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
10307,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
10308,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
10309,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10310,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10311,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10312,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
10313,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
10314,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
10315,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
10316,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
10317,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10318,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
10319,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
10320,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10321,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
10322,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
10323,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
10324,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
10325,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
10326,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
10327,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10328,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10329,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10330,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10331,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10332,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10333,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
10334,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10335,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10336,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10337,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10338,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10339,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10340,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10341,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10342,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10343,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10344,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10345,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
10346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10351,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
10354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10355,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10356,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
10357,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
10358,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10359,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10360,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10361,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
10362,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10363,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10364,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10365,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10366,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10367,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10368,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
10369,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
10370,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10371,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10372,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10373,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
10374,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10375,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10376,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10377,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10378,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10379,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10380,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10381,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10382,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10383,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
10384,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
10385,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10386,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10387,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10388,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10389,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10390,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10391,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
10392,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10393,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10394,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10395,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10396,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
10397,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10398,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
10399,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
10400,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
10401,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
10402,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10403,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10404,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10405,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10406,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10407,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
10408,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10409,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
10410,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10411,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10412,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10414,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10415,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10416,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10417,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
10418,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10419,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
10420,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
10421,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10422,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10423,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10424,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10425,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10426,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10427,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10428,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10429,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
10430,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
10431,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10432,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
10433,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10434,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
10435,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10436,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10437,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10438,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10439,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10440,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
10441,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10442,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10443,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
10444,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10445,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
10446,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10447,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
10448,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10449,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10450,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10451,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
10452,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
10453,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
10454,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
10455,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
10456,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
10457,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
10458,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10459,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10460,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
10461,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
