Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHH_M_R
2641,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2642,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2643,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2644,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2645,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2646,Water,Water,Water,Non_Water,Water,Water,Water,Water
2647,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2648,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
2649,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2650,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
2651,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2652,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2653,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2654,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2655,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2656,Water,Water,Water,Water,Water,NULL,NULL,Water
2657,Water,Water,Water,Water,Water,NULL,NULL,Forest
2658,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
2659,Water,Water,Water,Water,Water,NULL,Wetland,Water
2660,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2661,Water,Water,Water,Water,Water,NULL,Water,Wetland
2662,Water,Water,Water,Water,Water,NULL,Water,Water
2663,Water,Water,Water,Water,Water,NULL,Water,Forest
2664,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
2665,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
2666,Water,Water,Water,Water,Water,Grassland,NULL,Water
2667,Water,Water,Water,Water,Water,Grassland,NULL,Forest
2668,Water,Water,Water,Water,Water,Grassland,Water,Wetland
2669,Water,Water,Water,Water,Water,Grassland,Water,Water
2670,Water,Water,Water,Water,Water,Grassland,Water,Forest
2671,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
2672,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
2673,Water,Water,Water,Water,Water,Wetland,NULL,Water
2674,Water,Water,Water,Water,Water,Wetland,NULL,Forest
2675,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2676,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2677,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2678,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2679,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2680,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2681,Water,Water,Water,Water,Water,Wetland,Water,Water
2682,Water,Water,Water,Water,Water,Wetland,Water,Forest
2683,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2684,Water,Water,Water,Water,Water,Bareland,NULL,Water
2685,Water,Water,Water,Water,Water,Bareland,Water,Water
2686,Water,Water,Water,Water,Water,Water,NULL,Grassland
2687,Water,Water,Water,Water,Water,Water,NULL,Wetland
2688,Water,Water,Water,Water,Water,Water,NULL,Bareland
2689,Water,Water,Water,Water,Water,Water,NULL,Water
2690,Water,Water,Water,Water,Water,Water,NULL,Forest
2691,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2692,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2693,Water,Water,Water,Water,Water,Water,Wetland,Water
2694,Water,Water,Water,Water,Water,Water,Wetland,Forest
2695,Water,Water,Water,Water,Water,Water,Water,Grassland
2696,Water,Water,Water,Water,Water,Water,Water,Wetland
2697,Water,Water,Water,Water,Water,Water,Water,Bareland
2698,Water,Water,Water,Water,Water,Water,Water,Water
2699,Water,Water,Water,Water,Water,Water,Water,Forest
2700,Water,Water,Water,Water,Water,Water,Forest,Wetland
2701,Water,Water,Water,Water,Water,Water,Forest,Water
2702,Water,Water,Water,Water,Water,Water,Forest,Forest
2703,Water,Water,Water,Water,Water,Forest,NULL,Forest
2704,Water,Water,Water,Water,Water,Forest,Wetland,Water
2705,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2706,Water,Water,Water,Water,Water,Forest,Water,Wetland
2707,Water,Water,Water,Water,Water,Forest,Water,Water
2708,Water,Water,Water,Water,Water,Forest,Water,Forest
2709,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2710,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2711,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2712,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2713,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2714,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2715,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2716,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2717,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2718,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2719,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2720,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2721,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2722,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2723,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2724,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2725,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2726,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2727,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2728,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2729,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2730,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2731,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2732,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2733,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
2734,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2735,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
2736,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2737,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2738,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2739,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2740,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2741,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2742,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2743,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2744,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2745,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2746,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2747,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2748,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2749,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2750,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2751,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2752,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2753,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2754,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2755,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2756,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2757,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2758,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2759,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2760,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2761,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2762,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2763,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2764,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2765,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2766,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2767,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2768,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2769,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2770,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2771,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2772,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2773,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2774,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2775,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2776,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2777,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2778,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
2779,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2780,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2781,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2782,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2783,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2784,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2785,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
2786,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2787,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
2788,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2789,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2790,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
2791,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2792,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
2793,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2794,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2795,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2796,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
2797,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2798,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2799,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2800,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2801,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2802,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2803,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2804,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2805,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2806,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2807,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2808,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2809,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2810,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2811,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2812,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2813,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2814,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2815,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2816,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2817,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2818,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2819,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2820,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2821,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2822,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2823,Water,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2824,Water,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2825,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2826,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2827,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2828,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2829,Water,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
2830,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2831,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2832,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2833,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2834,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2835,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2836,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2837,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2838,Water,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
2839,Water,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
2840,Water,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
2841,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2842,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2843,Water,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
2844,Water,Forest,Wetland,Water,Wetland,Water,NULL,Water
2845,Water,Forest,Wetland,Water,Wetland,Water,NULL,Forest
2846,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2847,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2848,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2849,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2850,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2851,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2852,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2853,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2854,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2855,Water,Forest,Water,NULL,Water,Grassland,NULL,Forest
2856,Water,Forest,Water,NULL,Water,Wetland,NULL,Forest
2857,Water,Forest,Water,NULL,Water,Water,NULL,Forest
2858,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2859,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2860,Water,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
2861,Water,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
2862,Water,Forest,Water,Non_Water,Water,Water,NULL,Forest
2863,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2864,Water,Forest,Water,Water,Water,NULL,NULL,Water
2865,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2866,Water,Forest,Water,Water,Water,Grassland,NULL,Wetland
2867,Water,Forest,Water,Water,Water,Grassland,NULL,Forest
2868,Water,Forest,Water,Water,Water,Wetland,NULL,Forest
2869,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2870,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
2871,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
2872,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
2873,Water,Forest,Water,Water,Water,Wetland,Water,Water
2874,Water,Forest,Water,Water,Water,Water,NULL,Forest
2875,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
2876,Water,Forest,Water,Water,Water,Water,Wetland,Water
2877,Water,Forest,Water,Water,Water,Water,Water,Wetland
2878,Water,Forest,Water,Water,Water,Water,Water,Water
2879,Water,Forest,Water,Water,Water,Water,Water,Forest
2880,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2881,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2882,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2883,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2884,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2885,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2886,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2887,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2888,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2889,Water,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2890,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2891,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2892,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2893,Water,Forest,Forest,Water,Non_Wetland,Wetland,NULL,Forest
2894,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2895,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2896,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2897,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2898,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2899,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2900,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2901,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2902,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2903,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2904,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2905,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2906,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2907,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2908,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2909,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2910,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2911,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2912,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2913,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2914,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2915,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2916,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2917,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2918,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2919,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2920,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2921,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2922,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2923,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2924,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2925,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2926,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2927,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
2928,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2929,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2930,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2931,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2932,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2933,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2934,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2935,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2936,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2937,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2938,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2939,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2940,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2941,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2942,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2943,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2944,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2945,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2946,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2947,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2948,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2949,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2950,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2951,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2952,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2953,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2954,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2955,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2956,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2957,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2958,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2959,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2960,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2961,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2962,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2963,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2964,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2965,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2966,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2967,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2968,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2969,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2970,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2971,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2972,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2973,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2974,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2975,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2976,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2977,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2978,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2979,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2980,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2981,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2982,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2983,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2984,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2985,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2986,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2987,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2988,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2989,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
2990,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2991,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
2992,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2993,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2994,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2995,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2996,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2997,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2998,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2999,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3000,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3001,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3002,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3003,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
