Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLU_M_R
3101,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3102,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
3103,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
3104,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3105,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
3106,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3107,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3108,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
3109,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3110,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3111,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3112,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3113,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3114,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3115,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3116,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3117,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3118,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3119,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3120,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3121,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3122,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3123,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3124,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3125,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3126,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3127,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3128,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3129,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3130,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3131,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3132,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3133,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3134,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3135,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3136,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3137,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
3138,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3139,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3140,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3141,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3142,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3143,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3144,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
3145,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3146,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3147,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3148,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3149,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3150,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3151,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3152,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3153,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3154,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3155,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3156,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3157,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3158,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3159,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3160,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3161,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3162,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3163,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3164,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3165,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3166,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3167,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3168,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3169,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3170,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3171,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
3172,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3173,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3174,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3175,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
3176,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3177,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3178,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3179,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3180,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3181,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3182,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3183,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3184,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3185,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3186,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3187,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3188,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3189,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3190,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3191,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3192,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3193,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3194,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3195,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3196,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3197,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3198,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3199,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3200,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
3201,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3202,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3203,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
3204,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3205,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3206,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3207,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3208,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3209,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3210,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
3211,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3212,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3213,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3214,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3215,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3216,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3217,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3218,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3219,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3220,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3221,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3222,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3223,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3224,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3225,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3226,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3227,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3228,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3229,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
3230,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3231,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3232,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
3233,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
3234,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
3235,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3236,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
3237,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
3238,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
3239,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3240,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3241,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3242,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3243,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3244,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3245,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
3246,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3247,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
3248,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3249,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
3250,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3251,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
3252,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
3253,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
3254,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
3255,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
3256,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3257,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3258,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3259,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3260,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3261,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3262,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3263,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3264,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3265,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3266,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3267,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3268,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3269,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3270,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3271,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3272,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3273,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3274,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3275,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3276,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3277,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3278,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3279,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3280,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3281,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3282,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3283,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3284,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3285,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3286,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3287,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3288,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
3289,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3290,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3291,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3292,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
3293,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3294,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3295,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3296,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3297,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
3298,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3299,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
3300,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3301,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3302,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
3303,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3304,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
3305,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
3306,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3307,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3308,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
3309,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3310,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3311,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3312,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3313,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3314,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3315,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3316,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
3317,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3318,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3319,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
3320,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3321,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
3322,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3323,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3324,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3325,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
3326,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3327,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3328,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3329,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
3330,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
3331,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3332,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3333,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3334,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3335,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3336,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3337,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3338,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3339,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3340,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3341,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3342,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3343,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3344,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3345,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3346,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3347,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3348,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
3349,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3350,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3351,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3352,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3353,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3354,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3355,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3356,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3357,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3358,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3359,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3360,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3361,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3362,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3363,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3364,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
3365,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3366,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3367,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3368,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3369,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3370,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3371,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3372,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3373,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3374,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3375,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3376,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3377,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3378,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
3379,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3380,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
3381,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3382,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3383,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3384,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3385,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3386,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3387,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3388,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3389,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3390,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
3391,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3392,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
3393,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3394,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3395,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3396,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3397,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3398,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3399,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3400,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3401,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3402,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3403,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3404,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3405,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3406,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3407,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3408,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3409,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3410,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3411,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3412,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3413,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3414,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3415,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3416,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3417,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
3418,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3419,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3420,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
3421,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3422,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3423,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3424,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3425,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3426,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3427,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3428,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3429,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3430,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3431,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3432,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3433,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
3434,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3435,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3436,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
3437,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3438,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3439,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
