Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KES_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KES_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KES_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KES_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KES_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KES_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KES_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KES_M_R
664,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
665,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
666,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
667,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
669,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
670,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
671,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
672,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
673,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
674,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
675,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
677,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
678,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
679,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
680,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
681,Forest,NULL,Water,Water,Water,NULL,NULL,Water
682,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
683,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
684,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
685,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
686,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
687,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
688,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
690,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
691,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
693,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
694,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
695,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
696,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
697,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
699,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
700,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
701,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
702,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
704,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
705,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
