Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBB_M_R
2236,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2237,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2238,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2239,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2240,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2241,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2242,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2243,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2244,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2245,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2246,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
2247,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2248,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2249,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2250,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2251,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2252,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2253,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
2254,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
2255,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2256,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2257,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland,Water
2258,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
2259,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2260,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2261,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
2262,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2263,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2264,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2265,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
2266,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2267,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2268,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2269,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
2270,Water,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
2271,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2272,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2273,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2274,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2275,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2276,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
2277,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2278,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2279,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2280,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2281,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2282,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2283,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2284,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2285,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2286,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2287,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
2288,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2289,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2290,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2291,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2292,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2293,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2294,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2295,Water,Water,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
2296,Water,Water,Wetland,NULL,Wetland,Wetland,Built-up,Water
2297,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2298,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2299,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2300,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2301,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2302,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2303,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2304,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2305,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2306,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2307,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2308,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2309,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
2310,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2311,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2312,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2313,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2314,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2315,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2316,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2317,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
2318,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2319,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2320,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2321,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2322,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2323,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
2324,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
2325,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2326,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2327,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
2328,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2329,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2330,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2331,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2332,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2333,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2334,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2335,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2336,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2337,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2338,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2339,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2340,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2341,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2342,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2343,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2344,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2345,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2346,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2347,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2348,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2349,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2350,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2351,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2352,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2353,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2354,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
2355,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2356,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2357,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2358,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2359,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2360,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
2361,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2362,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2363,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2364,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2365,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2366,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2367,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2368,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2369,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2370,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2371,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2372,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2373,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2374,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
2375,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2376,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2377,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
2378,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2379,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2380,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2381,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2382,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2383,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2384,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2385,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2386,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2387,Water,Water,Wetland,Water,Wetland,Cropland,Forest,Forest
2388,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2389,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
2390,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2391,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2392,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2393,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2394,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2395,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2396,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2397,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2398,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2399,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2400,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
2401,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2402,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2403,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2404,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2405,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2406,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2407,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2408,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2409,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2410,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2411,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2412,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
2413,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
2414,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
2415,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
2416,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2417,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2418,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2419,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2420,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2421,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2422,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2423,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2424,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2425,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
2426,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2427,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2428,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2429,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2430,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2431,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Bareland
2432,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2433,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2434,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
2435,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2436,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2437,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2438,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2439,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2440,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2441,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2442,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2443,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2444,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2445,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2446,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2447,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2448,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2449,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2450,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2451,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2452,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2453,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2454,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2455,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2456,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2457,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2458,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2459,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2460,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2461,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2462,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2463,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2464,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2465,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
2466,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2467,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2468,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2469,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2470,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2471,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2472,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2473,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2474,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2475,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2476,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2477,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2478,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2479,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2480,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2481,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2482,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2483,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2484,Water,Water,Bareland,Water,Non_Wetland,Forest,Grassland,Water
2485,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2486,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2487,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2488,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2489,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2490,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
2491,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2492,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2493,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2494,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2495,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2496,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2497,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
2498,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2499,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2500,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2501,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2502,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2503,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2504,Water,Water,Water,NULL,Water,NULL,Water,Forest
2505,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2506,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2507,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
2508,Water,Water,Water,NULL,Water,Wetland,Water,Water
2509,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2510,Water,Water,Water,NULL,Water,Wetland,Forest,Bareland
2511,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2512,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
2513,Water,Water,Water,NULL,Water,Bareland,Water,Water
2514,Water,Water,Water,NULL,Water,Bareland,Forest,Water
2515,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2516,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
2517,Water,Water,Water,NULL,Water,Water,Grassland,Water
2518,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2519,Water,Water,Water,NULL,Water,Water,Wetland,Water
2520,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2521,Water,Water,Water,NULL,Water,Water,Water,Grassland
2522,Water,Water,Water,NULL,Water,Water,Water,Bareland
2523,Water,Water,Water,NULL,Water,Water,Water,Water
2524,Water,Water,Water,NULL,Water,Water,Water,Forest
2525,Water,Water,Water,NULL,Water,Water,Forest,Bareland
2526,Water,Water,Water,NULL,Water,Water,Forest,Water
2527,Water,Water,Water,NULL,Water,Water,Forest,Forest
2528,Water,Water,Water,NULL,Water,Forest,Water,Forest
2529,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2530,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2531,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2532,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2533,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2534,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2535,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
2536,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2537,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2538,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2539,Water,Water,Water,Non_Water,Water,Water,Water,Water
2540,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2541,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
2542,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2543,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2544,Water,Water,Water,Water,Water,NULL,Wetland,Water
2545,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2546,Water,Water,Water,Water,Water,NULL,Water,Water
2547,Water,Water,Water,Water,Water,NULL,Water,Forest
2548,Water,Water,Water,Water,Water,NULL,Forest,Grassland
2549,Water,Water,Water,Water,Water,NULL,Forest,Forest
2550,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
2551,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2552,Water,Water,Water,Water,Water,Grassland,Water,Water
2553,Water,Water,Water,Water,Water,Grassland,Water,Forest
2554,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2555,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
2556,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2557,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2558,Water,Water,Water,Water,Water,Wetland,Water,Water
2559,Water,Water,Water,Water,Water,Wetland,Water,Forest
2560,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
2561,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2562,Water,Water,Water,Water,Water,Water,Grassland,Bareland
2563,Water,Water,Water,Water,Water,Water,Grassland,Water
2564,Water,Water,Water,Water,Water,Water,Grassland,Forest
2565,Water,Water,Water,Water,Water,Water,Wetland,Water
2566,Water,Water,Water,Water,Water,Water,Wetland,Forest
2567,Water,Water,Water,Water,Water,Water,Built-up,Water
2568,Water,Water,Water,Water,Water,Water,Water,Grassland
2569,Water,Water,Water,Water,Water,Water,Water,Bareland
2570,Water,Water,Water,Water,Water,Water,Water,Water
2571,Water,Water,Water,Water,Water,Water,Water,Forest
2572,Water,Water,Water,Water,Water,Water,Forest,Water
2573,Water,Water,Water,Water,Water,Water,Forest,Forest
2574,Water,Water,Water,Water,Water,Forest,Forest,Grassland
2575,Water,Water,Water,Water,Water,Forest,Forest,Water
2576,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2577,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2578,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2579,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2580,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2581,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2582,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2583,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2584,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2585,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2586,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2587,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2588,Water,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2589,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2590,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2591,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2592,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2593,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2594,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2595,Water,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2596,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2597,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2598,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2599,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2600,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2601,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2602,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2603,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2604,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2605,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2606,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2607,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2608,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2609,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2610,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2611,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2612,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2613,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2614,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2615,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
