Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R
1022,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1023,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1024,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1025,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1026,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1027,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1028,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1029,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1030,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1031,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1032,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1033,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1034,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1035,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1036,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1037,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1038,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1039,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1040,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1041,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1042,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1043,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1045,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1046,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1047,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1048,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1049,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1050,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1051,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1052,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1053,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1054,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1055,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1056,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1057,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1058,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Wetland
1059,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1060,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1061,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1062,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1063,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1064,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1066,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1067,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1068,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1069,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1070,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1071,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1072,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1073,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1074,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1075,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1076,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1077,Wetland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1078,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1079,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1080,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1081,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1083,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1084,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1085,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1087,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1088,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1089,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1090,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1091,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1093,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1094,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1095,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1096,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1097,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1099,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1100,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1102,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1104,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1106,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1108,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1109,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1110,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1111,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1112,Wetland,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1113,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1114,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1115,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1116,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1117,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1118,Wetland,Water,Wetland,Water,NULL,NULL,NULL,Wetland
1119,Wetland,Water,Wetland,Water,NULL,NULL,NULL,Water
1120,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1121,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1122,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1123,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1124,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1125,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1126,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1127,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1128,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1129,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1130,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1131,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1132,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1133,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1134,Wetland,Water,Water,Water,NULL,NULL,NULL,Wetland
1135,Wetland,Water,Water,Water,NULL,NULL,NULL,Water
1136,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1137,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1138,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1139,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1140,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1141,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1142,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1143,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1144,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1145,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1146,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1147,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1150,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1154,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1155,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1156,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1157,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1158,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1159,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1160,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1161,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1162,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1163,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1164,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1165,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1166,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1167,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1168,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1169,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1170,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1171,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1173,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1174,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1175,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1177,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1179,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1181,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1182,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
1183,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1184,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1186,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1188,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1189,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1190,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1191,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1192,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1193,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1194,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1195,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1196,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1197,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1198,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1200,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1202,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1203,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1205,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1206,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1208,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1209,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1211,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1212,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1213,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1214,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1215,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1216,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1217,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1218,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1219,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1220,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1221,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1222,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1224,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1227,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1228,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1230,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1231,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1232,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1233,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1234,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1235,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1236,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1237,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1238,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1239,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1241,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1242,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1243,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1244,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1245,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1246,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1247,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1248,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1249,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1250,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1253,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1254,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1257,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1258,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1259,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1260,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1261,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1263,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1265,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1266,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1267,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1268,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1269,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1270,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1271,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1272,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1273,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1274,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1275,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1276,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1277,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1278,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1279,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1280,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1281,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1282,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1283,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1285,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1286,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1287,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1288,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1290,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1291,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1293,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1294,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1295,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1296,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1297,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1299,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1300,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1301,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1302,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1304,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1306,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1307,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1309,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1310,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1311,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1312,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1313,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1314,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1315,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1318,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1319,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1322,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1323,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1324,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1325,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1326,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1327,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1328,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1329,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1330,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1331,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1332,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1333,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1334,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1335,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1336,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1337,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1338,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1339,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1340,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1341,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1342,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1343,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1344,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1345,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1346,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1347,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1348,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1349,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1350,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1351,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1352,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1354,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1356,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1357,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1358,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
