Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZU_M_R
764,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
765,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
766,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
767,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
768,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
769,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
770,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
771,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
772,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
773,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
774,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
775,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
776,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
777,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
778,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
779,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
780,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
781,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
782,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
783,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
784,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
785,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
786,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
787,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
788,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
789,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
790,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
791,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
792,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
793,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
794,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
795,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
796,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
797,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
798,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
799,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
800,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
801,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
802,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
803,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
804,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
805,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
806,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
807,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
808,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
809,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
810,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
811,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
812,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
813,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
814,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
815,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
816,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
817,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
818,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
819,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
820,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
821,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
822,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
823,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
824,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
825,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
826,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
827,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
828,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
829,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
830,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
831,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
832,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
833,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
834,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
835,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
836,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
837,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
838,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
839,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
840,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
841,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
842,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
843,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
844,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
845,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
846,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
847,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
848,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
849,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
850,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
851,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
852,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
853,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
854,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
855,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
856,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
857,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
858,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
859,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
860,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
861,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
862,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
863,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
864,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
865,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
866,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
867,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
868,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
869,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
870,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
871,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
872,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
873,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
874,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
875,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
876,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
877,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
878,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
879,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
880,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
881,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
882,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
883,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
884,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
885,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
886,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
887,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
888,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
889,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
890,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
891,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
892,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
893,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
894,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
895,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
896,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
897,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
898,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
899,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
900,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
901,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
902,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
903,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
904,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
905,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
906,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
907,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
908,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
909,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
910,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
911,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
912,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
913,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
914,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
915,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
916,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
917,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
918,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
919,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
920,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
921,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
922,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
923,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
924,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
925,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
926,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
927,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
928,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
929,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
930,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
931,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
932,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
933,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
934,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
935,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
936,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
937,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
938,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
939,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
940,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
941,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
942,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
943,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
944,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
945,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
946,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
947,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
948,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
949,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
950,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
951,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
952,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
953,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
954,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
955,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
956,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
957,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
958,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
959,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
960,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
961,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
962,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
963,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
964,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
965,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
966,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
967,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
968,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
969,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
970,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
971,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
972,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
973,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
974,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
975,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
976,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
977,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
978,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
979,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
980,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
981,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
982,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
983,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
984,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
985,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
986,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
987,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
988,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
989,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
990,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
991,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
992,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
993,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
994,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
995,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
996,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
997,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
998,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
999,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1000,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1001,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1002,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1003,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1004,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1005,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1006,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1007,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1008,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1009,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1010,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1011,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1012,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1013,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1014,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1015,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1016,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1017,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1018,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1019,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1020,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1021,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1022,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1023,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1024,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1025,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1026,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1027,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1028,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1029,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1030,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1031,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1032,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1033,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1034,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1035,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1036,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1037,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1038,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1039,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1040,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1041,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1042,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1043,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
1044,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1045,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1046,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1047,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1048,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1049,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1050,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1051,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1052,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1053,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1054,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1055,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1056,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1057,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1058,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1059,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1060,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1061,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1062,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1063,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1064,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1065,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1066,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1067,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1068,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1069,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1070,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1071,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1072,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
1073,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1074,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1075,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
1076,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
1077,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1078,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
1079,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
1080,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,Water,Forest
1081,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1082,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
1083,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest,Forest,Forest
1084,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1085,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1086,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1087,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1088,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1089,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1090,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1091,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1092,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1093,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1094,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1095,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1096,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1097,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1098,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1099,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1100,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1101,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1102,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1103,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1104,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1105,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1106,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1107,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1108,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1109,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1110,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1111,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1112,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1113,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1114,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1115,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
