Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LME_M_R
6389,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6390,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6391,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6392,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6393,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6394,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6395,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6396,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
6397,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6398,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
6399,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6400,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
6401,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6402,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
6403,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6404,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
6405,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
6406,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
6407,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6408,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6409,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6410,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
6411,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6412,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
6413,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6414,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
6415,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
6416,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6417,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6418,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6419,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
6420,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6421,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
6422,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6423,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6424,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
6425,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
6426,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Cropland
6427,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
6428,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
6429,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6430,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6431,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6432,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6433,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6434,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6435,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6436,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6437,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6438,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6439,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
6440,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6441,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
6442,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6443,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
6444,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
6445,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6446,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6447,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6448,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
6449,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6450,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6451,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6452,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6453,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6454,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6455,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6456,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6457,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6458,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6459,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6460,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6461,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6462,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6463,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6464,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
6465,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6466,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6467,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
6468,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
6469,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6470,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6471,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
6472,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6473,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6474,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
6475,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
6476,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
6477,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6478,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6479,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
6480,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
6481,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
6482,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
6483,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6484,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
6485,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
6486,Water,Water,Wetland,Water,Wetland,Water,Water,Water
6487,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
6488,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
6489,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
6490,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6491,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6492,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6493,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6494,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6495,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
6496,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
6497,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
6498,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
6499,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
6500,Water,Water,Water,NULL,Water,NULL,NULL,Water
6501,Water,Water,Water,NULL,Water,NULL,Water,Water
6502,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
6503,Water,Water,Water,NULL,Water,Shrubland,NULL,Cropland
6504,Water,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
6505,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
6506,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
6507,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
6508,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
6509,Water,Water,Water,NULL,Water,Bareland,NULL,Cropland
6510,Water,Water,Water,NULL,Water,Bareland,NULL,Water
6511,Water,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
6512,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
6513,Water,Water,Water,NULL,Water,Bareland,Wetland,Wetland
6514,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
6515,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
6516,Water,Water,Water,NULL,Water,Bareland,Water,Water
6517,Water,Water,Water,NULL,Water,Bareland,Forest,NULL
6518,Water,Water,Water,NULL,Water,Water,NULL,Grassland
6519,Water,Water,Water,NULL,Water,Water,NULL,Cropland
6520,Water,Water,Water,NULL,Water,Water,NULL,Water
6521,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
6522,Water,Water,Water,NULL,Water,Water,Shrubland,Water
6523,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
6524,Water,Water,Water,NULL,Water,Water,Wetland,Water
6525,Water,Water,Water,NULL,Water,Water,Bareland,Water
6526,Water,Water,Water,NULL,Water,Water,Water,Grassland
6527,Water,Water,Water,NULL,Water,Water,Water,Cropland
6528,Water,Water,Water,NULL,Water,Water,Water,Wetland
6529,Water,Water,Water,NULL,Water,Water,Water,Water
6530,Water,Water,Water,NULL,Water,Water,Forest,NULL
6531,Water,Water,Water,NULL,Water,Water,Forest,Forest
6532,Water,Water,Water,Non_Water,Water,Water,Water,Water
6533,Water,Water,Water,Water,Water,NULL,NULL,Bareland
6534,Water,Water,Water,Water,Water,NULL,NULL,Water
6535,Water,Water,Water,Water,Water,NULL,Water,Grassland
6536,Water,Water,Water,Water,Water,NULL,Water,Built-up
6537,Water,Water,Water,Water,Water,NULL,Water,Water
6538,Water,Water,Water,Water,Water,Shrubland,NULL,Cropland
6539,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
6540,Water,Water,Water,Water,Water,Shrubland,Water,Water
6541,Water,Water,Water,Water,Water,Grassland,NULL,Cropland
6542,Water,Water,Water,Water,Water,Grassland,NULL,Bareland
6543,Water,Water,Water,Water,Water,Bareland,NULL,Water
6544,Water,Water,Water,Water,Water,Bareland,Wetland,Water
6545,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
6546,Water,Water,Water,Water,Water,Bareland,Bareland,Water
6547,Water,Water,Water,Water,Water,Bareland,Water,Grassland
6548,Water,Water,Water,Water,Water,Bareland,Water,Wetland
6549,Water,Water,Water,Water,Water,Bareland,Water,Water
6550,Water,Water,Water,Water,Water,Water,NULL,Grassland
6551,Water,Water,Water,Water,Water,Water,NULL,Water
6552,Water,Water,Water,Water,Water,Water,Wetland,Wetland
6553,Water,Water,Water,Water,Water,Water,Wetland,Water
6554,Water,Water,Water,Water,Water,Water,Bareland,Water
6555,Water,Water,Water,Water,Water,Water,Water,Grassland
6556,Water,Water,Water,Water,Water,Water,Water,Water
6557,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6558,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6559,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6560,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6561,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6562,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
6563,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
6564,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6565,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6566,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6567,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6568,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
6569,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6570,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6571,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
6572,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6573,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6574,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
6575,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
6576,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
6577,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
6578,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
6579,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6580,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
6581,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6582,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6583,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6584,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Bareland
6585,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6586,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
6587,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6588,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6589,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6590,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
6591,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6592,Water,Forest,Water,NULL,Water,Wetland,Wetland,Water
6593,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
6594,Water,Forest,Water,Water,Water,Forest,Shrubland,Forest
6595,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
6596,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6597,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6598,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6599,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6600,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6601,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6602,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6603,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6604,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6605,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6606,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
6607,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6608,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6609,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6610,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6611,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6612,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6613,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6614,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6615,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6616,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6617,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6618,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6619,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6620,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6621,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6622,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6623,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6624,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6625,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6626,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6627,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6628,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6629,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6630,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6631,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6632,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6633,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6634,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6635,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6636,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6637,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6638,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6639,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6640,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6641,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6642,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6643,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6644,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6645,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6646,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6647,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6648,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6649,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6650,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6651,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6652,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6653,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6654,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6655,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6656,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6657,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6658,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6659,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6660,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6661,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6662,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6663,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6664,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6665,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6666,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6667,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6668,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6669,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6670,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
6671,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6672,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6673,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6674,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6675,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6676,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6677,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6678,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6679,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6680,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6681,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6682,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6683,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6684,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6685,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6686,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6687,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
6688,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6689,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6690,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6691,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6692,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6693,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6694,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6695,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6696,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6697,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6698,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6699,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6700,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6701,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6702,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6703,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6704,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6705,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6706,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6707,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6708,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6709,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6710,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6711,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6712,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6713,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
