Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVS_M_R
9241,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9242,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9243,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9244,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
9245,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
9246,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9247,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9248,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9249,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9250,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9251,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9252,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9253,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9254,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
9255,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9256,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9257,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9258,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9259,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
9260,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9261,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9262,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9263,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9264,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
9265,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
9266,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
9267,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9268,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9269,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9270,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9271,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9272,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
9273,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9274,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9275,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9276,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9277,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9278,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9279,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9280,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9281,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
9282,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9283,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9284,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
9285,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
9286,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9287,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9288,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9289,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9290,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9291,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9292,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9293,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9294,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9295,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9296,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9297,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9298,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
9299,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
9300,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
9301,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9302,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9303,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9304,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9305,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9306,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9307,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9308,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9309,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9310,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9311,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9312,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9313,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
9314,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9315,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9316,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9317,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9318,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
9319,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
9320,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9321,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9322,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9323,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
9324,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9325,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9326,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9327,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9328,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
9329,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
9330,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9331,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9332,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9333,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
9334,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9335,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9336,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9337,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9338,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
9339,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9340,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9341,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9342,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
9343,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9344,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
9345,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9346,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
9347,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
9348,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9349,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9350,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9351,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9352,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9353,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9354,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9355,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9356,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9357,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9358,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
9359,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9360,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9361,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9362,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9363,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9364,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
9365,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
9366,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
9367,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9368,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9369,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9370,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9371,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9372,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
9373,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9374,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9375,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9376,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
9377,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9378,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
9379,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
9380,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9381,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
9382,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9383,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
9384,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
9385,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
9386,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9387,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
9388,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9389,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9390,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
9391,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
9392,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9393,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9394,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9395,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
9396,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
9397,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9398,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9399,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
9400,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9401,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9402,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9403,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
9404,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
9405,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
9406,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9407,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
9408,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
9409,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9410,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9411,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
9412,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9413,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9414,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9415,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
9416,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9417,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9418,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9419,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
9420,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
9421,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9422,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
9423,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
9424,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
9425,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
9426,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
9427,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9428,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
9429,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
9430,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9431,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9432,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9433,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9434,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
9435,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9436,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9437,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9438,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
9439,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
9440,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9441,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9442,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9443,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
9444,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9445,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
9446,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
9447,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
9448,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Water
9449,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9450,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
9451,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
9452,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9453,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9454,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
9455,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
9456,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9457,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9458,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9459,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
9460,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
9461,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9462,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9463,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9464,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
9465,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9466,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
9467,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Bareland
9468,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Bareland
9469,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9470,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9471,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9472,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9473,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9474,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9475,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9476,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9477,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9478,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9479,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9480,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9481,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9482,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9483,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9484,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
9485,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
9486,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9487,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9488,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9489,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
9490,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
9491,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9492,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9493,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9494,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
9495,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9496,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
9497,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9498,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9499,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9500,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9501,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
9502,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
9503,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9504,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9505,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
9506,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
9507,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9508,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9509,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9510,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
9511,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
9512,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9513,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9514,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9515,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9516,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9517,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9518,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9519,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9520,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
9521,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
9522,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
9523,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
9524,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9525,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9526,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
9527,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
9528,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
9529,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
9530,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9531,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
9532,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
9533,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9534,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
9535,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9536,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9537,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9538,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
9539,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9540,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
9541,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
9542,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
9543,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9544,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9545,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9546,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
9547,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
9548,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
9549,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
9550,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9551,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
9552,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
9553,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
9554,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9555,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
9556,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
9557,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
9558,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9559,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
9560,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
9561,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
9562,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
9563,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
9564,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
9565,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
9566,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9567,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9568,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
9569,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
9570,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
9571,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
9572,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
