Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R
3675,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
3676,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
3677,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3678,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
3679,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3680,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3681,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3682,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3683,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3684,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3685,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
3686,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3687,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3688,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3689,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3690,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
3691,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3692,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3693,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3694,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3695,Water,Water,Wetland,NULL,Wetland,Cropland,Grassland,Water
3696,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Wetland
3697,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
3698,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3699,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3700,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
3701,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
3702,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3703,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3704,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3705,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3706,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3707,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3708,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3709,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
3710,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3711,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3712,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3713,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3714,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3715,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3716,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3717,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3718,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
3719,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3720,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3721,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3722,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3723,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3724,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3725,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3726,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
3727,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3728,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3729,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3730,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3731,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3732,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3733,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3734,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3735,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3736,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
3737,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Grassland
3738,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3739,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3740,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3741,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3742,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3743,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3744,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3745,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3746,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3747,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3748,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3749,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3750,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3751,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3752,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3753,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3754,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3755,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3756,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3757,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3758,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3759,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3760,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3761,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3762,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3763,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3764,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3765,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3766,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3767,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3768,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3769,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3770,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
3771,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3772,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3773,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
3774,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3775,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3776,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3777,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3778,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
3779,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3780,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3781,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3782,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3783,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3784,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3785,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3786,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3787,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3788,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3789,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3790,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
3791,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3792,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3793,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3794,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
3795,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3796,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3797,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
3798,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
3799,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3800,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
3801,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3802,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3803,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3804,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3805,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
3806,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
3807,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3808,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3809,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3810,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
3811,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Built-up
3812,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3813,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3814,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3815,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3816,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
3817,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3818,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3819,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
3820,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3821,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3822,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3823,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3824,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
3825,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3826,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3827,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3828,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3829,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3830,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3831,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3832,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3833,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3834,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3835,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3836,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3837,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3838,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3839,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3840,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3841,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
3842,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3843,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
3844,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3845,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3846,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3847,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3848,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
3849,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3850,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3851,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3852,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3853,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3854,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3855,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3856,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3857,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3858,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3859,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3860,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3861,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3862,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
3863,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
3864,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3865,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3866,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3867,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
3868,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3869,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3870,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3871,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3872,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
3873,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3874,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3875,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3876,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3877,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3878,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3879,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3880,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3881,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3882,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3883,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3884,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3885,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3886,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3887,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
3888,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
3889,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3890,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3891,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3892,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3893,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3894,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3895,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3896,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3897,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3898,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3899,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3900,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3901,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3902,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
3903,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
3904,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3905,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
3906,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3907,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3908,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3909,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3910,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3911,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3912,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3913,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3914,Water,Water,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
3915,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3916,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3917,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3918,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3919,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Water
3920,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3921,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3922,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3923,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3924,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
3925,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3926,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3927,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3928,Water,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3929,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3930,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
3931,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3932,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3933,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
3934,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3935,Water,Water,Water,NULL,Water,NULL,Water,Forest
3936,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3937,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
3938,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3939,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3940,Water,Water,Water,NULL,Water,Grassland,Water,Water
3941,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3942,Water,Water,Water,NULL,Water,Cropland,Water,Water
3943,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3944,Water,Water,Water,NULL,Water,Wetland,Grassland,Bareland
3945,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
3946,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
3947,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
3948,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
3949,Water,Water,Water,NULL,Water,Wetland,Built-up,Bareland
3950,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
3951,Water,Water,Water,NULL,Water,Wetland,Water,Water
3952,Water,Water,Water,NULL,Water,Wetland,Water,Forest
3953,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
3954,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3955,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
3956,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3957,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
3958,Water,Water,Water,NULL,Water,Bareland,Water,Water
3959,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3960,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3961,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
3962,Water,Water,Water,NULL,Water,Water,Grassland,Water
3963,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3964,Water,Water,Water,NULL,Water,Water,Wetland,Water
3965,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3966,Water,Water,Water,NULL,Water,Water,Water,Grassland
3967,Water,Water,Water,NULL,Water,Water,Water,Wetland
3968,Water,Water,Water,NULL,Water,Water,Water,Bareland
3969,Water,Water,Water,NULL,Water,Water,Water,Water
3970,Water,Water,Water,NULL,Water,Water,Water,Forest
3971,Water,Water,Water,NULL,Water,Water,Forest,Water
3972,Water,Water,Water,NULL,Water,Water,Forest,Forest
3973,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
3974,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
3975,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
3976,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3977,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
3978,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
3979,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
3980,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3981,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
3982,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
3983,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
3984,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
3985,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3986,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3987,Water,Water,Water,Non_Water,Water,Wetland,Built-up,Bareland
3988,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
3989,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
3990,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
3991,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
3992,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
3993,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
3994,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
3995,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
3996,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3997,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3998,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
3999,Water,Water,Water,Non_Water,Water,Water,Water,Water
4000,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4001,Water,Water,Water,Non_Water,Water,Water,Forest,Water
4002,Water,Water,Water,Non_Water,Water,Forest,Grassland,Forest
4003,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4004,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
4005,Water,Water,Water,Water,Water,NULL,Wetland,Water
4006,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4007,Water,Water,Water,Water,Water,NULL,Water,Forest
4008,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
4009,Water,Water,Water,Water,Water,Grassland,Grassland,Bareland
4010,Water,Water,Water,Water,Water,Grassland,Grassland,Water
4011,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
4012,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
4013,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4014,Water,Water,Water,Water,Water,Grassland,Water,Bareland
4015,Water,Water,Water,Water,Water,Grassland,Water,Water
4016,Water,Water,Water,Water,Water,Grassland,Water,Forest
4017,Water,Water,Water,Water,Water,Grassland,Forest,Forest
4018,Water,Water,Water,Water,Water,Cropland,Water,Water
4019,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
4020,Water,Water,Water,Water,Water,Wetland,Grassland,Water
4021,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
4022,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4023,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
4024,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4025,Water,Water,Water,Water,Water,Wetland,Water,Bareland
4026,Water,Water,Water,Water,Water,Wetland,Water,Water
4027,Water,Water,Water,Water,Water,Wetland,Water,Forest
4028,Water,Water,Water,Water,Water,Wetland,Forest,Water
4029,Water,Water,Water,Water,Water,Wetland,Forest,Forest
4030,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
4031,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
4032,Water,Water,Water,Water,Water,Bareland,Grassland,Water
4033,Water,Water,Water,Water,Water,Bareland,Water,Grassland
4034,Water,Water,Water,Water,Water,Bareland,Water,Bareland
4035,Water,Water,Water,Water,Water,Bareland,Water,Water
4036,Water,Water,Water,Water,Water,Bareland,Water,Forest
4037,Water,Water,Water,Water,Water,Water,Grassland,Grassland
4038,Water,Water,Water,Water,Water,Water,Grassland,Bareland
4039,Water,Water,Water,Water,Water,Water,Grassland,Water
4040,Water,Water,Water,Water,Water,Water,Grassland,Forest
4041,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4042,Water,Water,Water,Water,Water,Water,Wetland,Water
4043,Water,Water,Water,Water,Water,Water,Wetland,Forest
4044,Water,Water,Water,Water,Water,Water,Water,Grassland
4045,Water,Water,Water,Water,Water,Water,Water,Wetland
4046,Water,Water,Water,Water,Water,Water,Water,Bareland
4047,Water,Water,Water,Water,Water,Water,Water,Water
4048,Water,Water,Water,Water,Water,Water,Water,Forest
4049,Water,Water,Water,Water,Water,Water,Forest,Water
4050,Water,Water,Water,Water,Water,Water,Forest,Forest
4051,Water,Water,Water,Water,Water,Forest,Water,Forest
4052,Water,Water,Water,Water,Water,Forest,Forest,Forest
4053,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4054,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4055,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4056,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4057,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4058,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4059,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4060,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4061,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4062,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4063,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
