Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTA_M_R
8407,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8408,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8409,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8410,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8411,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
8412,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8413,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8414,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8415,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
8416,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8417,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8418,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
8419,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8420,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8421,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8422,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8423,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
8424,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8425,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
8426,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
8427,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
8428,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8429,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
8430,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
8431,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
8432,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
8433,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
8434,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8435,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
8436,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
8437,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8438,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
8439,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
8440,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
8441,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8442,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
8443,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8444,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
8445,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
8446,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8447,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
8448,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8449,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8450,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
8451,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8452,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8453,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
8454,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Wetland
8455,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
8456,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
8457,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
8458,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
8459,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8460,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8461,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8462,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8463,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Wetland
8464,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8465,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8466,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8467,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
8468,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
8469,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
8470,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8471,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8472,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8473,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Wetland
8474,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
8475,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
8476,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
8477,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8478,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8479,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8480,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
8481,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8482,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8483,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8484,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
8485,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8486,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8487,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8488,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8489,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8490,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8491,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8492,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8493,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8494,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8495,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8496,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8497,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8498,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8499,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8500,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8501,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8502,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8503,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8504,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
8505,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8506,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8507,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8508,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8509,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8510,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8511,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8512,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8513,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8514,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8515,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8516,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8517,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8518,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8519,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8520,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8521,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
8522,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
8523,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
8524,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
8525,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8526,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8527,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8528,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
8529,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8530,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8531,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8532,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8533,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
8534,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8535,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8536,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8537,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
8538,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
8539,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8540,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8541,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
8542,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8543,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8544,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8545,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8546,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8547,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8548,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8549,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8550,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8551,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8552,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8553,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8554,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8555,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8556,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8557,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8558,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8559,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8560,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8561,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8562,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8563,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8564,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8565,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
8566,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8567,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8568,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8569,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
8570,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
8571,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8572,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8573,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8574,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
8575,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8576,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
8577,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8578,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8579,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8580,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
8581,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8582,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
8583,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
8584,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8585,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8586,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8587,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
8588,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8589,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8590,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8591,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
8592,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8593,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8594,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Wetland
8595,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
8596,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
8597,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8598,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8599,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8600,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
8601,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8602,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8603,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8604,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8605,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8606,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
8607,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8608,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
8609,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8610,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8611,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
8612,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8613,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
8614,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
8615,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
8616,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8617,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8618,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8619,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8620,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8621,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8622,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
8623,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8624,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8625,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8626,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8627,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8628,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8629,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8630,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8631,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8632,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8633,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8634,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8635,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
8636,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8637,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8638,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8639,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8640,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
8641,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8642,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8643,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8644,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8645,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
8646,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8647,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8648,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
8649,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8650,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8651,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8652,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
8653,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
8654,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8655,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8656,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Wetland
8657,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8658,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8659,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8660,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
8661,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8662,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8663,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8664,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
8665,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
8666,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
8667,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8668,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8669,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8670,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
8671,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8672,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8673,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8674,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
8675,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8676,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
8677,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
8678,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8679,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8680,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
8681,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
8682,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8683,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8684,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8685,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
8686,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8687,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8688,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8689,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8690,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8691,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8692,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8693,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8694,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8695,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8696,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8697,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8698,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8699,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
8700,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8701,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8702,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
8703,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
8704,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
8705,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8706,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
8707,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
8708,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
8709,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8710,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
8711,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8712,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8713,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8714,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8715,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8716,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8717,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8718,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8719,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8720,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8721,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8722,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8723,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
8724,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
8725,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8726,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8727,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
8728,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8729,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
8730,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
8731,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8732,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
